""	CCR1	SDC4	CCRL2	LILRB1	LILRB2	C5AR1	TREM1	SIGLEC10	CD163	ITGAM	LILRA1	PILRA	APLP2	SIRPA	TNFRSF1A	THBD	TLR4	CD40	TLR2	CD1C	CD86	CD9	PLXNB2	PVR	CANX	TFRC	HAVCR2	KCNQ1	NECTIN2	CD53	FPR1	PECAM1	ABCA1	ITGB2	CD74	CD81	CCR5	ENG	PDE1B	DPP4	CD93	SDC2	IGF2R	TNFRSF1B	ITGB1	TNFRSF21	CD4	FLT1	NOTCH2	KCNN4	RXRA	ADGRE2	CD44	ITGA5	CD99L2	TMIGD3	STAB1	LDLR	VSIR	CD36	PLAUR	NOTCH1	SELL	SORT1	INSR	GPNMB	NRP1	TNFRSF10D	TNFRSF10B	FFAR2	ADCY7	IL6R	CD47	STX4	ADRB2	TNFRSF12A	PILRB	LTBR	TRAF3	FLT3	LRP1	CD72	CXCR4	ITGAV	SORL1	LPP	TRPM2	SIGLEC1	TREM2	ITGAL	CADM1	NCSTN	TNFRSF10A	ERAP1	ADORA3	ITGB5	ADORA2B	TLR6	ACVRL1	PLD1	DYSF	CD300LF	CR1	SCARF1	CLEC12A	ASGR1	TLR1	AXL	STX3	RIPK1	S1PR3	ITGA4	SMAD3	TRADD	SCARB1	ADGRE5	CD226	TSPAN14	TNFRSF14	SMAP1	RHBDF2	IGF1R	SLC16A1	AMFR	MCFD2	LAMP1	PTPRA	ATP5F1B	JMJD6	RACK1	PTGER4	PTPRC	ITGB8	CD68	TSPAN17	SLC16A7	S1PR4	CD63	SDC3	CD2	CD69	CLEC2D
CCR5	0.751016132577052	0.563168272236619	0.203316698898769	0.434040165403635	0.539697350211997	0.705097738871978	0.595680157197058	0.698180806033273	0.726490552291466	0.530442204645635	0.00913028295521467	0.828991298148928	0.733381256195584	0.826502118058265	0.801371624099913	0.565290991264833	0.654352734764959	0.355332411975698	0.0875605203991072	0.286221259908872	0.769312378665362	0.794395107977744	0.819309003314886	0.594865603414505	0.874350480657796	0.894956806456574	0.828924835081067	0.784231945607439	0.802069560972667	0.822744240492828	0.292572517839716	0.727063184826852	0.74583203130566	0.878073404734032	0.486497140944872	0.818301995519841	1	0.930189035990672	0.750116623530649	0.687245877749331	-0.174600319473782	0.727143556911309	0.697565969180756	0.478384061055756	0.871291578543889	0.766457028903414	0.876628377670438	0.114284227835345	0.85099286809342	0.395577948004827	0.446546998573231	0.211728657105389	0.401211531163654	0.579759238414035	0.755126022107854	0.62425775071224	0.730564075912966	-0.226163953512623	0.445340729640748	0.649139395077305	0.922718086419776	0.540310454101266	-0.198692365935409	0.806756804112327	0.619290192483042	0.654205030963524	0.749819286349183	0.62992229321456	0.381597954147367	-0.354902729502598	0.72232191299162	0.623954628200553	0.862464433294163	0.903926541487238	0.874566735729313	0.878155022036565	0.78235595564565	0.89706229618267	0.736072317879471	0.270019472755635	0.715867088373235	0.658244411760069	0.431479116519529	0.734628786174539	0.769005258991825	0.870422623077983	0.760302586001441	0.623317717734128	0.715067306820262	0.679669820530761	0.648238343154678	0.838627065191314	0.20058539179358	0.832592506679327	0.700551885078935	0.736434073609977	0.790208627017124	0.803279831139123	0.774471458290183	0.674168836772306	0.640941075107195	0.670438335123672	0.643513462741686	0.182837447204286	0.272236744735264	0.707859122872698	0.820014023749403	0.4632850332399	0.728753083070715	0.786841342422325	-0.000485835929638119	0.437558030143982	0.311575359153683	0.636815232269859	0.741276207553301	0.106097382546183	0.457940891362837	0.869711912971087	0.822564136607667	0.88943054079572	0.864059420151692	0.645618852627667	0.778292518541843	0.839189659465039	0.789489156186293	0.700143804684636	0.876885525547013	0.864452523070865	0.823227538929034	0.797805054132363	0.548791132021679	0.538449305032641	0.575059780531672	0.715156402731404	0.864393519009252	0.235984296314189	0.408182514373071	0.764041013747445	0.633214747829282	0.338625662067388	0.339539663225474	0.443203897937078
ENG	0.862722896917555	0.608648500854691	0.222981964264016	0.481771640978418	0.561711838086837	0.810073831201963	0.630877250795698	0.704003185859503	0.857991167085994	0.533388209343844	0.0160988739571529	0.887745612819463	0.834277496040503	0.921992822226444	0.887405843422793	0.620781940712854	0.793189381094163	0.245152781081467	0.0782765470804321	0.120763833383608	0.661675378805101	0.873175484904643	0.829632069280121	0.621363020307143	0.949057088403515	0.940358515797151	0.869798859313762	0.793557285765913	0.776762016068143	0.834861559991986	0.238810318798429	0.829068298572805	0.865610466522444	0.890073874505935	0.363213634470784	0.881653748157324	0.930189035990672	1	0.839082253772394	0.727980158497538	-0.168500775011466	0.823776036630735	0.813020364562148	0.410865824351238	0.946078586135468	0.852880850424952	0.863956307100312	0.107967448038727	0.898054935815703	0.384037934885669	0.500414215300214	0.195887622981973	0.451303045235717	0.653111343649366	0.828204188842734	0.752102696789354	0.833403581433981	-0.212340205772551	0.308176052909866	0.72998718956753	0.941935692575376	0.542315569807163	-0.256923711777925	0.897832289664221	0.519646509377599	0.771811602807643	0.858080516572565	0.673887603564708	0.242579671957357	-0.338028486508511	0.67236837151733	0.671917869401774	0.865068115797286	0.900133789202532	0.923263786789595	0.914919394944525	0.790266646930054	0.950610221977234	0.735228443239354	0.110798753320274	0.840860295814066	0.589776057662162	0.271088093102222	0.879605625508333	0.858152415342162	0.912133872805121	0.876418885897545	0.739940036690109	0.796377763458172	0.646522619601631	0.747129276667492	0.914569763641231	0.156061115644761	0.908657138938118	0.813114022741453	0.816336496746871	0.85138986706859	0.872591391906214	0.902740783360398	0.789741174722819	0.72252521540992	0.751943681287722	0.752559949054798	0.0866588340171765	0.145811139125133	0.810115990906543	0.871049771854579	0.337431408710266	0.818693476379521	0.812738962892624	0.0227560678439946	0.286834184149238	0.19883934530534	0.53102894733328	0.808760694462312	0.0709969409650908	0.372564742461482	0.957163324908498	0.899137493177374	0.921046331272596	0.866978041161709	0.780648149942928	0.869075632494542	0.911291293296272	0.870829888286002	0.79252576313273	0.880467329744982	0.868258029314757	0.758198380248137	0.733993668430716	0.412795115200696	0.408575043503333	0.629874606012764	0.811537333631705	0.879681236214736	0.184482036367276	0.257506990265991	0.839439582729852	0.759639293366025	0.187095060323054	0.152308673659743	0.303317092179028
PDE1B	0.832498666690966	0.231179712026081	-0.0924903559502988	0.0729037793825083	0.21954755319701	0.725684429380205	0.336213529513789	0.494054658797907	0.805369641441389	0.0838473436306383	-0.347488090796503	0.854250320405477	0.934663278630704	0.794708985090779	0.786727753641754	0.249692025471369	0.778431334786653	0.165968885130372	-0.311922216006563	-0.00147834453737572	0.429740311039598	0.949681135615615	0.584886134389315	0.243238384493138	0.93432354366523	0.843286377611356	0.851988786857936	0.830587235487683	0.660722581673024	0.610699537934184	-0.0755985850396666	0.853730843249803	0.962031496653844	0.80390638831454	0.309178979162556	0.946874348679628	0.750116623530649	0.839082253772394	1	0.902891356653552	-0.472139427784701	0.941034580613759	0.952526213852156	0.0164900302278157	0.846200473821701	0.972374889671023	0.736138194890969	-0.277077460705227	0.814403300915622	-0.078188382259041	0.213588229182115	-0.261853863543949	0.0479529535815687	0.373319278674831	0.961182289768065	0.924815121094168	0.964921877682649	-0.322730810938144	0.0375701767726413	0.92143053341467	0.864770007355868	0.266183323584495	-0.360210831697876	0.8668455998847	0.402090008579797	0.956122858311914	0.935233579180867	0.350804646016341	-0.0746572927058625	-0.492947577803051	0.63566220576083	0.420971520305828	0.693126900632161	0.757855599174369	0.76488240955735	0.779582201061948	0.736287934477594	0.907315284563733	0.432354699361129	0.0279957789528286	0.953003034920855	0.615068049523862	0.0271864610189983	0.821312647042428	0.892312789448458	0.883909933809587	0.935420087902014	0.950961351307724	0.938614576305408	0.331869809584311	0.964358120409591	0.947283888380889	-0.226904759946507	0.872616952679938	0.963600875292587	0.893390342307427	0.843085671811099	0.909196059537774	0.893468340152412	0.873711793391436	0.917102881588438	0.711269611726582	0.936039053282803	-0.168344939770649	-0.215640605627074	0.928036244940484	0.915137963877618	0.172160420423984	0.964283694532326	0.840254180351571	-0.330978282961166	0.154322934050675	-0.0148393234068824	0.487628582945527	0.965573825731588	-0.319990398695943	0.329868055196275	0.878004704593469	0.948026082095323	0.872700100768951	0.575587529288634	0.777309687436023	0.689376474076122	0.943329859983637	0.941894226189127	0.954634311847716	0.827014741453101	0.676138906947802	0.514010362312107	0.504738922554301	0.247108424057506	0.232822132275734	0.391376190668045	0.949688889309309	0.747761885890088	-0.144521129692461	-0.0930982110461764	0.937318796845326	0.952878520654584	0.0282935141890747	-0.051043444924502	0.151646583923665
DPP4	0.824136854907151	0.126671985230535	-0.0754973659198405	0.00134995750567616	0.1193635575587	0.681288111336361	0.397882487971232	0.35415136170064	0.743516394518571	0.0493121855157408	-0.33807827522501	0.850063674083512	0.943398386594896	0.750738714698671	0.754440610373291	0.234860025438052	0.702592030085133	0.0271726656039921	-0.276593209260551	-0.11881119943042	0.305666249217232	0.934177717195979	0.432255094795372	0.224114453612378	0.854726254962334	0.682214777672835	0.820241708682972	0.679000956871488	0.485025318362323	0.571520299740979	-0.157651898504982	0.764136581884228	0.887372165710428	0.719481401225531	0.144244707715473	0.937332540124667	0.687245877749331	0.727980158497538	0.902891356653552	1	-0.40461820945463	0.939540217639892	0.933539808853825	-0.058384893395128	0.808668513694618	0.903322324444698	0.603717658993478	-0.236657221107995	0.628669167813813	-0.0874155879545164	0.269756929720218	-0.284613263243394	0.041711214180508	0.400794791825428	0.90020433548224	0.941350644620332	0.928335876852464	-0.238487696800074	-0.0674872816343507	0.984804241315559	0.824235510972216	0.0587629680479483	-0.337102041514658	0.855740880844525	0.281393454272869	0.94296362555798	0.892588994858824	0.289681169705638	-0.179766622082539	-0.387000315468057	0.45370264991006	0.353098534741017	0.563653180220361	0.682838737195369	0.646217190754013	0.726355868189961	0.584307891443157	0.827447392908863	0.39491991826624	-0.133527069122573	0.891799955051088	0.485875734647779	-0.121784749835211	0.746985493126423	0.725274025280953	0.770092363417063	0.864734100313461	0.921420086037264	0.973362301576979	0.173954349545073	0.902377341368993	0.901667352539941	-0.278376659751914	0.730679274877287	0.863285861167119	0.922932673979473	0.860494240443565	0.755865241086222	0.813725115927679	0.862466344618957	0.92715065410813	0.580792482404393	0.930360262362113	-0.241409539155228	-0.316162658254522	0.911832762955578	0.832522056372028	-0.0137470940583022	0.916934161859957	0.681861281474703	-0.277844742114664	-0.0316990960997445	-0.107243351996541	0.342766811574513	0.869125440946839	-0.325719402349456	0.154922984917582	0.777631765017751	0.80667684789981	0.740643944472302	0.476443296436483	0.606165315556803	0.484541850870314	0.890465908994211	0.942330766905163	0.971057169089585	0.8183870272442	0.591888437387429	0.399141075136729	0.376575654343106	0.0605512242676014	0.079773293774574	0.361287590375534	0.965873227905884	0.659880483382083	-0.190037237502407	-0.227202725702657	0.969012113209505	0.92748735375085	-0.0702102423076857	-0.155210660828998	0.00710904810709982
CD93	-0.0104957068601839	0.539442420906789	0.804974801943409	0.728400000558645	0.497263270513602	0.125291140181986	0.439985441484332	0.0262731770008927	0.0229897135040881	0.46108699014131	0.933234302913196	-0.201065449579862	-0.261603157353382	0.0142241783770301	0.0340505953396304	0.58505735042878	0.00150489148667433	-0.141515710047722	0.934861185154305	-0.194621426618838	-0.0917757048754966	-0.405782026543071	-0.0579217000048227	0.506079739024064	-0.301507596571905	-0.341570544935593	-0.0369110829483378	-0.464681415521888	-0.358168238339009	0.282086997647334	0.648363599122703	-0.115863164013029	-0.365889332043959	-0.296053463729976	-0.289332790812414	-0.382391052717715	-0.174600319473782	-0.168500775011466	-0.472139427784701	-0.40461820945463	1	-0.383659270137251	-0.405783387633063	0.639859956525832	-0.119070889660153	-0.477565417046431	-0.341829728911155	0.867010351812674	-0.26586547563907	0.597706392758081	0.68292698939686	0.835824282031649	0.733507769945486	0.5204644006489	-0.457033157302823	-0.373752311827804	-0.379321565799924	0.745675150871084	0.221837365615137	-0.410581607256919	-0.217468186498136	0.335826929577259	0.667243355540335	-0.137879828062898	-0.308037597709143	-0.460657263950664	-0.438812529447309	0.491373343120994	0.34482510004741	0.878568395899094	-0.303778148352604	0.501457922193087	-0.0916488394358199	-0.130493012972914	-0.102067533797735	-0.163811684924964	-0.371124097982512	-0.242435886233003	0.303930196062932	-0.176548857103971	-0.423857016337055	-0.472743382771126	-0.00501607236772191	-0.0803395104568948	-0.458477888231143	-0.337105342099355	-0.405753931343348	-0.471315604264727	-0.427809143630506	0.012207471822179	-0.513379559188815	-0.354625769287619	0.777135117871664	-0.277511040895869	-0.500972742217802	-0.437318026821126	-0.192177072158878	-0.36603096878592	-0.345048338410401	-0.300237966937622	-0.292260627854217	0.0281113388778344	-0.38861454505722	0.476617483788715	0.351706569942699	-0.267257799826609	-0.424805033825684	-0.274914847360336	-0.373582647684061	-0.360160390244896	0.829268574929629	-0.169221662079241	0.356490427073146	-0.31417774982801	-0.526429423753416	0.868462142462887	-0.273882066006449	-0.148292818552946	-0.418701943198694	-0.306464253080497	0.187504429260925	-0.360890590050582	-0.184678271912087	-0.343855084047926	-0.337725249205431	-0.40407181584847	-0.242510241316318	-0.0831609947036522	0.10985324967176	-0.0429839737985072	-0.214955716345002	0.0160667581780995	0.101637396127324	-0.375705319378881	-0.0847881255549602	0.643037329081333	0.212059323878755	-0.330477841823329	-0.463765938668042	-0.205650890953303	-0.17576696397904	-0.292300022051992
SDC2	0.908472718850815	0.257772380947751	-0.0318054957498331	0.116092568504484	0.156914416783056	0.768149658764512	0.469206594134299	0.371712537627945	0.839439921380171	0.171070978278468	-0.296416055556502	0.884422340052009	0.97383705412267	0.862786716320858	0.815235585644405	0.36574383209278	0.797146997157435	0.0141651082064825	-0.231872106958961	-0.178416227401869	0.313276351327837	0.977686180259638	0.533483556222107	0.311528724226477	0.931937336271162	0.805604055078378	0.842016947995593	0.704367075523523	0.537809404509512	0.618739487736509	-0.156944423347541	0.827597767027764	0.974164600849482	0.774379794329297	0.110022175273624	0.947393074540433	0.727143556911309	0.823776036630735	0.941034580613759	0.939540217639892	-0.383659270137251	1	0.989255404107863	-0.0198379891521303	0.89159944083999	0.965232836470062	0.643659857941447	-0.172370161440103	0.727155046802742	0.0291394415693656	0.317632944539735	-0.220517023679001	0.159094770010464	0.507812827672398	0.941931078204875	0.962792665038315	0.964630464199292	-0.265089463825099	-0.0984214610525539	0.966439644024447	0.864597465792302	0.177810960943194	-0.388562224758996	0.893688555446967	0.260875856037598	0.973170393848083	0.976174321464373	0.410232297689895	-0.204942676152377	-0.382483940853269	0.44731529501605	0.440127400242524	0.648585961593778	0.699323620279893	0.756338387192297	0.806962567411197	0.681743953220762	0.87910663833139	0.464622037765273	-0.183239051476784	0.971829410884726	0.431438745325842	-0.155880865297317	0.876868993542378	0.833114559789554	0.844821323148431	0.909823659180366	0.942208291586436	0.971064827483811	0.299767534910069	0.940189572935598	0.950053081361912	-0.235882917611637	0.823280290167121	0.917289858123507	0.922753169150355	0.893713084679537	0.859959336271278	0.929016195265956	0.919934450081328	0.921764876420789	0.647654484323256	0.945956789811615	-0.240902878862129	-0.304956022208109	0.926466329311941	0.855974235125539	-0.0184399941947857	0.945679293793494	0.752296605880179	-0.197528692718661	-0.0385986177810607	-0.111232844868114	0.329599541271123	0.892664000559935	-0.271435964255644	0.182483749755424	0.875039111512167	0.886671823607685	0.809610620844209	0.568523478143999	0.781800502521985	0.651910924168803	0.928839046389064	0.960032385492698	0.983779208330733	0.820608346785806	0.661899861892363	0.443883488388568	0.407857320992317	0.0565750177995706	0.064239218623364	0.468981107320514	0.984422441002381	0.738055282748828	-0.147724397381674	-0.196092008557158	0.976314449060788	0.966824972947889	-0.0807443019835458	-0.188099694265897	0.0305767661253339
IGF2R	0.895849790750439	0.223543913153129	-0.055805007412844	0.100067727429261	0.16758710623577	0.773099787258537	0.421188336714824	0.400523111945591	0.847594860719639	0.131187829294017	-0.306863300853679	0.87877948985852	0.974860642780483	0.841941142521014	0.816146314654961	0.321428868407668	0.815119831147292	0.00808022396651916	-0.255355597950652	-0.196165140988613	0.285265443504855	0.972559678148212	0.524188383920268	0.282187274421312	0.924463426339462	0.808092643554877	0.836499023762362	0.709969410593689	0.535150571376232	0.591146902897136	-0.167889948568647	0.8357045219785	0.978044654321683	0.762989357473574	0.106522669074982	0.945331765974462	0.697565969180756	0.813020364562148	0.952526213852156	0.933539808853825	-0.405783387633063	0.989255404107863	1	-0.0369765770101039	0.878055767763382	0.96576164314094	0.644210519464363	-0.220455511434798	0.733158619163972	-0.0148053759538203	0.294451898345363	-0.248399553839622	0.130620392125216	0.472540556117989	0.94731466824231	0.976956356089195	0.970146879670658	-0.263469899155372	-0.108090428030614	0.966772326254313	0.844848242295398	0.171506277820756	-0.388957845565623	0.897352803732669	0.251307008119286	0.985015567370839	0.97357820502437	0.370578515201304	-0.223964718339437	-0.395054354488826	0.453379664706013	0.432208964221862	0.633802269461483	0.693677348642504	0.751885805030355	0.784508129995722	0.69051517182627	0.870230362276763	0.433984475943293	-0.187003440979156	0.981137569708092	0.437383597985538	-0.169886484023894	0.883952395935703	0.848247777894869	0.839967535250738	0.924897543284559	0.954716796674053	0.971766983071735	0.288263871800297	0.948199021561036	0.950431653917338	-0.249199049596197	0.829420056513923	0.927430894486299	0.937012391162992	0.884529353999685	0.846116587960198	0.930582381401398	0.936984802708088	0.919372844472586	0.66188064398069	0.953105139939515	-0.268026332664496	-0.317175785755927	0.931346808191664	0.865012033107917	-0.0276435800728767	0.953959329490548	0.749943282265725	-0.245433327062573	-0.0436700699065751	-0.130153358645033	0.327777331845811	0.904336089561781	-0.304852628166192	0.177313000025327	0.875832232538466	0.894947211289773	0.807703681011458	0.545809516132591	0.790946343655611	0.651887935392018	0.937533371751545	0.958472658832541	0.983941040943374	0.817239717374431	0.645600059608408	0.416815471141275	0.393689420675027	0.0437599664194576	0.0633994865904433	0.460006354487744	0.984177118155132	0.718780596167681	-0.147765500350743	-0.220855962879925	0.970529262293705	0.976866822336787	-0.0800566056938333	-0.197635607774347	0.0318999214319189
TNFRSF1B	0.280404819421134	0.768618404940091	0.750779452625935	0.846525515729316	0.843448941310832	0.460445417177086	0.585438001620895	0.57637555503646	0.35985453799761	0.680974930622409	0.756388579389461	0.287223115507797	0.0939029077486155	0.400602979731226	0.470862728039964	0.718886015383067	0.324761787226576	0.269912136244611	0.80084774249716	0.303431311203796	0.582706524649461	0.053618079500151	0.548572896006663	0.6857503064868	0.224889517257278	0.309168239555812	0.419470903474841	0.197495422347744	0.350637480296264	0.706177417212019	0.836492452833526	0.320776876748567	0.0513740874551952	0.306527008760009	0.307054152339191	0.10513897134167	0.478384061055756	0.410865824351238	0.0164900302278157	-0.058384893395128	0.639859956525832	-0.0198379891521303	-0.0369765770101039	1	0.360609336323905	0.0118891626783121	0.382059157306219	0.692364106193709	0.390968585512796	0.691222021290821	0.709580753697564	0.839544385319311	0.759939558488123	0.635246564086922	0.0300431129673248	-0.0758458708686638	0.0179269144764432	0.429989575294907	0.703817593281738	-0.0978581376476547	0.370983831047308	0.778551580858704	0.502783507122826	0.291535694405518	0.358175448474334	-0.110369918344709	-0.0245253200056036	0.750973413333196	0.749602556276125	0.424037774422828	0.388389757485346	0.787567573742921	0.511057722182519	0.52802377464865	0.433308240462143	0.373298169369354	0.277337975685655	0.33387577816242	0.676319451609004	0.333325741028526	-0.0100537954970498	0.245001779874492	0.579845170601146	0.281915751492995	0.134864351037115	0.274565490307952	0.0811971515162496	-0.131961256664994	-0.0517063796865305	0.568298238174951	-0.124227943507108	0.148511950030598	0.827633243843155	0.277608202631951	-0.0258909052709959	0.0128544087541125	0.218707548428503	0.167485529899891	0.108354569068898	0.0506219165285796	0.0209753198575586	0.458416090986891	-0.0499224956035159	0.615662299281488	0.695228718543425	0.0929744723573085	0.184561773695292	0.360164813501083	0.0647976347916059	0.242456558876395	0.55416613785616	0.425827375606862	0.67405970290938	0.323124448243838	0.0062196914691394	0.792271108039345	0.2385882447216	0.386892024486873	0.163380026841177	0.351146319137955	0.722159423569797	0.0777982126193208	0.369501783138194	0.183521583011594	0.119622546872257	-0.043574093268092	0.328297996429218	0.482485832275946	0.725158609971941	0.612580504534005	0.458067989602648	0.604686938996437	0.355613556563933	-0.00998984602210526	0.437976483634729	0.800377270796531	0.710190266992949	0.061574712309154	-0.122961059806828	0.34546361852769	0.389274967903541	0.325634499314711
ITGB1	0.929257970863626	0.575520695387278	0.222909742633244	0.458212042266095	0.478217880070063	0.842310301579945	0.700743363182378	0.617651039262028	0.889929092454166	0.537666015179991	0.0239846797759093	0.930941614339453	0.905965571094101	0.962476650031721	0.930515988960392	0.654843816800256	0.821940167111879	0.176655567277646	0.102735263702396	-0.0604498527705142	0.546807288705101	0.908815280424697	0.79370588842615	0.646102432112977	0.95886660277658	0.88396719133872	0.897366029539794	0.699244628047556	0.67604377569578	0.849106844056338	0.159987262105901	0.838516991004109	0.894960710667876	0.88969997426415	0.241419281802902	0.924192275630602	0.871291578543889	0.946078586135468	0.846200473821701	0.808668513694618	-0.119070889660153	0.89159944083999	0.878055767763382	0.360609336323905	1	0.859043904627159	0.792586976573187	0.150441292442905	0.854260913171907	0.406633913315016	0.571630424962629	0.170980302601024	0.497376760591053	0.741187455753001	0.873306430925405	0.823168926070408	0.85870663335746	-0.136098303726146	0.192812117693815	0.808226214367863	0.933881843584754	0.462399999640949	-0.202384923506164	0.947687579759891	0.382671231600885	0.829320916072929	0.894583516470987	0.685957797944843	0.130003449201594	-0.235428532151977	0.568439065504433	0.700344620813716	0.854233087446823	0.851879020398326	0.901620600275302	0.935333991263666	0.779086501818022	0.936929298886773	0.765432217122513	-0.0363778983464494	0.881700818492061	0.490769578808375	0.0951185330488065	0.929429706809287	0.7943428146293	0.913803165804707	0.87344768948418	0.787094961891169	0.858686674090533	0.618432347340176	0.798925093291338	0.941130262729529	0.146340393633652	0.909072376905143	0.80622151943246	0.872503154134734	0.921281760386184	0.848397624984169	0.930320214907503	0.865062342070468	0.818459251256289	0.738625912161727	0.822351522064782	0.0592168184104172	0.019921828468008	0.850446441940082	0.843097062831277	0.143891846512957	0.862012002345367	0.791356510360738	0.0926563258465323	0.152880979200546	0.181597728241377	0.46970850592914	0.813068962631527	0.0850619562800698	0.310353513902504	0.955873480475379	0.889097169488175	0.893098011402582	0.822178483432723	0.785088639722633	0.833403598228478	0.940056245574045	0.926979730778812	0.857116673395623	0.915844182073993	0.868947451511166	0.699884077143682	0.678915548738325	0.24377391890921	0.318115792704525	0.654564450384212	0.877103556939885	0.900286829168813	0.205952910762296	0.162022817152861	0.909620003685579	0.817914667373299	0.114498496626029	0.0350175459013352	0.21412580862695
TNFRSF21	0.851119505267897	0.221293589428497	-0.0921099952998956	0.0812844442660627	0.209751606676856	0.7647835795786	0.35180095511807	0.444881466288042	0.824780583713173	0.0964583476554967	-0.350209921905638	0.874645557857921	0.939926198004218	0.815220643910197	0.80449251395826	0.278354349959182	0.805277231767765	0.0868150957392636	-0.305179323117774	-0.0107589507107841	0.40989567726191	0.972941115439921	0.56083132907507	0.22730092628895	0.936138679014682	0.872817648212224	0.842569021123197	0.823251598476522	0.640043483505351	0.593149052353725	-0.106670613722758	0.860811688966126	0.975951197224403	0.786952155582284	0.251721277552023	0.933812492521584	0.766457028903414	0.852880850424952	0.972374889671023	0.903322324444698	-0.477565417046431	0.965232836470062	0.96576164314094	0.0118891626783121	0.859043904627159	1	0.722372840777163	-0.294370829298846	0.795261006808128	-0.0685365516841291	0.213414859708304	-0.265541436077068	0.0567959567629985	0.400499786931764	0.955423642004894	0.931961514691706	0.970011383034908	-0.329426099129724	0.017669437590353	0.931999060632179	0.883446620880131	0.262612771405511	-0.405905861392044	0.85524646520283	0.407331628283652	0.957815098730654	0.957587191667264	0.372742841869999	-0.109262208494351	-0.499750664597201	0.584850318639954	0.404880838208817	0.665127241047639	0.756395122088645	0.767416147512646	0.809001948227659	0.730825124614513	0.908584899518661	0.41045663850875	-0.0198803132463306	0.968686111795216	0.575414019376893	0.000765639969550542	0.850726180888331	0.929543317244742	0.872585416761595	0.931226541532403	0.936078652359375	0.941853926261197	0.321118365814189	0.943186860265452	0.947958935002571	-0.263734333267501	0.846332453169632	0.963512322757845	0.90490464914297	0.839208583125093	0.908927516113222	0.919998214213961	0.879886401832195	0.8902145149877	0.708905648760667	0.931295795665686	-0.247942283955204	-0.199868832393732	0.925312504089645	0.918159110296983	0.160824992734828	0.954743600057481	0.820129731124221	-0.342900308782308	0.115018171167812	-0.0711059296612693	0.427287526904732	0.938075891143249	-0.348010007006816	0.275010634803548	0.89223854322037	0.926164119018087	0.860631510217073	0.584692366721184	0.792628448001789	0.674232767996694	0.937199816610296	0.941114269122955	0.960399050890656	0.810659422751756	0.66295525957125	0.499856463340483	0.470583805275637	0.224321045715939	0.182524166865944	0.397103254901965	0.957477094863518	0.738568147178913	-0.152771275760422	-0.107977662135182	0.937360787603868	0.951936443910598	0.0191515664459767	-0.0672512819677376	0.145974107783406
CD4	0.612797031495453	0.411743661831832	-0.0272620791733949	0.286410251289353	0.528193189109651	0.576059255985635	0.387262477189553	0.829303850596061	0.642114020881149	0.484427006278304	-0.137938835522961	0.774741920383649	0.641337736842953	0.692845376282922	0.740541316551077	0.372386641697848	0.576265954581066	0.536152340707165	-0.0701651982237606	0.443806040413902	0.833974026340916	0.724226555196411	0.905477353324161	0.458972123439258	0.837842667291607	0.888097442305702	0.75506193593942	0.855094242446002	0.936552538168708	0.725220705332266	0.29887844427655	0.68935981528566	0.668679614142137	0.94577482146171	0.68428732180853	0.793750975306503	0.876628377670438	0.863956307100312	0.736138194890969	0.603717658993478	-0.341829728911155	0.643659857941447	0.644210519464363	0.382059157306219	0.792586976573187	0.722372840777163	1	-0.0713507300470974	0.899530601266939	0.29614399909914	0.248851985353908	0.132347356313462	0.241962892908893	0.39884147471702	0.72908098059274	0.567557402040499	0.650675186195225	-0.319223778476118	0.567357036527985	0.572013051773624	0.864898677318418	0.562154827446072	-0.142570324425936	0.749707449308726	0.756013957536394	0.605036079253561	0.702528215613902	0.450137284575278	0.481136004821186	-0.498934690974607	0.86876493553187	0.504550575707733	0.892647747954396	0.889407280981863	0.786458183417099	0.836973757609884	0.81215068017638	0.863675504981945	0.686941360349548	0.470595141280821	0.667186039526709	0.818922824150213	0.550371669898828	0.658282617868262	0.769535601337691	0.886366564212527	0.760043643780447	0.59181644351128	0.652875882277606	0.720767751999962	0.652530533929923	0.816797184823331	0.139236974010527	0.863130203634781	0.703304549858792	0.730924168943759	0.711340403180771	0.789087095494483	0.736798685618523	0.60174188989362	0.577842514188817	0.706905742851338	0.587161269237354	0.219672160945109	0.364732245747672	0.611752703832051	0.866187410435279	0.640957053726684	0.718606064897167	0.824678717457618	-0.194254925379346	0.611466879612288	0.380460195322134	0.764927534596527	0.791004051386114	-0.0434302223239319	0.644315560366961	0.795910589139057	0.845713092952873	0.931179455081528	0.767608156145193	0.637685494187017	0.82654583832477	0.815051192362056	0.750862621394485	0.626651770367096	0.880367026331972	0.912715528475629	0.818524124344536	0.894668688136632	0.707655746275056	0.691156878820681	0.427122549153324	0.643910997228386	0.821852967927042	0.198096215734059	0.492721575121855	0.685376615995081	0.597433768442591	0.400945725541345	0.437974175446916	0.521937509627644
