""	CD44	CD69	SIGIRR	IFITM1	ITGAL	PTGER4	ITGB2	CD3D	PTPRC	CD7	ITGA4	ITGB1	CD8A	CD8B	CD47	CD3G	CD28	KLRD1	CXCR4	IL2RG	ADGRE5	CD4	CD2	CD247	KLRC1	LAIR1	CD226	TNFRSF1B	C1QBP	SORL1	CD46	F2R	CD68	SPN	TREM2	KLRB1	ICOS	CCR6	CAP1	CXCR3	CD27	S1PR4	CXCR6	FAS	CD81	CD96	HLA.DPB1	TRADD	SDC3	TNFRSF1A	CD74	TNFRSF25	NOTCH1	CD6	TIGIT	PLXND1	NOTCH2	TNFRSF14	ATP5F1B	TSPAN14	TSPAN17	SLC16A7	RACK1	ERAP1	GPR171	LPP	SMAP1	JAML	CLEC2D	VSIR	CD9	CANX	RXRA	CD163	PTPRA	PTGER2	CD63	NCL	LAMP1	RPSA	APLP2	PTPRZ1
ITGA4	0.803348855974455	0.701638882996666	0.864605209523085	0.911851171608084	0.775139977919098	0.774463783517668	0.505751300926287	0.710038846061849	0.926033121963861	0.459437172793794	1	-0.523409043605609	0.749855934896069	0.763776250552933	-0.744858801144937	0.847854025491831	0.690714323376849	0.653916238292259	0.813313470725206	0.777093366520818	0.857623491817656	0.379147927701068	0.822983481672839	0.950281784168528	0.571831638515583	0.093347243336629	0.177229819490285	0.721221786374166	-0.3143041602551	0.531801540587225	-0.789985481939956	0.395145034346301	-0.00104083441607703	0.787050837478198	0.157789201561367	0.796755296938544	0.524557986524416	0.447584171277062	0.132698457935867	0.355961045881783	0.83735588705629	0.573408876010585	0.491579669107099	0.414191318002355	-0.571770601121372	0.383793171085402	0.198741722447733	0.515711436316391	-0.647267495798914	-0.736663042221699	0.18466438554462	0.594067277883388	-0.681448200667986	0.712046381158577	0.908882040465108	-0.0905636117185172	-0.675300386806852	0.739635759274205	-0.563189267679638	-0.217783893792245	-0.458106644655387	0.0602261195960338	-0.481062825914726	-0.150561841153645	0.842928276670627	-0.663174904467858	-0.583335745809547	0.710720060582555	0.802001970965789	0.0075540069584873	-0.734846273811971	-0.694232848141946	-0.750182798916406	0.00583636098813986	-0.574391462338637	0.605845467865163	-0.700413556970097	-0.533249050802083	-0.65434169703374	0.566289254250804	-0.732224934332795	-0.553303495579687
ITGB1	-0.660036149402015	-0.806410124625196	-0.629831214505071	-0.558040329513584	-0.712413058538457	-0.722503430366391	-0.589309431969871	-0.702955355364367	-0.596386437125908	-0.672115019631496	-0.523409043605609	1	-0.815869696386912	-0.132863442521287	0.838626988159517	-0.667757974230149	-0.724442314101372	-0.608536848861122	-0.779219305806022	-0.697204922016712	-0.32715290826777	-0.308150193949604	-0.650339578516855	-0.537405109668135	-0.619581540880301	-0.412606527553486	-0.500018356852093	-0.445506907218221	0.765856115105667	-0.422393049860178	0.824266648566903	0.476851165916043	-0.101895863101247	-0.722500165977989	-0.27206870550386	-0.64490511785537	-0.690226401862828	-0.643698962249147	0.25633141893285	-0.716075557267523	-0.63005019018717	-0.697719103458023	-0.670610111059679	-0.108817872431189	0.786866555571735	-0.742314961026534	-0.190753764994903	-0.481013229561331	0.914309860823252	0.810742795255449	-0.266024323561767	-0.159733441460759	0.742503205223279	-0.705953859492149	-0.330768233362559	-0.358701955486304	0.811617513344255	-0.490502594060951	0.840421900017926	-0.137115213986993	0.255609033625188	0.485127755430956	0.935555450314451	0.324044401588596	-0.597033967174931	0.929725475253326	0.947329901680433	-0.654110772183617	-0.573327076559671	-0.456786412804668	0.93898832122738	0.917376756086138	0.887473633246756	-0.141586534506358	0.942666342296512	-0.732936451758216	0.913996647571697	0.873817352757548	0.657252546851546	0.143752367315736	0.883899286622661	0.866607613108518
CD8A	0.837292031440543	0.906324121924471	0.802250427792591	0.721282579886286	0.854436906186003	0.814386581830299	0.721475181780445	0.77679669938494	0.743002215147971	0.695943544528656	0.749855934896069	-0.815869696386912	1	0.316986650197418	-0.797912999311943	0.792815027787888	0.904880157473274	0.703152177271575	0.919728659289049	0.848715570717351	0.49774403731728	0.502399991029872	0.747155585054899	0.783649575517802	0.675909704718999	0.493361140611525	0.667344424371994	0.593232457647837	-0.564211424760229	0.627840438932731	-0.802676237242164	-0.225087452876208	0.211708714468498	0.816588921544497	0.428381784477417	0.774115370024559	0.834188071283386	0.671212672876108	0.148765109519545	0.700948934501848	0.714543272079748	0.68561451707896	0.691450638508448	0.358632948384198	-0.61627463783745	0.714300818079622	0.39233676853097	0.682974489848687	-0.812195421523275	-0.792591025275965	0.415655685396727	0.224683370804657	-0.67533930227632	0.778661186228061	0.585523955630225	0.3781405766474	-0.805176374292672	0.574919856237699	-0.654168583640004	0.214973339240943	-0.279212835124229	-0.183781302407671	-0.725214327291949	0.0699797656660836	0.681362499215409	-0.823221030409289	-0.813466105198362	0.821869174942536	0.686745515183993	0.486715227616797	-0.885932436759795	-0.797428387873602	-0.862321003278382	0.24441033587205	-0.838338357326766	0.791610218725976	-0.794240283703432	-0.747435216648714	-0.509976820162526	0.224777905285842	-0.764649796771108	-0.762455382594061
CD8B	0.364476134498968	0.200127415730305	0.497923422686453	0.646613990459492	0.606776441079628	0.389410142342543	0.379221817727933	0.328514110296583	0.650807919830842	-0.0530650862177628	0.763776250552933	-0.132863442521287	0.316986650197418	1	-0.484436349596764	0.53430931267758	0.238218636754223	0.403255915565734	0.338443587363333	0.481732150037782	0.835994288604759	0.361241398383054	0.493971598274637	0.794537225735947	0.274354842073764	-0.0785705689454038	-0.15427516682518	0.75546758316935	-0.160258629822824	0.25920218067364	-0.398036947540494	0.647473310137704	0.0573600017449315	0.517760902852922	0.0406726676282031	0.358414368591047	-0.0372061179464367	-0.149193949408109	0.114395257816729	0.0801782332414969	0.547716875144337	0.203720365664327	-0.000673859076746089	0.264741457052936	-0.220763977693115	-0.120274463593076	0.083266924491126	-0.0691377299134705	-0.313688645682888	-0.29195339496482	0.104049713218679	0.362746867261643	-0.448003004991358	0.236294210752035	0.791453221610558	-0.316245011142138	-0.34173960597168	0.397916164808154	-0.321961499419175	-0.605024929148657	-0.560311489502543	0.135424864565377	-0.234673586137657	-0.39800583086646	0.637610666449151	-0.318408636756144	-0.178828466849542	0.407400574965243	0.49055924805886	-0.15822049709788	-0.357529313163113	-0.38793196254087	-0.44171263681167	0.078773440810134	-0.213064271481256	0.0795514222647025	-0.323903384641636	-0.258033748810339	-0.373018525639719	0.369091919233772	-0.397474012362168	-0.218786619425675
CD47	-0.752621698205626	-0.787066467592336	-0.789829789389243	-0.732981144164711	-0.834623406007795	-0.78707342179626	-0.741063625678469	-0.66848602425834	-0.769652363026983	-0.51697369243451	-0.744858801144937	0.838626988159517	-0.797912999311943	-0.484436349596764	1	-0.724966755473843	-0.819577915897481	-0.567614171394002	-0.85156037854452	-0.761296456611377	-0.552424000667218	-0.578135194654966	-0.712358805709151	-0.810694368809506	-0.560001502126082	-0.467816390544636	-0.516852417597324	-0.75766971920734	0.722206919169351	-0.66379747073125	0.832363234384633	0.107257415215934	-0.288248945956547	-0.76960218002617	-0.444934724929608	-0.73420666888304	-0.682190567118111	-0.524033768137038	0.0434645575899398	-0.56320615804763	-0.701716099128527	-0.623894650845282	-0.523984409322578	-0.38378637272749	0.698883265032479	-0.550587252175157	-0.382564960281719	-0.508056363292147	0.944348266929536	0.767071581456247	-0.444739101756781	-0.326390254247617	0.94186987721779	-0.701181449013315	-0.681610386649589	-0.267890350010663	0.952361556972529	-0.573171174997987	0.876181586746554	0.0768668439519012	0.573802443908101	0.240048337856517	0.824123441638387	0.284539732691566	-0.681071260958177	0.916541058455811	0.905648626450726	-0.708881617616603	-0.608361922900861	-0.422652195167571	0.928137865008025	0.880956806002112	0.900546720324341	-0.293660604601717	0.91787762199408	-0.655836186318059	0.852496296156844	0.927716964611925	0.694875746471753	-0.044596217309296	0.89108138028053	0.916470221747168
CD3G	0.909332240839847	0.884021733107861	0.904931753929802	0.945931802295041	0.844346355794449	0.951877877361634	0.44068966924407	0.966379334216396	0.960355039975214	0.787774661664357	0.847854025491831	-0.667757974230149	0.792815027787888	0.53430931267758	-0.724966755473843	1	0.751531391581849	0.91377519776642	0.890436375120078	0.95470048235388	0.842563320800103	0.14507033439254	0.988399239452434	0.801180368977821	0.828057556578747	0.0171788256883091	0.251712626582801	0.557076637728041	-0.542800193422685	0.284402959299628	-0.866551818109824	0.0753930478978349	-0.268899990118839	0.930082113039011	-0.0694025980166139	0.937701949405313	0.587297648224232	0.711100709623943	-0.180847581019138	0.723073564968399	0.985297183726981	0.898563648696684	0.831857647930409	0.00195629646745522	-0.828144198139058	0.749884235330617	-0.091178475610276	0.655558031707328	-0.794124189459143	-0.923227847639536	-0.053340299931595	0.631472506840846	-0.715278002476556	0.916136026572681	0.626412185085338	-0.0926516465744917	-0.653243700173267	0.89536719092567	-0.71322532654227	0.179041642975063	-0.110242515724926	0.00591382640735841	-0.561949980261373	-0.104395821886257	0.969197098251012	-0.820019560262371	-0.734653593429088	0.708845955662066	0.934822834955914	-0.0110540674453558	-0.836131159233737	-0.756888962921621	-0.857223043587808	-0.211696705768253	-0.728995134183437	0.868088558732601	-0.861001429268825	-0.616389581507426	-0.778979763610777	0.546741955889801	-0.866581644031997	-0.701811260306019
CD28	0.903041924037655	0.923468556424256	0.825878691311416	0.73858393451425	0.785977979774422	0.8456642714473	0.719247859227573	0.753179285016177	0.736208647819247	0.72136593668925	0.690714323376849	-0.724442314101372	0.904880157473274	0.238218636754223	-0.819577915897481	0.751531391581849	1	0.6342781804109	0.937259265052579	0.812595899806724	0.436027731809839	0.537328455788143	0.724671619964593	0.749676042526977	0.623528883993379	0.53974012227286	0.744063543098076	0.590313929589546	-0.525729151835017	0.687694012353782	-0.757217242627484	-0.243010771971723	0.260602609692488	0.797131451900476	0.476440087586053	0.816662548782335	0.899179598218897	0.742078788123856	0.178474279393531	0.680357847612254	0.692776801994016	0.709944864895623	0.714679629894529	0.390017020546293	-0.595095948725575	0.747298089719255	0.441415933897055	0.798478591414712	-0.819823104108678	-0.773240487883718	0.459678635109595	0.290116032038206	-0.740371346619099	0.817822525935438	0.560571904107186	0.416427697622513	-0.835659483403235	0.590943504927599	-0.649327229305475	0.314741276917125	-0.258927525711134	-0.087016439203722	-0.621613854361279	0.23644117091015	0.629983392028202	-0.805427402126884	-0.800078777481242	0.792831478262211	0.639587745887865	0.509148023202164	-0.840942123250632	-0.722648023913187	-0.829132564916873	0.260532624448617	-0.847377471245168	0.836418658459028	-0.733257903408776	-0.7511572024045	-0.501267899774452	0.295627966908663	-0.737489817682527	-0.806452344295171
KLRD1	0.79408895431951	0.798772068512385	0.810093773637356	0.834162322349371	0.800176190615548	0.888700211285636	0.348333137781943	0.939820176376454	0.829234856443518	0.834066509098745	0.653916238292259	-0.608536848861122	0.703152177271575	0.403255915565734	-0.567614171394002	0.91377519776642	0.6342781804109	1	0.754355649994685	0.930993022870955	0.756726119756466	-0.000103920040739477	0.912662298674601	0.636679820537257	0.954496022247128	-0.0175469607154621	0.228014227696872	0.434453205906396	-0.550509049610869	0.101602419828844	-0.725394798758184	-0.0739369523574019	-0.36915981951408	0.891858565443698	-0.204581029876223	0.82185272991097	0.47032901986623	0.66726487557203	-0.287038685906832	0.783314140140023	0.898297958423186	0.917049824520453	0.845361133661609	-0.235870316291643	-0.79777126974704	0.798749851540084	-0.241362472198674	0.536998934217462	-0.707799139680587	-0.852302649141738	-0.184140451448718	0.502889406682026	-0.574091342390601	0.85112680995608	0.410556386240704	-0.0581503738915621	-0.486049813603087	0.787201926590275	-0.651435645922739	0.304229227339946	0.167144538874336	-0.0160934560381395	-0.510095754176752	-0.0744737315606716	0.889979786993149	-0.746114651929728	-0.65839748961574	0.608022320145223	0.846061997108082	-0.0188322153822278	-0.740838932973514	-0.674638308401083	-0.782887539654932	-0.291221516253169	-0.667058672516588	0.827467880895863	-0.786084260730615	-0.508482589160304	-0.677003897324818	0.453605791757301	-0.780761431460714	-0.622484099380382
CXCR4	0.956909340761157	0.967290667567955	0.92542389958953	0.855595546677904	0.826669655514904	0.936487343690979	0.600848522622817	0.880994992172601	0.880394146130704	0.801840513911246	0.813313470725206	-0.779219305806022	0.919728659289049	0.338443587363333	-0.85156037854452	0.890436375120078	0.937259265052579	0.754355649994685	1	0.89996353159418	0.618115072724577	0.377176855856802	0.884380140768092	0.803252351014122	0.737983600053491	0.332248043780147	0.558480632622998	0.580009602747807	-0.574635562327955	0.589220478572146	-0.893362812113353	-0.0916887974553637	0.0338686978261656	0.860902389391802	0.278182972028479	0.94311665364872	0.855412592057391	0.814056430905285	0.0124549818886741	0.678877980024483	0.853662854732883	0.814474010328661	0.805891243176894	0.306103857236525	-0.767211899981687	0.790034723428273	0.246667214562841	0.832163914878503	-0.880223530812551	-0.913192047648575	0.258863806071781	0.509851085661653	-0.80833249730456	0.923534653055747	0.65227357771764	0.197816008690505	-0.853283050138961	0.787819507515269	-0.746382758058277	0.273857865435385	-0.253657369480491	-0.0448524331412653	-0.647042647179448	0.0732407689892113	0.796043690093938	-0.876934289231456	-0.858010070224966	0.793940602647141	0.801914244975943	0.288727134644257	-0.907818321708149	-0.793731360426187	-0.877617640174131	0.0424193425558378	-0.855336561508024	0.910974507128658	-0.86296477985779	-0.771410246237979	-0.708122428166236	0.412734231981706	-0.865482746920372	-0.838061966540121
IL2RG	0.908309145521096	0.900452026481549	0.887238780456602	0.883629687952175	0.926707759367854	0.947369071573491	0.564129670156475	0.948859843865576	0.904556052613595	0.791093754070135	0.777093366520818	-0.697204922016712	0.848715570717351	0.481732150037782	-0.761296456611377	0.95470048235388	0.812595899806724	0.930993022870955	0.89996353159418	1	0.771017590093671	0.273090037022687	0.941006185218192	0.799177044428968	0.874673850393057	0.193207531893758	0.445119328222562	0.621934685206673	-0.643464785641689	0.370850834251145	-0.826064210708715	-0.0384967159984869	-0.112346354922507	0.949017858569757	0.0730678338381538	0.897596647241558	0.640781021211786	0.687200535867951	-0.108798551650875	0.794763145656717	0.919454931181505	0.884123106693616	0.812181503516527	0.0102411613271436	-0.782847906384064	0.781908237789539	0.0326874106222396	0.657287818274614	-0.832266075318692	-0.884868673040248	0.0807948412474497	0.471850231645804	-0.749571799703713	0.884454913187248	0.596424569075304	0.0578182978978244	-0.717730929863585	0.812108087866711	-0.741557364553867	0.266629207682794	-0.118457893350866	0.0415120904301537	-0.585613304447218	-0.0150982418372267	0.908563523234176	-0.849635277643082	-0.769013791274792	0.764849710902867	0.851675937597667	0.176178574944673	-0.848057647503074	-0.738154632797401	-0.870606193503364	-0.0661032133790837	-0.793367058167698	0.862403663037764	-0.832488755288619	-0.696446315263598	-0.688416781100664	0.430172488476994	-0.837212025276383	-0.779232102768257
ADGRE5	0.680821980521243	0.531876832645547	0.775076928928427	0.883639764433091	0.739141440933645	0.724817296239165	0.265088219693509	0.721438137962044	0.892029855988193	0.426225411742132	0.857623491817656	-0.32715290826777	0.49774403731728	0.835994288604759	-0.552424000667218	0.842563320800103	0.436027731809839	0.756726119756466	0.618115072724577	0.771017590093671	1	0.0963980045163706	0.840980831074116	0.818414545148836	0.660459504738206	-0.225414433629292	-0.106901466833362	0.629673855782387	-0.297945575482903	0.157974727728261	-0.676053164171775	0.530781100820026	-0.308146496133333	0.756291387146011	-0.210513037033001	0.72729609331136	0.229924110974725	0.321707892060296	-0.120675282710727	0.359642396160212	0.865789358229481	0.623521391877252	0.471355123991481	0.046823240460374	-0.597638095025941	0.334021241919623	-0.186246153816195	0.323240960575352	-0.524601593484421	-0.664566230926523	-0.174688464443526	0.685097894287818	-0.567365104332897	0.649272758252713	0.767375255720585	-0.394947772800938	-0.430190923370406	0.774651031025114	-0.503791580316835	-0.203037894223085	-0.235370037606879	0.214423452060947	-0.295885664903624	-0.259879302222586	0.899454663401615	-0.544323028341302	-0.407120181097235	0.537388986769633	0.820110652170672	-0.301955206356718	-0.561362439070002	-0.528808125978212	-0.621976951398915	-0.276802656105213	-0.401708990110608	0.516013178729316	-0.603769612509623	-0.353449444116083	-0.657026039085295	0.642275399568216	-0.647515274177308	-0.414151593677791
CD4	0.273346857697354	0.300593759599588	0.315663512365157	0.214809393069273	0.504028112250893	0.246563626220145	0.902357703304727	0.0551726808539597	0.227435061447096	-0.0859937386485159	0.379147927701068	-0.308150193949604	0.502399991029872	0.361241398383054	-0.578135194654966	0.14507033439254	0.537328455788143	-0.000103920040739477	0.377176855856802	0.273090037022687	0.0963980045163706	1	0.0853216071430118	0.5560820404558	-0.0362345391987716	0.864270223226863	0.719536561223552	0.753575605543262	-0.191643939857542	0.866894305692216	-0.157934213590352	-0.0700262610323512	0.8923039008344	0.313897589517117	0.930756461321547	0.161847281075039	0.430284358890009	-0.0252933462682771	0.677501920069402	0.215475256970453	0.055820580911333	-0.0231578544445956	-0.0816384258670606	0.670961452901814	0.146971837624301	-0.0194814190145837	0.914731068015362	0.125915134088037	-0.36982382218079	-0.0376129090826777	0.952797995083181	-0.275803033585537	-0.410118055545292	0.0630121082549518	0.518266275102634	0.671976901874376	-0.577607713243556	-0.0648951496925504	-0.205015939450615	-0.143641874660309	-0.64982039350766	-0.183936158976045	-0.404437221357942	0.146437458431269	0.0822911147592557	-0.329350873332582	-0.349014582902147	0.543040080073833	-0.0250479118025566	0.7929956357561	-0.400213377622183	-0.381479742806154	-0.422550694983209	0.909574233660279	-0.452253465386814	0.0606896355265594	-0.154756813855489	-0.473394100885038	0.145204816421774	-0.119272454845356	-0.205133098687145	-0.396353882552796
CD2	0.903538904502134	0.874478039614151	0.920738958069383	0.944579876325545	0.812359109689196	0.961471911376039	0.373791788974878	0.971589660887633	0.960437819923909	0.817213209828748	0.822983481672839	-0.650339578516855	0.747155585054899	0.493971598274637	-0.712358805709151	0.988399239452434	0.724671619964593	0.912662298674601	0.884380140768092	0.941006185218192	0.840980831074116	0.0853216071430118	1	0.763638295673575	0.847719631393498	-0.0245317980407701	0.215386240363015	0.516754277954533	-0.535023010955155	0.268393361210185	-0.863183631021481	0.0985198222635658	-0.331367544455379	0.910686057338606	-0.118603725775637	0.958659686809079	0.59036375820566	0.750839772438014	-0.224465465759466	0.691335652984581	0.988096772646621	0.914557638164458	0.852051263964752	-0.022402084446949	-0.858877137189631	0.765701983586001	-0.140260769233035	0.6814791211771	-0.790791065029874	-0.938529051907814	-0.109951769241427	0.70499666172741	-0.72386471529339	0.938407479145776	0.621657245503904	-0.124479223023538	-0.638010874572251	0.932842804903838	-0.72564623573296	0.219801682553144	-0.0579785498286381	0.0324197832483432	-0.533652133268739	-0.0961753901181734	0.959095702222732	-0.810943192402585	-0.741345957013423	0.663505509779345	0.943808251674639	-0.0686544092673794	-0.824254907304001	-0.742254993955513	-0.830143377826793	-0.278781102625745	-0.714766616946922	0.884382487086738	-0.868018525950526	-0.60391808700557	-0.812894813940777	0.57336042704409	-0.87535047234863	-0.703780898061777
CD247	0.779033661313238	0.694379282742972	0.846604566154981	0.876123313827953	0.869899552860705	0.758007868458337	0.667050778954548	0.660754421657989	0.878776915853968	0.407922600351684	0.950281784168528	-0.537405109668135	0.783649575517802	0.794537225735947	-0.810694368809506	0.801180368977821	0.749676042526977	0.636679820537257	0.803252351014122	0.799177044428968	0.818414545148836	0.5560820404558	0.763638295673575	1	0.567123559191737	0.264551193004736	0.338548532550015	0.829711832547019	-0.399721933387577	0.616272424426319	-0.749603786712829	0.31695498095074	0.194383561113659	0.791313202980998	0.32967223431805	0.733647144901575	0.553784068201239	0.363427218185758	0.21327929690772	0.411347018061221	0.7781534578631	0.539856104353373	0.425523382552839	0.464531634744799	-0.501082172127442	0.3615883154902	0.337930688082589	0.464918474669945	-0.691555190528808	-0.673488414588015	0.351273258882995	0.445393637535011	-0.727282949805829	0.656557042919526	0.904516594062971	0.0446152274125391	-0.732590416139705	0.6255048520697	-0.592598284874482	-0.237031428054579	-0.533904751678338	0.0464670174852605	-0.53170604343185	-0.11236570342851	0.784264450700245	-0.68972778921062	-0.602849030595757	0.734281470727996	0.723746068981563	0.17992020207119	-0.750821051351453	-0.698729816186318	-0.785097991871041	0.202969414571339	-0.634679869807577	0.55639314021845	-0.667996136650744	-0.613593714056401	-0.556595676549126	0.446273074945286	-0.705069852548692	-0.613871655200423
KLRC1	0.752439979637118	0.778848451975196	0.802300132697199	0.770048024102388	0.737857969720765	0.848658083054853	0.30219306804497	0.879373872893836	0.766492957908118	0.86854202946863	0.571831638515583	-0.619581540880301	0.675909704718999	0.274354842073764	-0.560001502126082	0.828057556578747	0.623528883993379	0.954496022247128	0.737983600053491	0.874673850393057	0.660459504738206	-0.0362345391987716	0.847719631393498	0.567123559191737	1	0.00471164031751308	0.251846508022036	0.33557931422126	-0.570375895548907	0.123894948330836	-0.73078842271324	-0.126335853734847	-0.354664649105181	0.79565459120253	-0.18100103897531	0.794008480774338	0.514667682471279	0.706975441826693	-0.333072596095533	0.703805190584774	0.82882251162155	0.878074378491138	0.829488334314898	-0.203336900946423	-0.804002999225209	0.81840834616831	-0.235034291042114	0.586384611919194	-0.715993531185499	-0.843542454148964	-0.184648941361497	0.509822130047592	-0.587498664651213	0.849300436108293	0.364776767612159	-0.010948792851596	-0.508559681715811	0.740494435705221	-0.671873433188091	0.34133816184021	0.214684178766256	0.0072654586540316	-0.502647625816055	-0.0570776334209873	0.778227639867331	-0.742394498810095	-0.680235858713587	0.540053320209198	0.782967638813875	-0.0112504859137196	-0.722364190129899	-0.642910837835676	-0.73903792724526	-0.303663623790962	-0.666167362604872	0.827309989594084	-0.774039170401269	-0.532750138540583	-0.687043147987806	0.392083246506791	-0.765628659075147	-0.652972970761949
LAIR1	0.208482690532093	0.339269733596717	0.20107409205306	0.0041203068726375	0.377485087425253	0.210869507705944	0.822656700868865	0.0423500598688452	0.0115527252185789	0.0820635085978164	0.093347243336629	-0.412606527553486	0.493361140611525	-0.0785705689454038	-0.467816390544636	0.0171788256883091	0.53974012227286	-0.0175469607154621	0.332248043780147	0.193207531893758	-0.225414433629292	0.864270223226863	-0.0245317980407701	0.264551193004736	0.00471164031751308	1	0.883341560866783	0.49309260806556	-0.24417196756964	0.803279230032007	-0.0589716006865683	-0.49449803932217	0.852410984108018	0.23590910629115	0.923569089440794	0.0889032434704666	0.555070393113857	0.148552415368577	0.590710378147555	0.343086615976436	-0.0902337306670456	0.0453718420511346	0.0585095618085105	0.511093367595998	0.120088823899525	0.191968312227794	0.890991359736194	0.196372109509632	-0.363705944847493	-0.0333349474008813	0.933163568358581	-0.440721453992475	-0.289220779852437	0.0799208682124077	0.166782695038313	0.925759436088756	-0.495887177059943	-0.196273814943348	-0.187831423230742	0.191803122382914	-0.332208717859787	-0.360997498818742	-0.457163573925201	0.286513611725103	-0.0970669032289218	-0.323295644020061	-0.417616457027085	0.470458198071814	-0.150874583474011	0.968382519563559	-0.395187170280309	-0.365934530489238	-0.368472482824266	0.892094141501727	-0.5139199228862	0.15140121238274	-0.166547200407211	-0.462490532381488	0.234482696770791	-0.317650962312091	-0.16666615412911	-0.418246869339947
CD226	0.473917679082644	0.597414250267139	0.367931044113872	0.182244315945222	0.514568552247348	0.428982467630307	0.777107953704867	0.323281691133709	0.196068409896271	0.394678908836922	0.177229819490285	-0.500018356852093	0.667344424371994	-0.15427516682518	-0.516852417597324	0.251712626582801	0.744063543098076	0.228014227696872	0.558480632622998	0.445119328222562	-0.106901466833362	0.719536561223552	0.215386240363015	0.338548532550015	0.251846508022036	0.883341560866783	1	0.409982971322268	-0.412972603945343	0.726195889610699	-0.265441174107876	-0.540989533042353	0.648338458103973	0.405976723263672	0.787756957638392	0.346402435122076	0.747531767061081	0.442929754942129	0.451545941191387	0.561370370459228	0.144542359151745	0.307330867972879	0.371760357204423	0.369298674679821	-0.115147938688254	0.499334710996679	0.725856731059853	0.53298886679076	-0.507013664702115	-0.283354973092918	0.760767165316365	-0.270970933515671	-0.406416130722061	0.358202942307057	0.172158784196352	0.804613146848799	-0.603519529178319	0.0747429300606974	-0.322840759303731	0.481985211338228	-0.18243204542661	-0.128014195494537	-0.431566941993175	0.468681429228466	0.0961180846036751	-0.476153204576893	-0.539977630484858	0.579468753105389	0.0961183138739704	0.882712317016634	-0.503344664531696	-0.375436566633613	-0.472014516076563	0.661976928647147	-0.627269679321931	0.460085363359052	-0.311114097676131	-0.574150313573628	0.054991246681006	-0.123525361466244	-0.291099198334674	-0.583270905902696
TNFRSF1B	0.57071366693293	0.459578338418828	0.617095280824036	0.61481489997027	0.785564816304453	0.565798659014432	0.782406539608661	0.431406807240046	0.633014902069223	0.121864304679194	0.721221786374166	-0.445506907218221	0.593232457647837	0.75546758316935	-0.75766971920734	0.557076637728041	0.590313929589546	0.434453205906396	0.580009602747807	0.621934685206673	0.629673855782387	0.753575605543262	0.516754277954533	0.829711832547019	0.33557931422126	0.49309260806556	0.409982971322268	1	-0.327996839071316	0.641559877045644	-0.480776260030499	0.19821592049451	0.478011899192194	0.697141861080167	0.504055097805768	0.48276233534862	0.370793219518386	0.0793518172114981	0.36049622645332	0.39056995229056	0.499703216748332	0.354587208737236	0.163545226092106	0.445913602086094	-0.264377974526939	0.151478785708327	0.524387236893491	0.137047073542219	-0.588592346344305	-0.391301032230066	0.558585652354086	0.0912250280752303	-0.636108060500355	0.354566322330114	0.756699448785339	0.224300068286811	-0.668920962859346	0.327692571886477	-0.460502765226305	-0.274524384444915	-0.642285690896491	-0.130181203390341	-0.515905884635498	-0.143906343325098	0.605043093219974	-0.57074690866425	-0.488315493965029	0.738038793531746	0.357386300255507	0.427682262307194	-0.619009545025049	-0.620620507758928	-0.69064357118035	0.49144081625635	-0.60408209311035	0.290232979460106	-0.465385954641075	-0.553649287684477	-0.282761965284781	0.17487521329266	-0.545509176267536	-0.536348786502749
C1QBP	-0.468774909661607	-0.62490325612722	-0.438155281868558	-0.414038145277991	-0.653486853058593	-0.578498206859916	-0.456603646935298	-0.585722544556591	-0.480791532838531	-0.518269694133774	-0.3143041602551	0.765856115105667	-0.564211424760229	-0.160258629822824	0.722206919169351	-0.542800193422685	-0.525729151835017	-0.550509049610869	-0.574635562327955	-0.643464785641689	-0.297945575482903	-0.191643939857542	-0.535023010955155	-0.399721933387577	-0.570375895548907	-0.24417196756964	-0.412972603945343	-0.327996839071316	1	-0.212678590203212	0.641861880703867	0.377020465898237	-0.022085801397389	-0.554351437350595	-0.126692004775868	-0.484431397757449	-0.394682809847355	-0.446509136997714	0.494003786471979	-0.631856964047395	-0.537469398223622	-0.579365709641208	-0.528528155176073	0.164610608173045	0.737728720831111	-0.60385583467771	0.0216034168725407	-0.353855511163065	0.827447705365306	0.645861376914327	-0.0994685582963157	-0.137118685115744	0.804452098864379	-0.548552129757036	-0.188690111037785	-0.124041987128474	0.72712203316198	-0.441888611043815	0.914930306485098	-0.111389039453655	0.275511476770503	0.088036850739739	0.699412617721185	0.429108077286293	-0.498323395065099	0.81936689466832	0.8031149237546	-0.357805936263931	-0.482760038376192	-0.298753516191337	0.716928442730311	0.618750409978141	0.659812092453143	-0.0420861895609353	0.775905656549829	-0.552322633819811	0.741739251883143	0.896014483551035	0.661124770756623	0.305214897297115	0.73600367122868	0.879900325337943
