""	PTPRZ1	EGFR	NRCAM	SDC3	PTPRA	TSPAN12	PTPRS	LIFR	CDH10	DDR1	NLGN1	NRXN1	LRP1	NOTCH2	SLC16A1	LRP6	TNFRSF21	GPC1	PTPRD	ROBO1	NLGN3	NOTCH1	ADCYAP1R1	CDH2	CNTN1	PDE1C	FGFR1	APLP2	NCL	NCAM2	NCSTN	LRP10	PDGFRA	NOTCH4	NRXN2	PLXNB2	CD63	RPSA	APP	NOTCH3	ITGA7	LRP4	TNFRSF19	PTK7	LAMP1	DAG1	PTPRF	F3	ADCY1	ITGAV	SMO	CD47	BMPR1B	THY1	ADORA1	DCC	APLP1	HMMR	LINGO1	CHL1	CD46	ROBO2	NLGN2	ERBB2	EPHB4	FGFR3	PTPRK	FGFRL1	BMPR2	NEO1	TSPAN5	NT5E	MCFD2	CD99L2	AR	PILRB	GPC2	EPHB2	PLXNA3	RXRA	EPHB3	ITGA2	LRRTM2	EPHA4	LDLR	PLXNA2	LRRC4C	CHRM3	PLSCR4	RGMB	ANTXR1	ITGB1	GP1BB	EDNRB	TMEM67	ABCA1	LRP8	PLXNA1	ACVR1B	FAP	CADM1	AMFR	INSR	RACK1	SORT1	CD44	STX4	TYRO3	BMPR1A	ITGA6	ACTR2	PRTG	SMAD3	ERBB4	MCAM	CNR1	S1PR3	DIP2A	LRP5	GPR37	GPR37L1	NRP1	IGF1R	ATP5F1B	F2R	TSPAN17	SIRPA	CD81	SMAP1	TFRC	ERAP1	IGF2R	CANX	CLEC2D	CD74	MERTK	SORL1	JMJD6	TNFRSF1A	TSPAN14	C1QBP
PDE1C	0.914088983370343	0.823646352331209	0.832705892973037	0.856839369824075	0.907576670479801	0.862849611885238	0.792773642247253	0.667045801355322	0.792264291400433	0.840934434888076	0.900268806292816	0.86701208533962	0.910838688760993	0.882736360431196	0.899891326827812	0.836028270361572	0.886434957141519	0.768131027525677	0.867669758302073	0.846668905517342	0.897840757501924	0.820576699382302	0.172875529905984	0.925092500664296	0.760804197344888	1	0.900340600352637	0.9147133730929	0.90321214185767	0.875055139135982	0.912833877726364	0.780211058658561	0.246671925955356	0.742938923737549	0.890700449680771	0.885004018152365	0.885174461907629	0.852580697563448	0.900920673743128	0.672477289502316	0.896189564008157	0.844453798067786	0.828718102876204	0.862701778658945	0.879990191713873	0.886199203226694	0.830743992068902	0.795120929363055	0.873287471358654	0.920212446181178	0.840182462086844	0.910424027020416	0.4101967189793	0.62286441128064	0.793008146915637	0.76336075816893	0.867749319542694	0.601745084518309	0.712993379316419	0.878146508790126	0.85679701485745	0.886825913471287	0.825271591736385	0.823088830553415	0.82993635019556	0.407520434190927	0.745078115708376	0.879747541753457	0.886844840799585	0.826983225232637	0.873239009309244	0.89909291323551	0.910163932129155	0.878213709105626	0.807053978189078	0.781785712131773	0.699462356741091	0.824274124446851	0.830822444829686	0.844659352782389	0.757601200241024	0.580211144433805	0.832370152268517	0.849757537723512	0.699481165697796	0.748217718938109	0.889351210473136	0.876347918157814	0.279012122961174	0.713519064000345	0.859507624495588	0.801165827421025	0.812035819828088	0.812755394037485	0.810860208099036	0.794653022139902	0.85423971883978	0.847864869866553	0.848389466760449	0.641124608140539	0.882845371748157	0.886866774149539	0.504010731033324	0.871882746327386	0.868734611864337	0.13289378925836	0.899797922940364	0.893341974570603	0.825928322627439	0.42249643260651	0.902589309363684	0.78097081784325	0.793355602808673	0.815394418938927	0.609748082472831	0.802126993581146	0.665245660611235	0.879575165534748	0.853252714501239	0.747753514869993	0.864355123121438	0.690426413171486	0.728450936198512	0.889074345298711	0.741334177702583	0.836772160800694	0.699968125984444	0.884300223025691	0.895485565440493	0.89920289146346	0.849039809682577	0.861085207758659	0.910769364165618	0.742617149407245	0.643400017245111	0.804694099217268	0.660755080776073	0.820294304395415	0.871852081805472	0.71891831860091	0.893530289339807
FGFR1	0.902809062891765	0.865684616845972	0.860532899949921	0.822500388228495	0.930676818582105	0.931479533665416	0.844761014380863	0.691173546440305	0.795766728725755	0.873626927619888	0.966352769218564	0.874837799477247	0.929154504542855	0.95364495014266	0.936622893317942	0.918608923268487	0.934081975556447	0.705870220828912	0.896481188726468	0.928903682052736	0.925628609112243	0.933645539038841	0.18163963894836	0.93518158395595	0.815987396459957	0.900340600352637	1	0.94913109572705	0.927794492033456	0.869186261353602	0.949696349983471	0.813813603053138	0.285738615575744	0.799356475860794	0.873450879059877	0.946493940846376	0.88490733480401	0.9072646169403	0.944678382882165	0.732203269214387	0.899082919405886	0.884346251566553	0.92005451437662	0.90617569410339	0.892209350299061	0.889889291287691	0.853263335593362	0.757517837677788	0.90035432960305	0.938556952308572	0.925373893316895	0.939122934087471	0.400839481866215	0.701768660729344	0.718900143557553	0.808299051763929	0.886462607964577	0.782733157390392	0.820582693812293	0.895536465607928	0.919993056410517	0.918821706749039	0.840254500318402	0.866153770761225	0.908653611079434	0.332058013592891	0.830082676602918	0.863394094970948	0.948178872350462	0.868990996633777	0.912572652714656	0.916031889191196	0.933341026607153	0.936955465538187	0.835613762315767	0.909715896852526	0.759909384359295	0.896187497999273	0.866612049548131	0.91079691369347	0.843155768753552	0.639703591188054	0.939638682225588	0.924072093086334	0.738753826362233	0.756820218480824	0.892365417681478	0.86175514805479	0.282317488078265	0.779627035399242	0.916891188887377	0.863462361723303	0.867464036837251	0.840731536729772	0.927135581512361	0.836237847999641	0.913990357142522	0.905920358172129	0.869577007299301	0.812325271460442	0.941604596225588	0.929284299688969	0.558988368696068	0.930413753093955	0.938541724043664	0.121888418020724	0.919832792081395	0.931346809166733	0.887857745008182	0.447834226169995	0.960474494965673	0.849288225862305	0.880483095136426	0.792342613449558	0.688278157651344	0.848769834837498	0.716724354200939	0.958034230494944	0.891998922315512	0.763890631698656	0.828590997538608	0.702980807795421	0.768949213159953	0.936425916870877	0.782157154421921	0.884431732938525	0.736554320725225	0.90062532007319	0.905204826566295	0.909716600835499	0.900142901017637	0.907437522426964	0.942465124151989	0.870945639310048	0.686382471569767	0.882775862682165	0.708145723087818	0.873599569893082	0.868241955139311	0.808302871459934	0.889221338439551
APLP2	0.923313646168632	0.865245143820743	0.858833500678536	0.879548730278275	0.972460384357685	0.955097581519503	0.821428529737749	0.713987960879312	0.820082130230113	0.883456839461308	0.956382043167514	0.867430978494958	0.94378054783729	0.956654281519314	0.985281252797329	0.873388392987161	0.953509842166129	0.803573760665748	0.860644258074434	0.91892275678382	0.949439470096472	0.921074940167624	0.231155696844478	0.981846410237337	0.761112578107946	0.9147133730929	0.94913109572705	1	0.972784091959186	0.879525288558628	0.97024949986454	0.836367880791547	0.134530615804925	0.770704355877365	0.903569485407983	0.954138846707077	0.962428737089679	0.953071309393104	0.956440202101457	0.741368249091923	0.954819891505232	0.895747829304471	0.937923810829828	0.930023071638972	0.942958853752999	0.95740921851489	0.899385635477908	0.836876914964488	0.899140262905044	0.960560009430672	0.934596845853084	0.977085971424735	0.451656400944615	0.620743901124335	0.804452276594851	0.808278337644094	0.893463365041011	0.730816707338718	0.799357029580102	0.952840575256173	0.884974284838532	0.936430773781912	0.853160593992764	0.881433082028405	0.915309081460541	0.394268384099531	0.766225515347747	0.899203958965258	0.943110490069143	0.917185863911069	0.963774765364629	0.954242491881864	0.971914937091327	0.949795787511228	0.857378527545792	0.860876414295054	0.676705884241307	0.937525560217148	0.857349707206792	0.884861047225381	0.839623172830029	0.627379807485827	0.925199503041022	0.947293240741491	0.747781586676265	0.739657263873288	0.904687362573261	0.893906085299096	0.325594749932095	0.736866228161335	0.90242781296493	0.851837331124137	0.853072519488498	0.901180637055688	0.902757705070401	0.842655913091749	0.92578599942169	0.93063176215487	0.885760094593987	0.788109836132785	0.966357179762398	0.967850375134019	0.503719770245703	0.957314919477469	0.957973600569769	0.149603435792754	0.933729781119597	0.939190480408932	0.895759783496071	0.473852310716144	0.976031621504827	0.845139828038442	0.87377918935296	0.778876722968063	0.608454051756188	0.888771259160324	0.73308454677189	0.923302265751858	0.899895869561319	0.787060760360285	0.892589982392089	0.699174468770783	0.715487898779448	0.978624930414252	0.79806370800759	0.926954214518792	0.765574517968867	0.944129441219681	0.951544911526537	0.942419790265323	0.932097549257077	0.908157480867443	0.987129809996173	0.829172753302322	0.653900102838647	0.861944083248425	0.694194798115848	0.863257986615848	0.925136904606493	0.763854498654166	0.95625646633145
NCL	0.924060059357217	0.845480423192413	0.837389028354357	0.846928280784153	0.963196767579675	0.955832930281643	0.823499775474288	0.655224068401731	0.839150322515638	0.849891892495114	0.944338706173965	0.862436447445794	0.945012016631211	0.938161158100795	0.981554521231073	0.872045264660801	0.936011352511924	0.778360514358594	0.841141852494116	0.930179861073649	0.96414688575577	0.902040304911958	0.169440217234721	0.973278469452779	0.786778454754186	0.90321214185767	0.927794492033456	0.972784091959186	1	0.876302694696708	0.954407701132093	0.770074218808363	0.132884338750745	0.707500438242321	0.883339050143138	0.932445845802477	0.981677555237242	0.979122027030002	0.945669035978996	0.684722468578091	0.951786171068043	0.891490047878479	0.936962369709618	0.938949023516907	0.903121809714951	0.950263102585527	0.861698864662141	0.798426996342073	0.91785316826276	0.92568869096834	0.930848334404858	0.952368163971432	0.385294223962752	0.610383631487004	0.75898879875491	0.835472733095849	0.856752569288622	0.670386213993788	0.811273960647955	0.923276616957509	0.84527437543806	0.945061313320961	0.819820265426754	0.854040726916736	0.920518232627573	0.304716095906923	0.727686358095368	0.901261297461484	0.905458152779078	0.921760786700782	0.97183537087458	0.959827161640448	0.95635724120129	0.917771729915033	0.817646070444569	0.799520672370324	0.67254700400608	0.936245006492753	0.853022362032905	0.863087454315208	0.836207895312282	0.559351433671521	0.927057252770685	0.938907672644496	0.679135005162474	0.709238513241915	0.916022585886295	0.922912361239004	0.258424826913271	0.771357146543616	0.888572715698368	0.795580753447091	0.810531686769559	0.853354270367663	0.873976059174382	0.792454595013878	0.915644986230597	0.915434856215904	0.872463877561885	0.778401023114266	0.93332227643943	0.941832211054905	0.418161967496323	0.975353271935843	0.903469709850682	0.0670797048350305	0.923402662167904	0.930147270025243	0.890346134445425	0.360633060109598	0.946150864025592	0.860233794146928	0.860586871343306	0.749411439094824	0.561807670010935	0.910677343243003	0.656511676738474	0.890760597830228	0.884482432040462	0.766514345621341	0.888783272127657	0.616743332338037	0.670134558119471	0.98189921190847	0.742402280009432	0.913431251873278	0.704791238270215	0.911674414733121	0.950110639696345	0.947316401771503	0.875654124476585	0.860570064603051	0.974025246785606	0.784275388152875	0.565012899464611	0.80822242538179	0.589913678607578	0.85399974710596	0.879555514624393	0.701041041506772	0.974863190903669
NCAM2	0.939807901043916	0.869351175256108	0.834502263949262	0.919985967106957	0.915126077501797	0.885235229327882	0.845391981971976	0.706379649133433	0.80547441767677	0.906591285006704	0.890112354503564	0.902097330827612	0.906590394170332	0.887710603683268	0.882328173385429	0.875186463303898	0.869127473274079	0.736984999186298	0.897915546213209	0.823440385703606	0.892310252251333	0.889771078050933	0.272299460790902	0.90076576812971	0.815283882762383	0.875055139135982	0.869186261353602	0.879525288558628	0.876302694696708	1	0.870608380482588	0.772669358299845	0.267023623564448	0.664360323060978	0.926023741268511	0.839701413371916	0.836669431807878	0.850476576263447	0.873154259303506	0.609663483921714	0.851864533300387	0.879136022723817	0.800511289070104	0.817938880157404	0.880037042011694	0.894856219758397	0.812759717536263	0.817071409117812	0.879875790169558	0.915459384605758	0.813969760235191	0.861220815903425	0.464601978066455	0.714239857793674	0.79741962528361	0.70772372617133	0.832872980753958	0.583147363900716	0.805790826221252	0.849318247988864	0.832688454278209	0.871776672020701	0.847249063478183	0.817919598712512	0.799285857280534	0.488761010380075	0.76253871722409	0.852194179102582	0.89060116315907	0.808667306491931	0.827238639828733	0.874279278543057	0.896930936057055	0.867283140750932	0.827734088518332	0.768866835773511	0.755935053874858	0.804463168037897	0.831256539019975	0.851027624519049	0.803944765609204	0.608572306095811	0.823546884893963	0.818930574043319	0.681593687271696	0.736500399836648	0.914941540341966	0.830865251155704	0.360197233158832	0.777565984002929	0.868943118191323	0.725097809295519	0.759868969941147	0.8391049554176	0.826241817112149	0.789906372814508	0.824565742542969	0.810218889596331	0.848771439307177	0.653484700478577	0.877142696499196	0.877864729889611	0.419710727205145	0.864207039785334	0.841968761801702	0.112231635833703	0.877848703423663	0.913530656661437	0.874997680122655	0.456226020934076	0.868519271160096	0.803308242001047	0.810094568443764	0.855535823698096	0.539403433081956	0.76685591226217	0.609504603014046	0.86684969844544	0.813239700882537	0.725960392710479	0.887692489800884	0.557573728602916	0.732054717189037	0.864217105460534	0.728121170888028	0.836357004654919	0.686848633493641	0.886458722663105	0.90828524514134	0.873309216520957	0.805668545464966	0.808002023351521	0.899076959441946	0.771170743254061	0.530510817874047	0.763260990399117	0.583231893682837	0.762823893578795	0.825873674116725	0.656400805052359	0.853241041378808
NCSTN	0.911954908856984	0.855655067931961	0.859516838019294	0.85353582870358	0.954131082677325	0.934576556719822	0.841928175267242	0.703707155984071	0.838165047037097	0.87519194090681	0.949612015445987	0.8765350805885	0.944803431598954	0.95212513512664	0.959114015797918	0.911637960547804	0.952064934568222	0.75031552945145	0.881179112843453	0.935500111193451	0.934438366006063	0.920369225187572	0.218122068270845	0.956125022830049	0.799342892574072	0.912833877726364	0.949696349983471	0.97024949986454	0.954407701132093	0.870608380482588	1	0.826427346644345	0.169250019891168	0.799209435758944	0.897407776960188	0.953487796908044	0.931842893095957	0.932255827133921	0.962867554054381	0.744199781202563	0.93054197737961	0.890816049406808	0.928569125106096	0.935902099347533	0.924551410258604	0.928505609387626	0.878372500693887	0.803740694595707	0.907399332661997	0.946333250954771	0.919674301727428	0.953497264794825	0.439087954700841	0.649705047044568	0.738332200849856	0.838328864377367	0.867773470510561	0.698787953180202	0.798008494348864	0.932762517226487	0.907996211461671	0.939931354767038	0.832055150811581	0.872240001766239	0.925422509026758	0.365809447154607	0.806862912047566	0.885456017749839	0.944953125008408	0.913762754346194	0.945522910148928	0.940276860925403	0.958464204388524	0.932360803363634	0.859743120252785	0.869934448171339	0.711183364542218	0.906172751811916	0.873747851194581	0.902582603220988	0.805549918595726	0.639787680390724	0.921878605761287	0.944571972012623	0.723055016373399	0.774260222232124	0.90430477132582	0.879887753265387	0.312104727539388	0.743935939683109	0.920321808819398	0.873313771017795	0.879110053559354	0.878312377078474	0.907309926780437	0.862824995296946	0.930223776780386	0.912318704510288	0.881220572193736	0.79474953513891	0.933813363257428	0.943528431421288	0.55652979048899	0.9415991815873	0.93668023204905	0.13470861853952	0.934229609295446	0.923326461146422	0.894486358443343	0.466575907400912	0.958671127945375	0.869705423536176	0.90119828286305	0.782343705960928	0.658064866040306	0.883744898928196	0.730695349243064	0.934448051978625	0.900028683388558	0.806958115051998	0.861363018816671	0.735518113948004	0.753823431398868	0.956802289318665	0.803600004787914	0.906064617815579	0.744541619541757	0.926458923423846	0.932320720123072	0.943777424706802	0.902829916879449	0.918781629526819	0.96383228112628	0.82472821156483	0.669549248749429	0.876857549153822	0.697986915457079	0.889583955851914	0.900477314117557	0.798269443646699	0.928597343979721
LRP10	0.746305376319305	0.723536176462219	0.843408457368183	0.799970824664244	0.860971526228945	0.78872337191961	0.714882986444645	0.924829020341516	0.668702046949167	0.921198968333138	0.814867952832488	0.737067770403858	0.793273754734896	0.83417122508985	0.819414292675428	0.800843835663713	0.807207700036698	0.813529712568089	0.776359638215642	0.744092028999279	0.742155707117694	0.791729510840573	0.622299160584296	0.809566326882614	0.716649178772882	0.780211058658561	0.813813603053138	0.836367880791547	0.770074218808363	0.772669358299845	0.826427346644345	1	0.0842131510058445	0.727927881995375	0.779369225032025	0.827429330057565	0.755485543735836	0.761205337583783	0.85109124398489	0.667803938271309	0.811852281370125	0.760411728156646	0.75456125414187	0.757406309982867	0.939518034393287	0.812310866140398	0.910973340305649	0.898820578338082	0.717154774904009	0.864899246775467	0.76283337599619	0.850774162635076	0.77737406975197	0.644408887020119	0.748375716313201	0.635275841158704	0.856496717129804	0.623642216154802	0.573723389457324	0.874959759463315	0.839975030208862	0.774781925080981	0.744316344492296	0.872137258466979	0.757881359043649	0.690779591500805	0.736466765058911	0.782978932831733	0.889520099978364	0.78078751661529	0.776039544821999	0.753195286334248	0.866481260786248	0.830567792261688	0.933154744321521	0.838146629628343	0.566838780857488	0.731798153815633	0.756968484790511	0.861954140061447	0.649221621233552	0.851864692763243	0.731533726984341	0.786851271288824	0.866989970565937	0.643001944479093	0.728323038803158	0.670091238618985	0.71128833712442	0.649327167766032	0.871944013722498	0.777955525959226	0.809144800411743	0.923501091070689	0.857356724332978	0.862158634636941	0.818814415076671	0.748829801066633	0.786690729948446	0.652359178610641	0.840995627642241	0.86288690939039	0.545514556983925	0.756802453755902	0.898334671865257	0.550634109511276	0.831192914902104	0.809661278887406	0.85623361705903	0.772169576628567	0.86990403454447	0.68832118706431	0.806447746306657	0.733787970081232	0.582041501037012	0.751270926683029	0.862741950214194	0.839380219875831	0.738778786636393	0.831677292822055	0.68775711751972	0.745290318382527	0.788613299043772	0.780219053057473	0.925931520192121	0.758814387460632	0.919017033561584	0.929325488020942	0.86729243074254	0.785959245109083	0.883243901958407	0.854500932598804	0.868556585181584	0.771685755468078	0.722888749722328	0.80379983283243	0.839634281543315	0.757131543233153	0.909748863509691	0.725313874102681	0.759803227276373
PDGFRA	0.222950048754541	0.0990352980033028	0.204454232484222	0.129311211144498	0.125490834637333	0.174256618748336	0.195391537135472	0.0990052724723266	0.1881334897728	0.143634560698729	0.211063002512279	0.353277755543976	0.22865049081951	0.158508529492121	0.113769663425434	0.269069066372513	0.195658660585436	0.0316646999339681	0.304271022014514	0.208828429457736	0.200456175668192	0.202856072707735	-0.0306819436120291	0.130630521434874	0.486515835753939	0.246671925955356	0.285738615575744	0.134530615804925	0.132884338750745	0.267023623564448	0.169250019891168	0.0842131510058445	1	0.170121506479944	0.246541563134282	0.167080562232327	0.0857181929541313	0.116598415404911	0.214952727178281	0.0759127035943211	0.0926089957142183	0.179904037581046	0.134001268098949	0.109812418657958	0.120694175653492	0.136405509961953	0.094201672557365	0.0496081924172696	0.204006495890077	0.171229225505255	0.124699917046219	0.121906715257162	-0.0146040004001388	0.426400490102033	0.0902285542523603	0.196843465717775	0.209749448181787	0.128811091977427	0.302999690751983	0.119615986406271	0.206460206763929	0.137616859395684	0.306947666303942	0.131232449525755	0.138741170879184	-0.0203739612216022	0.247688765954182	0.115551948898703	0.181207678804292	0.128915518530282	0.115951829044909	0.190057618065408	0.138667838494769	0.215172764715792	0.103041227689226	0.191214140017213	0.396113485282057	0.112212975316955	0.213535457776422	0.193930051518083	0.215129543934005	0.0556184542766227	0.18366614242211	0.131020392393824	0.0847752445780061	0.206830311427204	0.209770545801611	0.158321875327939	-0.0235439757404319	0.216068507784737	0.197850617832218	0.150723181626799	0.156926290523534	0.0814500275482977	0.231679041788719	0.11239851949007	0.192855955060077	0.116695502294685	0.152792919584587	0.124193369062431	0.142953988324446	0.141410355272445	0.151115843920521	0.124281098046105	0.117023872302226	-0.0700987626396941	0.203489508403746	0.190494672149324	0.207981791568501	0.030138348538854	0.159701366885946	0.160905851008318	0.158754039717272	0.277294162472817	0.232396826456917	0.0910568808081396	0.091758677758792	0.196236720222221	0.169211778966903	0.105768817366749	0.175088766080838	0.113032826532387	0.156318182055238	0.141106419972625	0.083929092328889	0.147476868928144	0.075782030922122	0.148625801358047	0.162787620298041	0.197888693659493	0.109082072355225	0.155265008202891	0.142779618847399	0.192949760161169	0.12991268317293	0.160604387718523	0.123610562919299	0.140591198426311	0.104668399052079	0.145138255373148	0.148982640021351
NOTCH4	0.66855422667204	0.652326926576131	0.680284446804323	0.647350777282124	0.710898175872719	0.69781098472244	0.635673052895259	0.591450342737709	0.57031913561752	0.689943199589334	0.744090241473463	0.673478695702465	0.72130765815747	0.775637191667416	0.740823538499352	0.74556888591666	0.792588331683318	0.554414666738767	0.715385012017955	0.717563618342774	0.681891088870951	0.738784506286377	0.193590680556681	0.725639752863659	0.608449952897012	0.742938923737549	0.799356475860794	0.770704355877365	0.707500438242321	0.664360323060978	0.799209435758944	0.727927881995375	0.170121506479944	1	0.722128376509974	0.811206490512361	0.659420610670695	0.688923804197818	0.777912836112807	0.826254661626173	0.686546364625801	0.674033896546915	0.697417496779792	0.70507268876419	0.744696055370501	0.688760566555521	0.708027656422533	0.610162173555698	0.700825378433174	0.754530109169868	0.712458213043388	0.762310468923169	0.366702132650765	0.647485166630628	0.55613031551378	0.631028134440713	0.737570649360265	0.619633711997682	0.588980797366066	0.704071315848465	0.86165882079607	0.688075016827357	0.645742743655434	0.692148224535743	0.714371262718644	0.317804760036722	0.852144477230483	0.70730900331921	0.827206431845734	0.662749444167003	0.703998148853294	0.715555598179426	0.740511736305108	0.748874280345179	0.680350571123176	0.793075576855959	0.594304503164001	0.677420969041851	0.721519656308866	0.777323384981354	0.582503388586558	0.678008857136805	0.714841982625608	0.722251684822859	0.708249556724618	0.885029601042005	0.694613268836385	0.613821512002735	0.268875677031655	0.609543646073609	0.768461150588769	0.944131253656581	0.797210705673005	0.68128299249917	0.752007162747322	0.75235337368162	0.744746142216989	0.730937529096905	0.729261900247518	0.627364891664763	0.741150176077002	0.736804740185442	0.902155202447855	0.718166087098077	0.796857178498064	0.171952434469466	0.77969946308646	0.717566242244517	0.694455472503107	0.594819233308717	0.808635740161493	0.672266965495742	0.737140780116324	0.645776504285847	0.891431590590962	0.657559426794254	0.802963308815938	0.808111781388069	0.731519279699329	0.645574674830505	0.624824687624862	0.900355743333812	0.777782400938973	0.740834140007612	0.748344795284802	0.707629459228769	0.669197706818873	0.748807021488779	0.715480648419768	0.760770601284626	0.745832185669031	0.876700604331165	0.747451123696396	0.725516591498704	0.791560534790011	0.811067252760707	0.784451482017018	0.820054387823923	0.7365883549586	0.879248222603207	0.691093350457163
NRXN2	0.939835104760658	0.886479778156546	0.820593698492222	0.933161664658551	0.921165305119582	0.887837106594694	0.826945161120802	0.697807789277983	0.871779669676982	0.879772643845857	0.886255306518337	0.938292487367114	0.928143963850459	0.89249191556628	0.891465750457087	0.851838996805364	0.91890546598997	0.728528158646271	0.905895221074571	0.845633549882535	0.896311678051923	0.874327186975574	0.283513382971188	0.896888307167714	0.824361869018775	0.890700449680771	0.873450879059877	0.903569485407983	0.883339050143138	0.926023741268511	0.897407776960188	0.779369225032025	0.246541563134282	0.722128376509974	1	0.853403615027442	0.852090885353741	0.856441408331414	0.9085731930575	0.671253087499643	0.882494765701738	0.900884695672601	0.813009041369184	0.831504598704398	0.900340297874342	0.928481085412577	0.826022037663862	0.835551903546028	0.896802066516123	0.927281329815062	0.810910218294449	0.871847322804764	0.46621636809176	0.67894342087128	0.815419244604602	0.764723466579937	0.837020363987264	0.559080366730416	0.815280440472868	0.894976430875369	0.849813899427409	0.885374279389294	0.857625731381462	0.801334394754021	0.815688709845143	0.508768385685216	0.772323733589286	0.865092456269095	0.894385850850953	0.869090950390054	0.855587792193479	0.90053763764115	0.907727352071429	0.875618164019724	0.832319847315121	0.786105742432727	0.719790035238499	0.82702503908887	0.850085568084973	0.847628949053227	0.766198727906955	0.592100238002892	0.813443943210751	0.82189285953579	0.670973695025643	0.778407274067187	0.929481252758984	0.805660356284145	0.344725424134164	0.753243869658594	0.885724644316375	0.769202516115831	0.795726571118022	0.861643003511615	0.815107112767326	0.817849228897968	0.855860881292841	0.834084806612337	0.857589597064846	0.644336637791852	0.877111929025161	0.904466505227986	0.485480007678502	0.85239939777254	0.85687510662134	0.0997265977392935	0.890552213256404	0.897492390169795	0.858247326447176	0.489251603873503	0.879787578962438	0.788002058561457	0.845708546904524	0.831765160258452	0.579692953421483	0.78899998663734	0.639012099651172	0.850233753432174	0.853493789452365	0.765238177777213	0.922937808752977	0.633827131127312	0.736604010369104	0.881025304995028	0.73086553115347	0.842105560014067	0.688263428285201	0.90891716904314	0.916726401190347	0.906072245783257	0.824471559556425	0.844589388919224	0.919348434930921	0.736832538602708	0.580333437894831	0.789831798051751	0.635241879089	0.807446165867147	0.850654702089606	0.69428862133521	0.87735975623505
PLXNB2	0.857272943447133	0.825195309230296	0.81692338186171	0.799529811450041	0.926653715709926	0.927853656712727	0.800973887198387	0.701148091886646	0.769985826351137	0.859966608669171	0.944665572160552	0.822473904842381	0.907859850654844	0.947241512314684	0.944129680862312	0.897813893739927	0.916479945190455	0.718734351892297	0.855942774169346	0.924392935456496	0.901142952769396	0.916197657330737	0.22151071319569	0.937133442163876	0.764816896658826	0.885004018152365	0.946493940846376	0.954138846707077	0.932445845802477	0.839701413371916	0.953487796908044	0.827429330057565	0.167080562232327	0.811206490512361	0.853403615027442	1	0.901414119078514	0.919058570566499	0.941773647145701	0.784349154354885	0.913569022902811	0.858914278710914	0.942517832662339	0.928298886639149	0.903648388041385	0.8896988311812	0.881195797256643	0.76387120566467	0.889492226002122	0.916024599118142	0.930770088717156	0.958157681471516	0.443355866808732	0.624728269226486	0.697336591380526	0.82526464551418	0.871338818025378	0.761466093410501	0.774716193141499	0.892826526840924	0.902115351559867	0.916862576962221	0.762443827259178	0.870165870365514	0.91025882404535	0.321886329259761	0.825333565421808	0.854960082858032	0.934037603346433	0.872941092240223	0.923610734912915	0.906798603664285	0.928753188399753	0.917121771792192	0.830809997922273	0.890905312452321	0.656311589127211	0.905743943385328	0.834988694832331	0.895414497538438	0.827264796161463	0.663753197528431	0.943567656885285	0.942830745813752	0.738733256542847	0.736886729472831	0.861159720655908	0.847392135104045	0.308042781541515	0.724999441975708	0.89979343655424	0.883809302061207	0.882885650296124	0.861492821377991	0.91930111531744	0.845017974123144	0.902381601101019	0.887017929585528	0.873072402281468	0.850403570491276	0.922617340212623	0.920930559903921	0.572345126793706	0.929646359963606	0.948703223163985	0.161891021095944	0.902665792332099	0.907637885476376	0.88847922668966	0.465891347193735	0.952883442474793	0.848631243040749	0.864886283536303	0.73490716403456	0.680363090986489	0.872821867774296	0.764967341915345	0.942973953342122	0.88281023796257	0.779792869899591	0.797038545549627	0.732820366315834	0.739668402880712	0.935293233289655	0.808299870829857	0.886502158692478	0.768312575683502	0.895667216750829	0.898790039823672	0.896360662481834	0.911807962166822	0.917655854039914	0.943203869422197	0.862689376158163	0.684797916362935	0.887971857580282	0.720926200218466	0.865186130096178	0.87236292951699	0.798066290409816	0.887451009076917
