""	PARD3	EGFR	CD9	TNFRSF1A	SDC4	MYLK	ADCYAP1R1	AQP1	F2R	PODXL	ERBB2	NRCAM	LDLR	CAV1	ITGB8	CACNA1C	AR	SDC1	LRP6	HMMR	THY1	F2RL1	CANX	PVR	GRIN2A	PTPRA	FAS	CD47	KCNJ10	MET	CD44	CXADR	PLXNB1	TSPAN5	CD40	CADM1	KCND1	CD99L2	PLXNB2	NOTCH4	HFE	NECTIN2	INSR	APLP2	SORT1	RIPK1	SMAP1	CCR1	TFRC	LPP	NOTCH2	SDC2	ITGA3	VASN	ADCY8	NOTCH3	ADORA1	EDNRA	CNR1	S1PR3	ACKR3	ADCY9	TNFRSF10B	VLDLR	MTTP	RXRA	IGF1R	GPR37L1	GPR37	TSPAN17	EDNRB	SMAD3	TNFRSF14	BOC	FGFR2	IGDCC4	PILRB	ITGB1	MCFD2	P2RY6	SLC16A1	TNFRSF19	CELSR1	SELL	SIRPA	GPNMB	CNTNAP1	ITGB5	CD81	C1QBP	TNFRSF11B	PLD2	LRP11	AMFR	ADGRE5	STX3	ERAP1	NOTCH1	ABCA1	S1PR1	LRP1	LTBR	TSPAN14	UNC5B	STX4	ITGAV	CD63	C5AR1	CD74	IL6R	TLR4	TRAF2	SORL1	AXL	NRP1	ENG	CD4	CXCR4	SCARB1	BTN3A3	ITGB2	CD163	CD46	IFITM1	BTN3A2	TREM2	PTPRC	STAB1
CD47	0.719753329243484	0.780267091728736	0.655245071336405	0.634263393822536	0.870819707280869	0.464938311159344	-0.042209348590144	0.118459208523486	0.407630220239152	0.27958120449991	0.36684738890796	0.737695159802542	0.573436520522497	0.849888015934923	0.650718878842753	0.613673412852313	0.188888686905393	0.676333973546588	0.542564155882557	0.796767781463307	0.974161218640475	0.530285647441615	0.824682226349186	0.787014815622463	0.0910505458812548	0.783210884107925	0.604667270973172	1	0.102016028867152	0.77971971255223	0.704195056659088	0.890968282133015	0.570949735543158	0.557090957419714	0.922240447473788	0.53242327123965	0.262249426064033	0.643566171757691	0.68107829335744	0.415187920742632	0.840607535244876	0.878544897690458	0.418446014078624	0.772229657534602	0.608756528731275	0.743355917826505	0.858745706168241	0.419321308623539	0.893343687921129	0.805068004550984	0.703194935172493	0.830671498713662	0.800107602852459	0.668911594483256	0.308026543492582	0.750776436882792	0.517616619766668	0.0781437375067682	0.191456359305439	0.76713891416969	0.0808890882288008	0.568262862085133	0.745515762053983	0.956533499862241	0.773502220988528	0.515790873154817	0.872182226954264	0.430344280468138	0.12043486952063	0.916912795953509	0.347856271790759	0.619797078305114	0.904103548275651	0.242422246088892	0.376345596486122	0.66668548785852	0.705624803627001	0.802133368302077	0.911339617438621	0.405451545274383	0.898134333740431	0.728172509949316	0.58819978837114	0.704355464606818	0.830117940788487	0.931412298292677	0.181980126531032	0.656784748782527	0.576767181386524	0.896972629334262	0.389720482550981	0.348265138432677	0.801875414800762	0.758888921931452	0.772454837860131	0.95150066735244	0.68623615822275	0.752381846939473	0.609452371911732	0.246868753325656	0.539657904775616	0.816854109559705	0.735532201113425	0.471024359754337	0.928310141376238	0.725075509238296	0.905509550086878	0.29888405815107	0.372435619830547	0.64928286801531	0.56724909074284	0.905842800566077	0.333852100048699	0.559912669759236	0.785950947393681	0.605456606399137	0.217667407369457	0.816206606106962	0.89336830573172	0.582220859566652	0.136547099893598	0.133751019196032	0.8630672718284	0.670630540613227	0.802103796971814	0.133729658978373	0.09766075878028	0.130228647241437
KCNJ10	0.611461254002679	0.58491915631566	0.721206488568609	0.730122436888048	0.398422339382384	0.764114355287889	0.855386860854416	0.861808183398111	0.788613710544915	0.870552964812084	0.813409114829658	0.559919579742392	0.581600815742728	0.258706614662293	0.65678121601072	0.581691803502243	0.876206615164188	0.549173864538246	0.766158189986879	0.366524639992185	0.0621636200231223	0.754856573911506	0.560021807137625	0.336805402775366	0.885917890873479	0.645641364348819	0.70696333177699	0.102016028867152	1	0.0640736290485508	0.656763608304798	0.478527412325389	0.768301814509022	0.776501756358217	0.190811672088538	0.751653663631385	0.855105253056964	0.71023819738811	0.613633665031303	0.761606937748118	0.346371926496072	0.223741141236552	0.662388301412697	0.470309642866817	0.775950472609864	0.575514337866683	0.477877893141656	0.313744884950728	0.172080495184898	0.314559816799543	0.545497266540612	0.448493726425911	0.217132045094591	0.724553610431209	0.740183903976189	0.277285893170256	0.796368248860604	0.812173813490434	0.806313730340622	0.626813642751792	0.880636234909531	0.706824408986088	0.491225772914415	0.196737839028775	0.591912114297476	0.766468905607481	0.0675235053990753	0.869587825168361	0.788442112421853	0.357829795174682	0.85787283334123	0.679695032291264	0.259520406984597	0.890577295034089	0.807825169284261	0.673984942373129	0.583954529858755	0.32108684548871	0.410514568794366	0.616861900989783	0.323720234810357	0.629998708619467	0.679289021669524	0.566997355974294	0.380879320973417	-0.060342477527516	0.811665015882509	0.514475701765393	0.665153897283155	0.434843989363476	0.418299008104918	0.671557315480321	0.577465977197568	0.602732328092327	0.399474814606744	0.184930196215223	0.607901293112841	0.450852399164037	0.585153805715223	0.747154426734323	0.626302129125204	-0.16221987474324	0.51672743240828	0.65070342690129	0.161476384726328	0.498213758910197	0.301108422733023	0.177189338182669	0.290456588800454	0.282218765479658	0.260131219496611	0.300659094679861	0.754968164650971	0.315548188767922	0.327997918880316	0.22364229251345	-0.0749998034540701	-0.083657675130813	-0.0896251754067571	0.708607837263216	-0.145774996499594	-0.116489183385712	0.434810686841738	0.236061918016211	0.409893807646231	-0.110153575221553	-0.27434156677489	-0.0879316634303082
MET	0.752538312669797	0.7049662134518	0.581110537498954	0.614881545240049	0.874419528790474	0.545790143848125	0.01395825167323	0.185223535830647	0.509244114522783	0.323745119566941	0.473833038644819	0.799958444452892	0.62305033167359	0.942996654114422	0.719593324405927	0.683976232253669	0.294436537302757	0.755688823664908	0.566802106347249	0.54304708123774	0.799425701423871	0.42593811116285	0.734645655771961	0.74533874048645	0.139406311464762	0.620230124180676	0.558273995318552	0.77971971255223	0.0640736290485508	1	0.651643819071089	0.725480981913433	0.440445625143107	0.565278440894164	0.807380770680575	0.598034333203992	0.297440543147721	0.60207956082789	0.760532896518671	0.334639378994154	0.64114792937181	0.933424286908571	0.486383762908375	0.852462964596674	0.58640724050408	0.731983225054887	0.748463267033419	0.348334697056521	0.766134326190327	0.899273149848314	0.798326860159927	0.745893085308152	0.965784673317715	0.470077775024143	0.359390192021187	0.678799863125999	0.35188948423949	0.190958431581023	0.275339726568957	0.67419520939822	0.037968799899433	0.46907848610071	0.822154099394112	0.768537263068726	0.54831842700387	0.526712134717289	0.920325451137002	0.28604736254291	0.209756981628388	0.777897188790277	0.293540898529466	0.68140346201197	0.725959053763063	0.303265231769915	0.331467163344028	0.65102289869871	0.721207039686913	0.924613115725576	0.826049557071517	0.55479079536907	0.863563410179652	0.616484787289615	0.526302124267276	0.579626788262627	0.616133726891167	0.573191814906586	0.205603389885491	0.406327324240707	0.573122160054942	0.702563115891008	0.377854725494118	0.346353023204524	0.693756023962811	0.654716301237094	0.833169672383785	0.739238283223643	0.672986252085364	0.653515997419569	0.737407523843347	0.144466981186934	0.692341760132801	0.542742557884349	0.697498039348568	0.502911278326884	0.855636158309624	0.825663520357571	0.881177408150661	0.274757963495616	0.272179495535992	0.607464261549428	0.542780176721164	0.769138679300523	0.358297670321611	0.600005732032311	0.925841951558902	0.568747965547457	0.169932811567677	0.791908562951298	0.922080044784939	0.476560140656893	0.0830805012821853	0.0843892320275509	0.78788147607766	0.298401507082263	0.667065462829361	0.0716979952761027	0.0319267181086335	0.0825641203485822
CD44	0.962009212298273	0.949049033947241	0.976441348203712	0.980038379526188	0.880784009031598	0.931794684176314	0.639673266581498	0.715878864734219	0.870414590667262	0.846810282883979	0.857373991328717	0.956829815407099	0.894719387273998	0.825088162294179	0.950560684833678	0.898796604436245	0.806966516193003	0.84807283457343	0.93270339803655	0.704804874336262	0.693603358381045	0.891498633721492	0.964427878849266	0.809085392820006	0.74047449176534	0.930994379945663	0.974571047117907	0.704195056659088	0.656763608304798	0.651643819071089	1	0.912879268696849	0.915750989965542	0.941619242897145	0.73967992263472	0.917360201445409	0.803947958061007	0.971641728681631	0.908788243196776	0.766186841233653	0.803197632887592	0.773180841470242	0.761604244079407	0.897305069588137	0.958867782083871	0.950269969092191	0.931401349583918	0.515254482337793	0.710941172720026	0.841011808550198	0.915280258935983	0.931869596015633	0.736511517938402	0.918543853643767	0.833258385891115	0.586212041221782	0.874975003419442	0.739532760255715	0.776062927723093	0.971413617524769	0.647401064289781	0.887306931828532	0.893545803000379	0.739525229084532	0.913494645203157	0.911673257208133	0.683845023179405	0.845956607704574	0.756672975801202	0.845330905989014	0.857376288786176	0.92162527431461	0.780368696242036	0.799001721002413	0.809035190170966	0.944223194419422	0.908095089028268	0.850409060983257	0.907876395501716	0.787534228470406	0.836062447456623	0.935738466762317	0.924336739853455	0.900603526524421	0.830525303626913	0.543262160106637	0.789211300574821	0.756858053477856	0.906917489838071	0.893579313465244	0.574958603973739	0.776684512969276	0.947520395932879	0.958490178771475	0.789446653309683	0.763140349151503	0.891137722375075	0.760278752117662	0.910522925879503	0.778481753051302	0.876120932783046	0.411595490434653	0.880698936520268	0.862622690004477	0.767001993982803	0.907927334988684	0.859293308936402	0.332431735750056	0.486993727285952	0.622880428370589	0.596741123386191	0.805519493649336	0.79229784584702	0.626911877261537	0.825356107832044	0.596372431945763	0.105589094819199	0.519948062404885	0.577013288154454	0.856121910623341	-0.000335776563783083	0.0175920304459206	0.895678657542612	0.441993959290317	0.741474085395066	0.0224639859520364	-0.120082602950444	0.042164458247874
CXADR	0.900174340036547	0.942212684558154	0.892181452842154	0.877659288745014	0.943350006879594	0.758911815515254	0.342088387620088	0.496169402264585	0.708037035077395	0.619335605609962	0.687666964573105	0.909389232447806	0.776691207342081	0.870573907103453	0.872392152726665	0.804846031095239	0.561068560293878	0.830656738998724	0.817278502503332	0.815813110428467	0.862822234622911	0.797615870828181	0.964348708086357	0.860430709790491	0.487314825941879	0.951872236735464	0.85034988283288	0.890968282133015	0.478527412325389	0.725480981913433	0.912879268696849	1	0.827574923157381	0.828699375460059	0.880094109797096	0.802015799599415	0.597815222443441	0.884765431816642	0.865533359491722	0.680530031042353	0.887665006546926	0.867184873777658	0.642245435726577	0.892872763471258	0.868716585705125	0.891577268968355	0.954387481475085	0.491065112927319	0.850628117179202	0.860954135758727	0.86238016834489	0.935690858292513	0.804409593708358	0.875071284407311	0.607603674220765	0.765835614902362	0.777765173486108	0.452294095798298	0.529497202093508	0.939324210833897	0.463986987459323	0.803714774047959	0.88385500471435	0.913084854468675	0.936034175464997	0.78836251837421	0.809007714805872	0.746911342990588	0.492983423262922	0.941701204597004	0.665798800568924	0.835117145246924	0.890747274664084	0.590642315383433	0.696154131133549	0.877034353457736	0.874093895729302	0.862240751254009	0.970062345307112	0.628851761084952	0.934145113469819	0.905231994383101	0.810088859753667	0.854421965119563	0.885199816942439	0.770883876178851	0.528140994788924	0.799251647099144	0.80318524294498	0.953898792454433	0.538512256748584	0.597604955264362	0.94928445030002	0.936412728184069	0.843377549475644	0.904127726905853	0.874450924046579	0.798096619919435	0.81868666706469	0.56175570060951	0.772449900261052	0.629717495183085	0.868930652005137	0.723245814363078	0.885730224126021	0.871346790987153	0.920933331560495	0.359309879391586	0.43904996461615	0.687371791087404	0.613525103530521	0.894043873377396	0.641718345507229	0.627306622043064	0.839177967709459	0.623290548424141	0.151584347731444	0.677442480412962	0.747863308905943	0.786534872677791	0.0419098981850743	0.0692484683700617	0.93674699932797	0.638383204197677	0.85091845749635	0.0700069414206279	-0.0611831223498629	0.082388640379309
PLXNB1	0.873975096987127	0.873871755761687	0.904669608653423	0.912958115917868	0.735695668338905	0.896157023218704	0.683951519799117	0.764988231688145	0.828866797398869	0.874995528111821	0.830672029438628	0.836331618471337	0.802642271249564	0.627717727804444	0.860229978618529	0.826175024354247	0.825537996291985	0.806674328450053	0.889329838780542	0.662889965035221	0.527916400270484	0.914153019493559	0.871700343390103	0.674085797238727	0.778566237252588	0.897606026352168	0.893833669795392	0.570949735543158	0.768301814509022	0.440445625143107	0.915750989965542	0.827574923157381	1	0.923944437874838	0.584425737779437	0.878086591709363	0.821506712632269	0.911583013019233	0.83932889964857	0.807862491612409	0.660254245961356	0.599773742708507	0.785058779945479	0.767019838316119	0.930191973263408	0.878590175571958	0.826404266340789	0.499489930086011	0.575923169089298	0.68212640515463	0.814764230751854	0.801337537011863	0.584104585748099	0.928084855386409	0.784321745971895	0.523709531569034	0.870652196388785	0.746216893472402	0.806284807362741	0.909532430694903	0.721036013988408	0.854670720041773	0.778970749717536	0.646189096068682	0.874142471242517	0.924750021357502	0.52589578892901	0.903931920775681	0.746465420162208	0.739105110517907	0.885894418621413	0.860726991185134	0.682835223341599	0.857952482383878	0.847985370805028	0.890448306000111	0.840742497966422	0.677620413927384	0.782809344503099	0.706657337920419	0.703163875462782	0.884405727259709	0.909076014365302	0.827251920057322	0.740645344797123	0.429587062512017	0.792864729486798	0.754697880028634	0.831795781675416	0.780684339164526	0.538991543005095	0.759347527168459	0.894072543036956	0.905305299328342	0.70017346811259	0.64011063809652	0.847247732145862	0.720905419440637	0.812166041418497	0.775810061388518	0.767404226757591	0.296907491041729	0.808668756707601	0.797949097771857	0.592912840133806	0.790469498462031	0.683646049861088	0.302406901811531	0.462187362908794	0.568101875785282	0.531562445595153	0.698104834467311	0.795139748122685	0.521963329333748	0.665367256283444	0.489528265415299	0.0650072200730885	0.364262388057454	0.380209200116648	0.881355177439377	-0.0378165502764404	-0.0172187533009287	0.79277840966589	0.443736392227614	0.684445327465792	-0.0188667684025866	-0.137884435187688	0.0166204484207923
TSPAN5	0.930960398338612	0.89934217657618	0.938819629346146	0.959933205664551	0.800456024348195	0.946857658360269	0.707067682236009	0.797448632638482	0.941820060761375	0.889773899265794	0.910022669529699	0.914748954415541	0.841659131951319	0.722202783265953	0.94083901524781	0.89109637667363	0.893964745532892	0.859585448650345	0.931499615410857	0.690970626893535	0.518209656967911	0.906606194112842	0.903342639140676	0.691883535882833	0.830872198793352	0.888364795639148	0.925751137792592	0.557090957419714	0.776501756358217	0.565278440894164	0.941619242897145	0.828699375460059	0.923944437874838	1	0.615505646974991	0.952591681522179	0.874683703352155	0.949783103160116	0.91094261033829	0.796765610412111	0.667042726001816	0.68430612394271	0.805144915660243	0.857259910348691	0.973012833336923	0.903355109010906	0.84475718648082	0.497865763042897	0.590285560475277	0.770314766865878	0.899099535907769	0.82929633339485	0.685234910670094	0.904189919625898	0.81639206300918	0.550905064217887	0.850507281682983	0.793892168185415	0.850030344653363	0.919127550771262	0.752614707361049	0.85181060320766	0.863531275702125	0.618389648200344	0.862857054785844	0.947805588690594	0.567166776022118	0.888423809347171	0.814282196580776	0.751092443699631	0.887426446100156	0.942774472522092	0.687479475037335	0.871038099607904	0.869588520820202	0.909591051584628	0.9036052075698	0.777276948147561	0.809675229986931	0.806677880187143	0.750448079931314	0.86617901525449	0.894661732955503	0.851201605290913	0.70881596847336	0.344658258231539	0.809238668806791	0.711146046500739	0.893132361328695	0.778446361537826	0.584311791208343	0.794271172175463	0.899373654132508	0.908430214133168	0.810706556532869	0.61395680565959	0.913933352879739	0.71564243754333	0.899710248421382	0.78616591073103	0.882618413770107	0.248679481687004	0.846948971464877	0.859362379466542	0.637363094642991	0.879241279313302	0.734131844550491	0.334000416955381	0.467841631501003	0.614670282873888	0.558308479601677	0.698933431888642	0.849358870977814	0.600307147286932	0.760980846167398	0.536324218718283	0.0989603603038275	0.435622600759163	0.438868295808835	0.873219589194999	-0.0125969197763819	0.00043802780052181	0.82845173185823	0.401485545360301	0.752400724101942	0.000490435339048346	-0.0850432516497628	0.0269411679295732
CD40	0.758618598096236	0.819234795193865	0.701152532885085	0.695301626734714	0.888609168883122	0.547340477524725	0.0803435740183586	0.221761178141725	0.486562929993273	0.348327459851446	0.47092336646035	0.772366063760953	0.630660385900021	0.865443403180856	0.70045762294749	0.681359697175293	0.286064392989199	0.706018523125359	0.61046288758918	0.764751283739559	0.901381820829101	0.574766287241175	0.850439883881424	0.841785875700502	0.200194378609629	0.802636098088257	0.659842113301548	0.922240447473788	0.190811672088538	0.807380770680575	0.73967992263472	0.880094109797096	0.584425737779437	0.615505646974991	1	0.607976303323402	0.34859633539823	0.70909656296364	0.746901475521552	0.466172746396414	0.845080149914543	0.890023539828976	0.503068462371821	0.814127891953542	0.66465372488464	0.777896409279045	0.869421619678087	0.47283293139274	0.903390042721896	0.83605089454129	0.753366246954934	0.854420896403268	0.819381237495703	0.681048221200986	0.402586538235841	0.76157274677956	0.562265557259018	0.181645204287806	0.254492725666423	0.776445435196648	0.163662847391157	0.587146292979794	0.792137020577053	0.906885079894752	0.759072676682089	0.569085102314737	0.847794931855041	0.482494544394794	0.213959199545276	0.912714430505927	0.434557052105895	0.65953273235344	0.893752555471258	0.315578818246613	0.440899270697035	0.684294889102527	0.766522114671551	0.834190761333147	0.91347847101532	0.471910853530441	0.899360980195096	0.733311282670435	0.619812482401459	0.683695188463215	0.834622573394241	0.827471217966489	0.268844852234193	0.668162213622133	0.672405549081867	0.876844356926602	0.476653830671996	0.452238607028098	0.819998272466261	0.781109247281648	0.782217212873193	0.905078330752481	0.744374720994898	0.745447484730734	0.684291575854496	0.305699425825372	0.645419143794665	0.767311916179281	0.77759685185074	0.584183765452766	0.927192718780907	0.765141541890891	0.891732198020666	0.393363227972752	0.429185993931139	0.676393449630367	0.610694057603823	0.879151730124131	0.44348114579853	0.645257054060482	0.824183517941927	0.664253604983595	0.264619472799125	0.785398246097542	0.855362582690477	0.591239616127852	0.167633252258428	0.183807798918418	0.879025494996561	0.609035273549096	0.808729233342687	0.191387936356652	0.072941539090991	0.17961585334679
CADM1	0.925687360514514	0.881705985940794	0.905643066745217	0.948522115252719	0.795794481208891	0.93395166620902	0.687520766896812	0.767466690858363	0.945474969490574	0.884523421802939	0.92377860009207	0.926705705829156	0.840769974059088	0.721024034090389	0.962164501688827	0.915555467224139	0.88089383090575	0.817298075121401	0.944163049656421	0.665893429633278	0.486346863493117	0.879641756666464	0.884092578016669	0.722522094284168	0.806176684498738	0.866603866116029	0.913762545424517	0.53242327123965	0.751653663631385	0.598034333203992	0.917360201445409	0.802015799599415	0.878086591709363	0.952591681522179	0.607976303323402	1	0.868690187902815	0.919430384487723	0.941761791404359	0.790394334476514	0.648741609530617	0.722475758088439	0.783733374463133	0.876213028682421	0.973773038012036	0.912313189586507	0.850187562503109	0.510608790593985	0.602857086516004	0.811896875494789	0.935455029233671	0.846585583410169	0.719237056019852	0.854287034327476	0.8487395018581	0.620875759258098	0.848548693302488	0.77598204349026	0.836365915155732	0.891722072916367	0.720165523542403	0.795173266515592	0.85880094551083	0.610994213552445	0.828935944855691	0.914741899673855	0.609113773503845	0.854501297408515	0.762804314727337	0.715475328778904	0.860955353662605	0.914177021727885	0.665737722050861	0.865105796013164	0.851856665829626	0.907053421449242	0.910814548007322	0.817538179250263	0.793937600825839	0.812901849690576	0.763111869199589	0.864115239689058	0.892287810675056	0.808386169212195	0.703930438942412	0.30151968598171	0.777378602669501	0.734686285854708	0.894325655135038	0.747354044995154	0.598181702600491	0.806107725897037	0.854587605518264	0.908909474997886	0.803108212391713	0.592627022296828	0.902632552986011	0.757402352921872	0.924633944105333	0.74663499731993	0.925516445119167	0.238139127769169	0.858458651335775	0.84562529429369	0.652549526524842	0.899782561722062	0.736482992853803	0.38369177287554	0.479411890641928	0.617059504115317	0.607808585896831	0.710968729295763	0.85182109684278	0.639516082121848	0.806064839962893	0.546255655902831	0.12766285410629	0.441726745072749	0.468131510876135	0.847861916243145	0.01498177885866	0.050116746357494	0.825301926338001	0.387146858512857	0.723619011295378	0.041665304619859	-0.119783952520917	0.074671542306209
KCND1	0.76231007222044	0.706025637880586	0.823518893863209	0.851349424041661	0.560901695297111	0.870508758118963	0.829649375325963	0.851331683784991	0.898506151088805	0.907802358108125	0.895192507537009	0.745609347591514	0.73105487185844	0.46877110197695	0.814306126046193	0.762398799664681	0.927302114318836	0.633088128521016	0.856617607023706	0.48318518241154	0.228564859864769	0.826855754088742	0.703984676794866	0.508447983554587	0.931438087103984	0.715357435603654	0.819575683158697	0.262249426064033	0.855105253056964	0.297440543147721	0.803947958061007	0.597815222443441	0.821506712632269	0.874683703352155	0.34859633539823	0.868690187902815	1	0.825224090920629	0.760510546813474	0.749466362502491	0.473640904621262	0.430758298409904	0.677012633416329	0.650789687206678	0.872000361656407	0.728214168943882	0.632542514157059	0.392114061319238	0.344618326663581	0.541696221516605	0.731121302521004	0.640650244974765	0.416609448206991	0.760231359406195	0.848916067226469	0.352244276079799	0.8062507017884	0.85743141388823	0.893860555348721	0.751972617048001	0.813026986468094	0.732380102193899	0.650768968541164	0.330111002955811	0.681599853676195	0.843564503237114	0.287574417739224	0.854802217365688	0.857061043682543	0.50344670637027	0.892551234320563	0.798575095096051	0.427030082389251	0.883951519548119	0.844732107560245	0.761320812493839	0.74073293411165	0.545267201630833	0.564115734227532	0.747173813071882	0.480585186380591	0.747666987271122	0.832080728960488	0.718656640019423	0.527902716702073	0.0683252281078934	0.842398156969137	0.630288131558876	0.806070413376664	0.563234097256771	0.517973858272763	0.754065004115902	0.693479381910137	0.765629418826003	0.574856912358737	0.346357452999319	0.735877931556334	0.538462416117151	0.766522757852597	0.82536338878857	0.797724827381934	-0.00217116685745535	0.68318139096558	0.802872534007895	0.371175720039788	0.689603226837106	0.488845653377196	0.2628442654037	0.418158018748912	0.436438380144932	0.419970626769581	0.456222425486399	0.841926211482176	0.462292368392488	0.544475795105968	0.378917201878907	0.0400353743061126	0.143613779985602	0.134945219977491	0.763836198867509	-0.0575960053761029	-0.023784212817667	0.606195635104588	0.247929299475679	0.509479928335994	-0.0271348820431286	-0.171249650102426	0.00772935176541631
CD99L2	0.927100571369279	0.917725839310923	0.973155569732167	0.971681193092622	0.855867117584101	0.914698199539198	0.691830096974537	0.751648743059456	0.885059592461015	0.843073800498988	0.880459369207004	0.926445470011838	0.848628990675092	0.779844291412206	0.941412329235369	0.877870903453142	0.826281527777005	0.825766755786003	0.919380156064702	0.695653635181756	0.633105013945434	0.87286028654112	0.940676797749262	0.788794230145418	0.785463147694182	0.933294672651149	0.948881554650443	0.643566171757691	0.71023819738811	0.60207956082789	0.971641728681631	0.884765431816642	0.911583013019233	0.949783103160116	0.70909656296364	0.919430384487723	0.825224090920629	1	0.901824112892757	0.765234510306016	0.794572045009123	0.731886214736061	0.740262117282292	0.872253305330341	0.957195319505433	0.909374431289621	0.893079445783832	0.483689247327643	0.661211569063405	0.797952776264372	0.88537199823527	0.894901902338503	0.691763637125359	0.912821472235926	0.825242004496891	0.611522447682545	0.872197110367604	0.75611485928001	0.766609630732087	0.946092001957526	0.688507826318023	0.850738963403979	0.866427698283534	0.695518620627496	0.883430749081315	0.907910313260498	0.616005372540476	0.880288122840572	0.790162888813302	0.825834659664791	0.852512689323714	0.915810122247371	0.738983714097663	0.81056522802546	0.830288001481199	0.906742255764162	0.871092703718767	0.803832770699343	0.868904104287477	0.78871199521884	0.804208405111625	0.916835071406112	0.885318300447207	0.838824873153043	0.811095662052162	0.481074765295847	0.803647052289478	0.730300922342009	0.908092815185219	0.862633993167631	0.564459933591911	0.776664615408903	0.931151609947973	0.933517310033371	0.7741208882524	0.7020466913421	0.885024592043343	0.729647578008367	0.884133577990465	0.783001190059912	0.876806762072531	0.361274769666646	0.832062886858762	0.868043169564806	0.703311330817349	0.882887503098944	0.810580148016831	0.326480286049167	0.467649877800451	0.61082808925456	0.557191796968772	0.755033429731147	0.806188143464955	0.618751379280245	0.776214637017403	0.573532243276224	0.0928214842307168	0.453266132272027	0.51383186226532	0.824218797163147	-0.0042164175086174	0.00465880970956448	0.853358457034777	0.458054179428903	0.74535467567639	0.0159650535594695	-0.137651085859727	0.030577415190693
PLXNB2	0.942684772750864	0.905146911847142	0.874548475092471	0.931352494715685	0.894337497398297	0.878988308154156	0.513239164213866	0.629436548231566	0.875053108682891	0.773690549683408	0.848176417764118	0.954543800325293	0.834906544234157	0.835793540644805	0.956929041324018	0.912590147371206	0.750543840198876	0.875349074345272	0.896291358795582	0.700753365342665	0.635235635232413	0.834638779282813	0.930504147817377	0.817660749646487	0.655936230510813	0.884533626151466	0.85709075083562	0.68107829335744	0.613633665031303	0.760532896518671	0.908788243196776	0.865533359491722	0.83932889964857	0.91094261033829	0.746901475521552	0.941761791404359	0.760510546813474	0.901824112892757	1	0.733970221678706	0.714412055694585	0.861170949679544	0.798602627734332	0.954307654395147	0.940477019097523	0.932919887962023	0.905842865367978	0.587364637329492	0.750676834854601	0.90202301113021	0.974246132333085	0.889189354619419	0.84999921774042	0.818228831757004	0.743465123315795	0.720201109239021	0.768339028159037	0.63092470551011	0.714558565459532	0.904565703603626	0.569411887915934	0.793769502350588	0.938117172917229	0.730198222622533	0.817957937200838	0.89849312976266	0.769348509064192	0.758242403108638	0.638822364821681	0.833631717827166	0.766823996929417	0.918970522946857	0.788374139322756	0.764712060447326	0.766969657399521	0.903183304793484	0.946036033199498	0.910707687075665	0.881329940482883	0.812934179852852	0.868449117748528	0.876862819262743	0.857245920780271	0.812816988958384	0.800736553807879	0.443843846680789	0.643406120783419	0.7553399368743	0.895959855849241	0.820379714403796	0.629512825662569	0.735107000261329	0.898472718071313	0.921346417127951	0.895173067727951	0.720232125690597	0.943426644362676	0.843826032463576	0.944375568359108	0.625561832670916	0.939735644552015	0.432717130340087	0.925335025112854	0.839503248396884	0.792902122166288	0.964277559753183	0.839568898234558	0.443961818534634	0.536657059696971	0.757244040843056	0.708870777440437	0.809008305914185	0.808641544657672	0.747938079046339	0.914433713085275	0.687224572937664	0.249748816278438	0.612574715884474	0.661411137967476	0.827605346646103	0.146278415176146	0.16157999576314	0.914041648355586	0.434336153745342	0.799680311709867	0.151332390879029	-0.000357920412920666	0.179752924223701
