""	CD74	TLR2	TLR1	SORL1	ENG	ITGB1	TLR4	SIRPA	APLP2	CD163	PLAUR	THBD	HAVCR2	SDC2	ITGAV	ADRB2	ADCY7	KCNQ1	ACTR2	PLXNB2	LAMP1	PLXDC2	STAB1	VSIR	TSPAN15	KCNQ3	TREM1	NRP1	C5AR1	CXCR4	SIGLEC10	FPR1	TREM2	CMKLR1	GPNMB	TLR7	NRP2	ITGAM	LRP10	MERTK	ADORA3	STX4	LRP1	CSF2RA	CSF3R	CD63	ITGA6	AXL	CD93	CD33	CCRL2	PDE1B	TNFRSF21	TNFRSF14	NCSTN	ITGA5	RHBDF2	CD46	PLXNA1	ST14	NCL	PTPRC	RXRA	SELL	PILRA	RPSA	CD81	LILRB2	PECAM1	TSPAN14	P2RY12	LILRB3	ABCA1	ITGB5	IGF2R	CD44	ASGR1	IL6R	SDC3	ITGA4	UNC5B	FPR3	PLD2	HFE	BMPR2	AMFR	FAS	CD40	PLXNA3	NOTCH2	ERAP1	SCARB1	LILRB1	EPHB6	STX3	MILR1	CD226	ACVR1B	P2RY6	LRP8	DIP2A	TLR6	CD47	PLD1	JMJD6	TRADD	CADM1	NECTIN2	IL17RC	CD69	EPHB2	PTPRA	FGFR1	MCFD2	SORT1	NOTCH1	APP	TNFRSF1B	ATP5F1B	SMAP1	SLC16A1	PTGER4	RYR1	RACK1	TSPAN17	TFRC	DAG1	LILRA4	CLEC2D	CD99L2	TNFRSF1A	PTPRZ1	CCR5	CANX	DDR1	EDNRB	ITGAL	PILRB	CD68	C5AR2	C3AR1	ITGAX	CD4	CCR1	ITGB2	TNFRSF12A	LPP	C1QBP	RIPK1
CD44	0.57325380672044	-0.161539768630268	-0.132801661515145	-0.122474595025051	-0.12192340842717	0.11965787840046	0.656473919814504	0.276761103116888	0.452574936784411	0.0259810846475548	0.384754607864521	-0.0581742201875466	-0.0853443105685633	0.367852219195657	-0.260079214162095	-0.163725571526938	0.158771074314066	-0.203597649576584	0.300435979211257	-0.100926640586488	0.57380590161758	0.198614760609639	0.0313565024882863	-0.558514319485135	-0.213610666295931	-0.224337334450957	-0.0432161355402759	0.0324787387061686	0.406321502245364	0.718016978870921	-0.367168425271153	-0.321227128614342	0.0407697548099196	0.399135646120971	0.8016530348915	0.280292812014657	0.272866192669678	-0.0890500167435149	0.310763456708918	0.290821310670703	0.33318266571498	0.224348723556615	0.420161922673063	0.0218768459334966	0.199284064118385	0.405000926838379	0.0555843838461985	0.562051279159236	-0.203796719977908	0.0912063107150084	0.367508386827194	0.00610256732549633	0.746446624006263	0.778500300266266	0.445848469593669	0.308122084512365	-0.281841811367954	0.597301885697272	0.322077030321579	0.667995656503189	0.138397914871034	0.0097211024822651	0.348368184345364	-0.0202601203914688	0.192214682077057	0.233687937148156	0.261163126050256	0.664045419224176	0.88763735833299	0.32970923160978	-0.615398950165991	0.884127682843968	0.606227528815974	0.466892682371225	0.67037645797198	1	0.910069775262804	0.28927517912261	0.661613042025904	0.86302460038385	-0.299035438942913	0.710007421860832	-0.069014648807514	0.263951082824945	0.135721344115726	0.686801890312365	-0.187573087272232	-0.0815959932589958	0.162917213618147	0.774231503351586	0.162041909816138	0.47813938303489	-0.138654099862693	0.247787748658208	0.705902391296798	0.490421107418398	-0.336360379800844	0.541281636341591	-0.27770331830357	-0.231552554058272	-0.0764709333568766	0.0755279322544598	0.47114255731297	0.257543936876609	-0.43796931932291	0.37902827390749	0.558146730530677	-0.0246507540658444	0.176022365318018	-0.424517002716457	0.295633792456563	0.202479435654547	-0.144612879140231	0.276512861257901	-0.0340535458536913	0.236443196066795	0.390743266626482	-0.11464267365981	0.360780189589156	0.509658342227085	-0.00211061370125022	0.441137124945197	-0.451725013823607	0.264808097064364	0.176913312942234	0.0382531650389173	0.29941076984046	0.587767101344246	0.267410215603959	0.21596139689959	0.0524257907218777	0.0867425508262055	0.0374528217237241	0.383218499515659	-0.0109588945249596	0.180495025968889	-0.163426917936749	-0.0135772801184624	0.63659048826659	-0.164466522694318	0.0511802014320576	0.188140758552669	0.0750472983347991	0.0131314103459844	0.142998407014026	-0.112915818523968	0.302673245593764	0.221694571508477	0.228937508525654
ASGR1	0.413290865642514	-0.392285356523185	-0.373828836266329	-0.390723376703217	-0.346111330995524	-0.132213753640612	0.503561355380909	0.0451989647888874	0.2395491976754	-0.212189685833962	0.199411880188145	-0.140806911058687	-0.325582871966974	0.193262190729462	-0.522630160369932	-0.402528126082104	-0.0534807075258616	-0.444054281299361	0.0614038939326347	-0.333776476836444	0.423775206260512	-0.0569917674899647	-0.181102602061631	-0.623773400909753	-0.439415544940407	-0.48089693500438	-0.27745299048998	-0.191919373468658	0.208868161899982	0.634642118183798	-0.581356335335446	-0.547743157563662	-0.178432441292864	0.237006346507841	0.787120706545084	0.0660565013291926	0.0349614013810346	-0.344360209379038	0.0772665058650835	0.0858002185785703	0.160276310118511	-0.00640582791077909	0.188195951065793	-0.204083767461275	-0.0332942085910705	0.233991612786222	-0.213870604355085	0.399001011999665	-0.333884244127552	-0.126666198195061	0.162214513517518	-0.245175244821796	0.66533861606057	0.703554789636625	0.247726063855473	0.102659992069822	-0.520654626106594	0.449571785028647	0.132218856659496	0.540357641553753	-0.139861696840874	-0.245474578905409	0.114143854149039	-0.0224407097246731	-0.0217278324205144	-0.000669260052477551	0.0554280308001694	0.673218557119632	0.891052946779443	0.0781807697145805	-0.772924056399508	0.856298648029633	0.424459431388037	0.33282827790499	0.512896439728614	0.910069775262804	1	0.0485394803346572	0.518582707270198	0.893650509478477	-0.519725913034284	0.601037116780644	-0.30308180606775	0.0803760160683719	-0.123389138091393	0.589642533977418	-0.403970584673456	-0.295512725645287	-0.0772352142559525	0.675772980575169	-0.0254499863075053	0.295812841482865	-0.361547382117614	0.0582812326067693	0.610583325534994	0.320543202379946	-0.563161923261368	0.371535694750583	-0.475330588218532	-0.474612498505581	-0.32134142355099	-0.165443188239239	0.279140353922062	0.0315172099681855	-0.621299156450296	0.217343793163459	0.346761247702763	-0.276915922207317	-0.0666535664370525	-0.621484634560201	0.0517614273486302	-0.0793135949908602	-0.414634841862973	0.0371115246818918	-0.314416258322959	-0.00618454453850357	0.0996306556562065	-0.307624989020739	0.146827985321909	0.315687278550974	-0.275789479579746	0.231143809660698	-0.63562789525951	0.0415647604474144	-0.0138233581554385	-0.224982248841836	0.0117646348868565	0.537581792917141	0.0105986056649109	-0.0317933129016177	-0.200223383998422	-0.154947848859089	-0.068719324914545	0.141630288816314	-0.274785403364868	-0.101793982862791	-0.418486902663307	-0.301960110571288	0.53336128244758	-0.275137484312231	-0.173901995786631	-0.0387394380225148	-0.168746343947923	-0.209135665398283	-0.0787723212166021	-0.383544452190424	0.0364407933817115	-0.0157901493925277	-0.0437758995539686
IL6R	0.651134014943945	0.564284703435325	0.647428833133687	0.835302299526226	0.746137195747825	0.926991980596016	0.812122757006755	0.945700164886132	0.893687288926507	0.780593321249375	0.891375316185185	0.0877670689442711	0.826187071002204	0.712292991972791	0.743066957971563	0.77188633787238	0.725478278930283	0.724856093443875	0.887476601471937	0.742133651488749	0.763838315929347	0.915342814319609	0.740151572412921	-0.025217639014655	0.755446757419457	0.7178839515326	0.75128157677038	0.806180393097303	0.849667343810781	0.417293459803867	0.530925540679062	0.610631145064672	0.904105755190491	0.785588873025634	0.476225786169295	0.768617071859672	0.91720537638299	0.817733947901394	0.874041080847565	0.732099197628089	0.904492305710541	0.826122596029973	0.916215549670472	0.843734957953376	0.767993892130391	0.859134726659752	0.862860506426671	0.835518970356637	0.0760323041291155	0.837632900456159	0.850500177580654	0.736869013341303	0.625391885923062	0.634164068849708	0.817508857624457	0.720719418829767	0.694013673278692	0.738855254390214	0.810388052071346	0.771399048766446	0.845687454936311	0.719943008364188	0.867527100458819	-0.034739394664337	0.86883747585921	0.886166740797888	0.90660031617837	0.269817883045052	0.380726668633788	0.893004131691767	0.2982261475107	0.313910394151347	0.753906644837738	0.666974112358506	0.782287654259152	0.28927517912261	0.0485394803346572	1	0.564440964293508	0.00697119513375417	0.720198266459037	0.705693521381276	0.704725695370617	0.802276345797296	0.832707375767422	0.530631766559034	0.545531258441402	0.82844818668528	0.730360067425568	0.501872286225886	0.677655117974252	0.826448541022259	0.740940041880047	0.667681608393671	0.620513160819146	0.795910109440159	0.405457471095696	0.525623095363881	0.631726391718747	0.651448008511218	0.691480126424863	0.714584098490727	0.853656281466486	0.776865737914695	0.510916818186594	0.7943400765588	0.828997411947105	0.644459832574271	0.739676671287841	0.501499596831388	0.704559590203213	0.861609268764855	0.573929604210115	0.921752601071373	0.843173621715472	0.420766201393018	0.591322859227427	0.498544497288481	0.910871216296717	0.864550940051104	0.826776008394949	0.721800028921444	0.326668756293392	0.874904156935836	0.472295357219347	0.625677943678137	0.659052003057898	0.527630920812706	0.603552898417002	0.872211035919583	0.82289424492297	0.180489443597686	0.280651256857865	0.895915259815102	0.272714660758682	0.590811677313707	0.786320449345539	0.650603785750047	0.762443991645846	0.371029909288143	0.877897056748905	0.910068938857872	0.81822925257713	0.787977784199049	0.900709683185739	0.684740268853842	0.86931117897514	0.895520535928399	0.848638449177254
SDC3	0.743695464948377	0.292890701344233	0.213764483702692	0.338199046097872	0.308127601593671	0.458136428700081	0.781074661100621	0.580892390979926	0.766733749082607	0.461627321245018	0.624632581953247	0.105507026793825	0.417061245792523	0.704422608913776	0.252133012011272	0.299585281233545	0.554364649029946	0.22980469120811	0.642489886107696	0.360802404601097	0.867192101896215	0.554872577802192	0.466319494101822	-0.317193475120441	0.229135322405471	0.181716061435545	0.197574245330851	0.485981563970421	0.639395272753917	0.384917500329397	0.178446783875327	0.164835654241939	0.396694992586109	0.810272298918	0.792018646847562	0.643702392199737	0.683470863042457	0.295319188600353	0.689981847590866	0.732499647132283	0.64107179499066	0.624071264359916	0.735746597133747	0.352497129176367	0.613565850791079	0.670740374552604	0.474561056463552	0.747543605229905	-0.153537980514462	0.532682440970062	0.630266368632346	0.44015982929506	0.847538386274654	0.765067515085427	0.767457520644915	0.493652329663578	0.187014043432323	0.865331117962829	0.725123041503006	0.79752614183519	0.560496389435606	0.431470359688898	0.640479567838907	0.140961886541099	0.520713016464686	0.577320325472688	0.620336091060037	0.377693853416481	0.747120369447546	0.705738228608571	-0.0719087969771465	0.579621043212014	0.877341170242266	0.788912626300982	0.819143924322804	0.661613042025904	0.518582707270198	0.564440964293508	1	0.362649059516073	0.16407266699483	0.792085421313411	0.359059996689742	0.530704264164625	0.536504014642944	0.80718107965857	0.275672789347479	0.310549526224447	0.525091601814452	0.906856081759447	0.554342829908395	0.805849006459332	0.284936923835978	0.42326798416653	0.873669043760932	0.580888250582546	0.122954609757617	0.808903017573552	0.134054062399081	0.206397605627164	0.406555103177281	0.445448703950539	0.728432520092479	0.649314307238714	0.0332251734441029	0.648948220551332	0.70503993871053	0.35897944662718	0.540687788325131	0.0862949611181959	0.53773060706079	0.611736299810595	0.277920708503347	0.653672779071452	0.450189305741547	0.621526112979194	0.648159285008644	0.234854282213379	0.658462533625611	0.76237414093742	0.397786902094933	0.756054593474459	-0.00665253460093718	0.629456888938655	0.608548642100773	0.470134556278205	0.576933868141075	0.684700724310969	0.607884559873901	0.55904139022603	0.490707191473498	0.384687779575382	0.220162038201071	0.677735284077995	0.335315587542592	0.604929982656834	0.1751215000473	0.373821463062309	0.761895539125716	0.143056776064096	0.439563888018229	0.48369538981947	0.508922987866074	0.417860332015908	0.526953721440781	0.334406481124167	0.687434076657514	0.58146984286078	0.545799563172461
ITGA4	0.417061275846674	-0.310958049895087	-0.274913197307545	-0.38405676810387	-0.347131188059553	-0.166123752534171	0.389823203151427	-0.029096424061517	0.124473018478323	-0.229382353139039	0.0857383707350826	-0.0369999137745958	-0.372126921275747	0.0523140246288194	-0.492587750366982	-0.385819340491793	-0.0884921263950491	-0.397722795202022	0.0269941986107989	-0.307836184457196	0.226839369129806	-0.0686329832118444	-0.196686089691031	-0.514477442802404	-0.44264504511169	-0.41864367035739	-0.26451616480237	-0.222826416849522	0.167049606220075	0.701496938560014	-0.533112384980257	-0.496998187069802	-0.218112002409643	0.0781715926995601	0.564661364943894	0.0326321224007564	-0.0613249757610202	-0.313768919949403	0.00502634546968865	0.0134771448952557	0.0760946374467171	-0.0542557494571983	0.0935615020721467	-0.191031874497818	-0.094343636527862	0.0945889628621686	-0.21616219061777	0.299128390559083	-0.186310295995795	-0.192667086498279	0.0413653302339152	-0.267180925012525	0.537976323691501	0.544601099080077	0.144997461364619	0.0406130315864493	-0.475226048671806	0.309668745505852	0.0258645565851696	0.405403344065782	-0.116501516624391	-0.198021071653726	0.10066231222936	0.0111697098139363	-0.0834619349457284	-0.0422242664747219	-0.0333540091762796	0.706727036222524	0.74771372490281	0.0326036197337737	-0.715926723262967	0.731184919238127	0.288869429953937	0.150438060601325	0.396835290612826	0.86302460038385	0.893650509478477	0.00697119513375417	0.362649059516073	1	-0.50189630048325	0.474659266150228	-0.260712852027237	0.00148060411801149	-0.115897047533392	0.408454151386748	-0.421068234312157	-0.306770061246024	-0.139329376273161	0.515688327494511	-0.0817394626525794	0.146083085539958	-0.321595212165029	0.0211503582443413	0.427607869434328	0.298065220337402	-0.470383376934303	0.276962068865157	-0.48232036743751	-0.469118539573595	-0.303147903251781	-0.122306979016154	0.197837767294592	-0.00579397597019828	-0.574531695020628	0.137116165072671	0.322635624929585	-0.214648355196914	-0.056459781315318	-0.599140568652346	0.111136808460426	-0.0708543115313498	-0.349090598924402	-0.03065073442713	-0.329164334451846	0.00681920850298641	0.13289518964427	-0.225754340739699	0.0845211012123601	0.2191970560442	-0.259031366896553	0.185262757800803	-0.55625315186807	-0.031020821407757	-0.119623620644983	-0.213140644542132	-0.015733643109971	0.340863661921649	-0.0419408012102181	-0.0488327647950838	-0.207025383877904	-0.0626579812738643	-0.125560457795419	0.105034956844863	-0.179312288860795	-0.088768479886704	-0.367488141937466	-0.257083328949229	0.360908769827278	-0.283004155557635	-0.210161220400345	-0.094107608437867	-0.184912004409655	-0.257387039700262	-0.142650655713512	-0.357982013753509	0.00935826310496587	-0.0574804410305681	-0.00126774605507861
UNC5B	0.293540384898312	0.658032740356072	0.67641175138585	0.881555924892419	0.828425764214254	0.824993168440548	0.3605317093846	0.73665913961127	0.584299465967704	0.745626301676529	0.634937385570532	0.179140077553437	0.869159874281956	0.503764492141459	0.894997776905202	0.846242097242048	0.627312605730535	0.812012689774238	0.69057304368355	0.797616290623487	0.383844411608196	0.762832662294097	0.718121430701826	0.285737273153453	0.904284851094811	0.828697076294567	0.802074692343571	0.767168207594577	0.53759894208388	-0.080666876440487	0.743405006929979	0.796784021566479	0.843823387358521	0.540323182082132	-0.0539596463020436	0.572761028818072	0.716706892604183	0.822960172873292	0.641567019178431	0.545372281487461	0.66550685880237	0.673962829269013	0.623454061826813	0.76598810892868	0.608738213253482	0.600331730136815	0.838713082211259	0.473458918354408	0.185653334610037	0.78662512503821	0.595978850401501	0.787012788842841	0.122841524395394	0.12813861063922	0.515725592778083	0.526062773039994	0.827880907383505	0.349127135307449	0.574451352499325	0.3505468712782	0.778236012903455	0.69038812611124	0.606614658680608	-0.0563833168854781	0.710235673651338	0.744838876748043	0.730158881896631	-0.272291940110017	-0.201130754636275	0.67694017944373	0.68342327624304	-0.289733289047354	0.383027460344505	0.331328871698028	0.357254397477499	-0.299035438942913	-0.519725913034284	0.720198266459037	0.16407266699483	-0.50189630048325	1	0.270702140081142	0.710791611437671	0.566992639796623	0.736148967626038	0.117971320926584	0.565820710401134	0.8542102051217	0.698286020645927	0.0217797426367468	0.614551825779505	0.50790595190852	0.788781307741827	0.567436909844079	0.130372011315658	0.478952545976789	0.604534373060512	0.225267188811442	0.761295170921084	0.775829356027747	0.707208521034561	0.610551185323683	0.596322230516364	0.621048350928227	0.787618640857252	0.622377403239468	0.511256669565014	0.694610692628014	0.678033736584057	0.807036322519879	0.513807664507804	0.758564277465528	0.716616812381544	0.716569575655675	0.848108378259463	0.36067345714573	0.404283767258379	0.535866536179391	0.678088126696208	0.548689355876853	0.831917550234254	0.443858944919201	0.579182471449887	0.718746587491149	0.477008985696264	0.592087464406587	0.541424001251203	0.179787395798689	0.446561845896157	0.720999622329718	0.77509562819174	0.241105188950391	0.321770941425669	0.633869027832117	0.395868250885941	0.568360856970568	0.875138727975962	0.643391352209223	0.328321847869517	0.483386139558627	0.836501789232217	0.769764025100336	0.722652593743998	0.765143893109574	0.788660803237325	0.856044440184715	0.674813132352064	0.765360940745641	0.680917677203207
FPR3	0.672079770141289	0.128121401511163	0.177635140013306	0.357203086935338	0.319669254809843	0.610187486821591	0.905430257652849	0.738312452940514	0.822058680970055	0.435572927169506	0.816013747478521	-0.0696348732161964	0.460750770699176	0.755684435669004	0.23468366825591	0.306688827162888	0.54349810324235	0.22807289926739	0.664100470908309	0.324698107822149	0.875939903199176	0.620958967240975	0.416600581956674	-0.517377052894149	0.32249687624062	0.208148200522244	0.361362070902442	0.4858851908921	0.69152055268366	0.57061896500351	0.00345894414863096	0.0816676785769036	0.575012964498246	0.799865880792441	0.893104487833492	0.595844759843551	0.738969747879161	0.338546351765758	0.683051066758825	0.614385984741719	0.800413101431219	0.643395351475508	0.804306642473329	0.475547551321841	0.556347450650424	0.846129829027291	0.511311498673266	0.895719115239651	-0.311132879596991	0.559725861272442	0.772116654058349	0.424688181884527	0.844547796824393	0.938904527527548	0.739553369015602	0.545852743600529	0.170178685913604	0.849296859696627	0.717621222485623	0.919320987419706	0.538940420707148	0.324821912188756	0.637552840603134	-0.127984774972636	0.654227160460914	0.650260601616837	0.743069083032833	0.452145230164501	0.821600718778744	0.707387439650085	-0.248518520893195	0.707724873521326	0.864046985438495	0.722808131080916	0.929588857928199	0.710007421860832	0.601037116780644	0.705693521381276	0.792085421313411	0.474659266150228	0.270702140081142	1	0.296581179276921	0.605028891267698	0.470186552640274	0.765735082727607	0.118224559686207	0.46497627582793	0.588241580542591	0.795384378897464	0.499604793953978	0.844873824159989	0.261701583371338	0.474372027633364	0.864848197741135	0.737568824307783	-0.0840931266087555	0.634302379549331	0.165415406208906	0.183060920547369	0.288213373730348	0.35068818753701	0.835603837962337	0.629744839642919	0.000847704904178029	0.785614472314986	0.851263292129744	0.263049312218022	0.518688648188581	0.0407020387785412	0.478671280604417	0.57448354671234	0.132769771843472	0.706086519500478	0.44129985989583	0.338307885928767	0.421524751956628	0.0779237496980242	0.767795071265663	0.833331858618008	0.398075702284722	0.635103385496373	-0.193385181446636	0.703660627222202	0.461909658503081	0.275326480469656	0.4834849721811	0.872343774328686	0.453410730335792	0.626413210050169	0.456571121987716	0.0219919268612066	0.151648397209597	0.711530399096317	0.00815001223715397	0.374497103647028	0.320054528126665	0.209326073001031	0.937468264322352	0.101184999741229	0.588510731021723	0.707955595631	0.451565087919173	0.479771876584983	0.626324137004117	0.315693685855182	0.685066765191258	0.656470075916731	0.555627622123665
PLD2	0.644246503376698	0.873841227475046	0.856638383427651	0.867979447559127	0.888150904670025	0.79322163343682	0.464634412642837	0.708859820606789	0.692857438199611	0.913804867987665	0.623583182612471	0.571081853114957	0.818695897739737	0.596558663598424	0.880223570652714	0.82018923081755	0.818289584508123	0.911359232954728	0.842350268268415	0.849904226319624	0.507761649109332	0.859622287130732	0.888684299112975	0.442281495750353	0.808866090896061	0.872694216408141	0.721130566610855	0.862285541592369	0.725653624884506	0.0014524465796161	0.851544735898128	0.888374406579738	0.771421847607844	0.655831326863124	0.0422688906239531	0.785552380266718	0.715230572213803	0.874139768811484	0.75177096192159	0.795318758216334	0.661277740238843	0.850624532264331	0.704792036961758	0.68806854764499	0.775344569262418	0.566714142116006	0.833630515352476	0.50062191625101	0.453225791347733	0.798404243543959	0.531782809487755	0.77421388714466	0.342517307672469	0.201899680051954	0.693211309017693	0.680307924544592	0.873999893403032	0.488634898820726	0.586824557773235	0.458606031277471	0.863159267367285	0.90844068139015	0.791402058649617	0.210946557554425	0.722248800437071	0.820318314766887	0.751606623148513	0.0220243518926541	0.0335179804610381	0.790216558620519	0.712640404989624	-0.106912159417046	0.524396017997496	0.544744103321018	0.455890938801875	-0.069014648807514	-0.30308180606775	0.704725695370617	0.359059996689742	-0.260712852027237	0.710791611437671	0.296581179276921	1	0.68220291468885	0.881847797193215	0.304491782291585	0.677435379107384	0.771837429121608	0.689950819092604	0.271172704955861	0.72608799692532	0.596733678660016	0.882964789393272	0.62984749054239	0.297424476839613	0.61921706746661	0.784543131934232	0.418998706939529	0.789979503383171	0.741869862245282	0.873876190004611	0.764007947956991	0.624696006446954	0.78590036998614	0.779244766364891	0.584492493939072	0.585501868764183	0.903578798938911	0.717757494223691	0.780381384658582	0.716422077990053	0.753126487112653	0.848537208960802	0.788567197630601	0.855239804630129	0.523378611053104	0.625062008335786	0.841769878540918	0.749284517800895	0.65835092146275	0.792888926343497	0.701461984641109	0.714997651304116	0.766284104491251	0.493880119363913	0.787744471388756	0.564685510493648	0.105505573030987	0.60055810496452	0.729148861452057	0.884707792587661	0.371372435382806	0.502799623168885	0.776308073942548	0.489848735641598	0.698175131815684	0.773988053567839	0.800154217012363	0.385856388930885	0.481985563886396	0.799097907545943	0.654980310403253	0.903979260375431	0.778297409441148	0.826657499661931	0.773495827315703	0.767680655616017	0.789573228622895	0.826973534502761
HFE	0.692916080860417	0.552495417298455	0.628038712458128	0.735752382207653	0.755758727430579	0.826343465945396	0.751729811125874	0.838927932835013	0.836489834495408	0.774824589698467	0.82410589180188	0.241322267619413	0.738715870424772	0.582051145813775	0.636099082694234	0.717833200983044	0.806691393601729	0.726013161123666	0.82457906649705	0.723756474547682	0.759197384449229	0.834755786949536	0.770024680315119	0.14229435516495	0.677557938701239	0.661224313319575	0.720013295311152	0.785068481274288	0.739787173866107	0.292170840457239	0.545431499512293	0.615284361310432	0.817151362892734	0.753570083393249	0.473819608609492	0.796532382655784	0.805803792802028	0.750490208106856	0.819782588245031	0.724800972885865	0.823671174912221	0.801285718517423	0.839339722725284	0.682821752597107	0.691640891406575	0.789347887202234	0.732553681000834	0.777233811123366	0.189788616305073	0.817583398144097	0.753467799168527	0.685596994608086	0.596499043482133	0.57162809990118	0.820129241537939	0.704067371109181	0.650095262889699	0.718709697136865	0.648405804304855	0.734711098115	0.725573900496001	0.696463351078965	0.835736344509335	0.0607847371387876	0.821115276841095	0.840397263878986	0.852544632733047	0.312117772356369	0.390109427928849	0.812562387777886	0.30516828157875	0.257772291481353	0.704412979400678	0.782831946474713	0.681062128521382	0.263951082824945	0.0803760160683719	0.802276345797296	0.530704264164625	0.00148060411801149	0.566992639796623	0.605028891267698	0.68220291468885	1	0.793641316935487	0.62053334778507	0.481745920158056	0.751428676601742	0.659860161148996	0.511508584636586	0.644062993173175	0.797484938116709	0.697659360159914	0.651132182893378	0.593168660471289	0.718661579292224	0.383127483744207	0.478001165901194	0.664406417456651	0.644074328160581	0.617802631825037	0.643549176923258	0.762637227359881	0.720710449667759	0.4842919468044	0.696536386909228	0.678120870521655	0.621219266480269	0.597760151753902	0.513569480496967	0.598158306500272	0.682438633160177	0.575128506262277	0.849438751340133	0.75786924046149	0.362931046061706	0.497110516764977	0.595646119537071	0.840155089417166	0.817676919103024	0.760863620447739	0.702964531161883	0.398761533773034	0.833763447657894	0.364280309967682	0.636756821384038	0.51059465135318	0.459749028466738	0.525419753355865	0.77268636978051	0.814495481902629	0.0805598967992544	0.34292899035265	0.823223417243495	0.135828111698576	0.532630000652109	0.64606058078198	0.628516199969486	0.723754527189047	0.30389710521448	0.762395360122809	0.742955444066211	0.820160459283555	0.757913894726448	0.875005866535776	0.546079115012423	0.721194772083335	0.81167518432812	0.729002698645767
BMPR2	0.757466269205158	0.826859727476277	0.835629351399812	0.904084937894584	0.907025341485667	0.872655738923351	0.652341716256599	0.833970988291168	0.834501911279402	0.929539990553092	0.7526981126795	0.466675533382477	0.863781912358499	0.653109155601415	0.854933808832174	0.832131852729676	0.846036089722134	0.88679165198903	0.929600191815687	0.861175056883907	0.677467788310508	0.941123754054358	0.921064671304066	0.320923528233578	0.806570183921627	0.857538406902059	0.768000724425043	0.91193640475763	0.829422519775054	0.17026836914278	0.774587864406866	0.838836215266413	0.830024739409009	0.737780558155626	0.244824489323612	0.862893458224305	0.841367651716337	0.910800578989706	0.888240550997582	0.86465155591161	0.778943897952681	0.875121975568374	0.842328004573752	0.758626064193956	0.816350877677903	0.693343100716574	0.908782046757345	0.670130029024256	0.394433162081681	0.869167840738548	0.690561898241563	0.845054313392413	0.542508332003444	0.391216494172122	0.818541867304248	0.754800797611376	0.853356832890214	0.665077944095646	0.704609605819713	0.634362689523606	0.916977053391108	0.924819846015051	0.903367010397835	0.223163184215683	0.790331948075124	0.893028066501992	0.843326050516445	0.172506228364453	0.204117697604028	0.902999915594081	0.590838518498423	0.0858492719895011	0.6967378497946	0.694370643345486	0.640187848778815	0.135721344115726	-0.123389138091393	0.832707375767422	0.536504014642944	-0.115897047533392	0.736148967626038	0.470186552640274	0.881847797193215	0.793641316935487	1	0.494421653422512	0.659384074793299	0.788763440934186	0.746136995277403	0.468632541323846	0.784187746601051	0.743659107846706	0.884237765793799	0.695470304265368	0.475593460760585	0.739879180531866	0.693429755923716	0.559376554451245	0.765136239273901	0.784639144101362	0.865692846087323	0.865259205505968	0.752222334241372	0.811018646692163	0.669953379369056	0.684915707554565	0.705992866630266	0.892947225690216	0.801708527676018	0.686227799290844	0.791247606415544	0.86162936269243	0.818097867257295	0.886293679148332	0.909183733471782	0.5240121946939	0.728393332521088	0.809134661146719	0.85805331506193	0.803846644637677	0.875174857920486	0.798630095081879	0.612589504523077	0.849363609598347	0.556327142210969	0.817256022783554	0.672636276859535	0.247340342953286	0.658575424700803	0.84880591375552	0.935088457733495	0.376532168880669	0.472113139908705	0.910426424828353	0.494667954383032	0.775781163015457	0.781962080633721	0.841721996080173	0.551671039044749	0.531014953983029	0.843620720985865	0.748849293391893	0.952478927266243	0.823241995088305	0.910447832618619	0.782320534642291	0.857513274399818	0.87098098177395	0.889016827611038
