""	CHL1	SDC2	C1QBP	EGFR	LRP1	NRCAM	THY1	MRC2	TFRC	TNFRSF11B	ITGA2	ITGB8	LRP6	LDLR	GPR37	GPR37L1	SORT1	ADORA1	CAV1	FZD3	TNFRSF1A	LRP4	FGFR1	TNFRSF12A	EDNRB	TSPAN5	RIPK1	CD81	LRP8	LSR	ITGA6	NOTCH1	SCARB1	LRP5	CD47	IGF1R	NOTCH4	MTTP	CD46	CADM1	CD9	COLEC12	VANGL2	NRP1	TSPAN12	PTPRK	CNR1	RAMP1	ITGB1	VASN	AQP1	CD44	FZD6	SLC16A1	NOTCH2	MYLK	RYK	FZD5	ABCA1	MCAM	PTK7	LPP	FZD8	FZD1	FZD7	ANTXR1	RACK1	SMAD3	TNFRSF10B	CXADR	TNFRSF19	KCNJ10	MCFD2	NCSTN	ITGB4	ATP5F1B	PLXNB1	SMAP1	APLP2	CANX	ITGB5	AMFR	RAMP2	ADCYAP1R1	ERBB4	NOTCH3	PLXNA2	GPC1	INSR	PLXNA3	APLP1	CAP1	CD82	NRP2	IGF2R	LIFR	SLC1A5	TRAF2	CD99L2	PLXNA1	PLXNB2	CD63	ITGAV	KCNN4	PTPRA	JMJD6	DAG1	F2R	STX4	EPHB3	LRP10	RPSA	PILRB	EPHB2	PLXND1	GPNMB	PTPRJ	SLC16A7	SIRPA	TSPAN14	TRADD	SORL1	PTPRS	ERAP1	ADGRE5	LAMP1	PTPRZ1	RXRA	PLXDC2	SDC3	TNFRSF14	NCL	CD74
PTK7	0.797941487182441	0.796184990595152	0.742697956552083	0.81172742255182	0.849533251120567	0.831151957861754	0.733013908412577	0.82857080525323	0.844691331502507	0.83577488944896	0.829047611063651	0.825392231822025	0.848305981804991	0.677892495860256	0.789315272242385	0.717564563344955	0.769646792172024	0.736094701942887	0.715532018500378	0.826698524267125	0.862052806089542	0.64070245042245	0.839623698462359	0.748899366974109	0.826826309052254	0.837725988512489	0.845123007533496	0.825013622893878	0.755374574145432	0.723981703146647	0.787865647770331	0.815103544013988	0.792049681516821	0.797368285265344	0.831059515620432	0.701141665785735	0.793311140362231	0.855930257641767	0.832632264066051	0.796731528746526	0.826261651175775	0.793984163615219	0.807933509888189	0.844712225092148	0.813682964356209	0.786885021181232	0.839965065774261	0.767021959104818	0.860757778467534	0.558922897060919	0.728237421302576	0.762774332311266	0.847688325470494	0.809107483901331	0.827586849595861	0.735109980788866	0.857531121784808	0.847930143637915	0.608809154229412	0.789792096154316	1	0.832585242187408	0.823921252277894	0.84204732671107	0.776653171560886	0.814832368507612	0.801748891552174	0.837537088787398	0.809115143016116	0.848183212676641	0.830512795907437	0.768574464431367	0.83732015783855	0.849313249463885	0.803315043377276	0.722212866710603	0.821717718266238	0.82914525249634	0.80771406581502	0.828863259229011	0.753781165988671	0.863652752825917	0.75384462272758	0.647374880402765	0.805761469809969	0.833830982899197	0.822654635928868	0.836603841406721	0.468096436300307	0.818913515116284	0.769799871929442	0.818075712769127	0.805836175036207	0.83005115958504	0.789580326698144	0.788817743164063	0.759540090589548	0.752003997874419	0.824189751779485	0.818992506959016	0.860090213987228	0.790447804019933	0.824234301269556	0.773037457520073	0.880136636471045	0.813906274693787	0.844062479248403	0.73143862486255	0.821128872522344	0.723656161631145	0.83767354236065	0.73915467699985	0.788821950717481	0.730255525033468	0.713631502239679	0.526564932235265	0.641808346187299	0.826060834514206	0.817946837199017	0.736109768718118	0.752354128417257	0.587618497195739	0.755731052899158	0.713894666009963	0.739685921925961	0.798525151301904	0.798546530721459	0.755007590395239	0.303792257705514	0.795724645118104	0.703486851278287	0.837499622731975	0.238338836901109
LPP	0.853493954346773	0.882823811946642	0.765660885250823	0.858056646495333	0.910341800344397	0.920218794112328	0.832330873274406	0.91521326197663	0.883636824806648	0.872487478420236	0.924252406091681	0.942766459843851	0.931514182459635	0.824192805216897	0.904107637527852	0.78628300370414	0.86877361058973	0.80419172105604	0.691437283935338	0.937560079139628	0.911996497161187	0.64394603652243	0.941286328309882	0.801878647370013	0.900902763516741	0.922999145585968	0.913097348527747	0.875364593925847	0.850560597631814	0.814375875998269	0.883093740213169	0.911294461936564	0.869556582130767	0.870814422762677	0.90102404229769	0.773441050184646	0.866863288686377	0.905395713383911	0.845608009164321	0.913072874361976	0.811982710387995	0.873298803917957	0.907300465320932	0.941200856608248	0.872497655904081	0.837514683397388	0.896720566706789	0.80114295368604	0.934244034936808	0.575295318966897	0.869185621189516	0.906787857263807	0.926078064891264	0.838300569431452	0.932002767763237	0.887901987919754	0.905083230615625	0.931981484821666	0.664477586757415	0.916125400633971	0.832585242187408	1	0.845359078766257	0.907856636860574	0.886884999631801	0.885228748136301	0.77900175338845	0.869130981745366	0.910082445274653	0.863643364755989	0.875346544223323	0.870622539816014	0.899168366684798	0.921346003144028	0.851990595063177	0.765887938385043	0.813878220406917	0.884044904366479	0.923033739978244	0.940122108377862	0.884340969246897	0.915357040270945	0.762719204850404	0.747065425222892	0.888245723800123	0.844251041337961	0.903159618786843	0.83028548010681	0.594789000585272	0.887224406121487	0.856566528890868	0.850575077433406	0.832611105261526	0.897969493078558	0.906669711570121	0.91091973180258	0.724890194541966	0.824594025780689	0.898293983086928	0.862605431470549	0.931195105059806	0.849887155623812	0.952728955863285	0.80619128003157	0.925320932909315	0.854181166405248	0.8955643032399	0.861692451535122	0.828262332837266	0.811896862609206	0.939011848264121	0.738983707458865	0.907181005356775	0.834220565520952	0.885553665664539	0.626950743865552	0.820699084107842	0.910031422150663	0.921709731270767	0.869730640578362	0.787631812480484	0.779001008675796	0.821229838038734	0.824517968828805	0.853775347006789	0.923566273301189	0.831450752566328	0.820886155832436	0.525878689570422	0.872556720385608	0.814476568692398	0.896066592470377	0.460178220689235
FZD8	0.798234161915913	0.815515968780423	0.673911569241201	0.725598513237502	0.798917904863165	0.852767194201056	0.711166066964125	0.822498005279343	0.785294994922713	0.794208425804277	0.875434601529183	0.834089860717356	0.866198181169414	0.686001147330816	0.855920374409933	0.626929974911298	0.769932783846281	0.703720293145034	0.74411244515444	0.819163116774966	0.867719904736716	0.576941340483833	0.866283856130725	0.736919498197298	0.800107057497521	0.835698416627508	0.832333838400307	0.815670603324569	0.725095893693079	0.725718226810269	0.799427631616204	0.790743604088003	0.765452372932244	0.777465214171228	0.84097845285908	0.698342046240405	0.769729922898791	0.863574972199135	0.808335424159769	0.824351790956625	0.774546184880255	0.865748590544296	0.810151153377392	0.868055632039238	0.755539207591722	0.803412984173985	0.836060867099288	0.748469302792228	0.834814670746784	0.621086635521761	0.831226922480861	0.822026917896197	0.860777392667941	0.780786757070862	0.851230183648947	0.800115896477166	0.85055868299376	0.849384297539278	0.629798936640825	0.781861521713879	0.823921252277894	0.845359078766257	1	0.840004843254662	0.808363289757319	0.796239976617017	0.724829644655832	0.783292777413134	0.832954285660953	0.792136752120139	0.823107984937286	0.769366143605017	0.837627131882684	0.815897317767019	0.851638884599986	0.66625717342163	0.785595742136528	0.761812561900937	0.808379662917477	0.807550623484575	0.738231565383398	0.827851913018159	0.674801291991165	0.640481325639449	0.796901560383788	0.797830268829086	0.780865375499962	0.777761412671632	0.405403676330237	0.826796381320398	0.772361519565799	0.773098964171207	0.712295391159137	0.833061592862702	0.800184590261373	0.80416258061482	0.701760693218899	0.699981337488747	0.811255894288965	0.779554016400788	0.850728419286011	0.763813841468325	0.829775964466822	0.704362859994577	0.840029116165021	0.75976290777666	0.799214006159132	0.758736520265337	0.768575869550149	0.674823741516462	0.872485996609453	0.660091416996496	0.764329206876784	0.728035620619058	0.706570941795524	0.521904380762029	0.630962983788518	0.763518407158863	0.822418034458317	0.672015403873732	0.78505560971319	0.581949764461669	0.695876637842757	0.741310026751131	0.729527516879679	0.783764885134984	0.737477046417247	0.643939535401713	0.329103692050287	0.746967846383686	0.715880703809264	0.784415055876421	0.235430539883696
FZD1	0.816941303071037	0.906518816792207	0.813093968477908	0.845264834265762	0.877345501601359	0.885225264637585	0.881792413600628	0.932465992107334	0.873013458105794	0.88618949533233	0.904812613159436	0.920309658153724	0.901074872046719	0.825079677767196	0.910899585770651	0.778711469045674	0.862169832038832	0.798641361760313	0.718916562864196	0.929978706336199	0.899556640748749	0.593328856917504	0.940908205629789	0.782753026824631	0.92396912364804	0.951505596722819	0.892516773565468	0.900455171613462	0.87132664222513	0.810012118884559	0.883660550040245	0.904766546915205	0.881160698743239	0.869714164469212	0.937738008732486	0.720609742999143	0.818786036678743	0.923031191470205	0.770608360518194	0.940611569382738	0.839748138932859	0.822084052623054	0.867608003154723	0.895965039344262	0.895167171800476	0.761420491700694	0.874964491754314	0.858218465699588	0.939489471869598	0.697640729097789	0.845612746240382	0.836315597278698	0.911248125504924	0.813471951924035	0.918735275325959	0.889370745717251	0.89807951982523	0.90262094369123	0.543860848082928	0.904800698882827	0.84204732671107	0.907856636860574	0.840004843254662	1	0.856378272568055	0.884560878505973	0.803906047066808	0.885072628380718	0.922862276987984	0.852172671574618	0.878761203244628	0.886103431026733	0.928338462179351	0.939651447106619	0.8227627590089	0.812270824826659	0.900426369511418	0.880020567573878	0.931608673295061	0.917111076117411	0.858746464576651	0.941269124644023	0.828887468950664	0.754605854442325	0.86153375484312	0.850946425690168	0.852604650179815	0.878894058351046	0.447605527362118	0.894089339522583	0.916797500341145	0.847058433631062	0.837577385523419	0.913828693420366	0.795100100839829	0.892030471398812	0.710206452439925	0.820518517241031	0.922624073651964	0.859285468814743	0.915030494381799	0.887942290672403	0.924483211153303	0.842114288019716	0.916016501101452	0.87345166098378	0.912990510983423	0.842002052359134	0.820318456437936	0.830653714323687	0.935318467509135	0.813750948105691	0.814993756649338	0.895423666492742	0.826380004469125	0.488833826963831	0.77541185079902	0.91600729108835	0.878559708015105	0.814391437533376	0.817140142913661	0.669393052565718	0.786879519107351	0.750238122977775	0.860829032957918	0.911399452269103	0.796233957295053	0.764248120178693	0.369099024187077	0.88364105201071	0.709865564786519	0.911046126316466	0.276755199590729
FZD7	0.80451646281854	0.896487947750157	0.760403040516999	0.787148795818102	0.846138904013446	0.872180999201734	0.804819087971187	0.865237253787412	0.83680502067249	0.851349293830186	0.885618512830664	0.879705483564847	0.874291517734125	0.759866514555181	0.858726843645352	0.711598036959373	0.841699321664622	0.777406418568135	0.75890295238093	0.864505768910005	0.883683642223843	0.655389393455602	0.91197586486625	0.829652516566751	0.833125170651887	0.867994652312901	0.882975367661183	0.877543519611314	0.766761771483883	0.774295034590541	0.856941332449006	0.845167355812497	0.835294685416191	0.774309750614905	0.881909171279693	0.7485133801706	0.818429643099033	0.853860094674096	0.787093847775659	0.877207105862378	0.827133702148124	0.848434775720761	0.867867633041533	0.880552052470422	0.799554450198811	0.795024828225245	0.829162193958377	0.79848214687671	0.866575147383094	0.670015738922994	0.880540189245967	0.86941253713594	0.873193387641691	0.856689377234071	0.889131559994427	0.839420177914979	0.874310398399243	0.882094413414375	0.644635521917088	0.843836999574645	0.776653171560886	0.886884999631801	0.808363289757319	0.856378272568055	1	0.842227890870892	0.801218637463117	0.789876076080176	0.859225037739775	0.820517301187278	0.803934436234906	0.81141564416717	0.891671419289389	0.885531822524441	0.793592219455544	0.781789750127009	0.749527277773235	0.843433739432844	0.859191660013373	0.895923066661429	0.837264928371866	0.875192784035829	0.744360075121841	0.725242227598998	0.834389622223405	0.836813536056011	0.800286519483595	0.819436619525494	0.505482721340446	0.847901144181243	0.839817590034547	0.850953482178836	0.774044399470655	0.830490371680097	0.832285651269583	0.863516381627352	0.76380817439882	0.784766134621532	0.855198961300736	0.811617990367161	0.876357921174155	0.83648480701926	0.867560356633533	0.75284946599046	0.866612344836593	0.810665806827711	0.830457103410557	0.810916412854339	0.837045209629249	0.769001817431295	0.901260510943208	0.75242941945168	0.791688197995238	0.793542592788494	0.777607276207934	0.569141715627636	0.716051307401257	0.826181997340747	0.88190064025583	0.774292151226271	0.787526438519744	0.687582806549239	0.759976269699664	0.749500540517222	0.793099049425589	0.885481015452799	0.753187901114907	0.775706554031536	0.418018071404879	0.795524877755155	0.707320030506232	0.869674878082448	0.327078097301258
ANTXR1	0.774216667319439	0.901998259056364	0.756511733656957	0.914064507243158	0.939404979785665	0.830063100406903	0.805655852849061	0.885158395315542	0.93292460185163	0.917691169919759	0.847328338989986	0.923230962583894	0.897170685384341	0.89658879779164	0.88008928250253	0.783658721917629	0.780308968131901	0.734987568172333	0.639285778039194	0.949918458767755	0.882733592993269	0.766888605291879	0.886343491174753	0.796654159090257	0.915063415196545	0.906706669978459	0.844724514172038	0.857287112767418	0.827798421242224	0.754898682603301	0.784650411064956	0.925990741662841	0.900286092361876	0.889013229155012	0.843397746474426	0.836367896666708	0.808236399341065	0.899774327286924	0.745027973906439	0.879820819039884	0.879837402078524	0.766526338437149	0.890154929259922	0.822955651842611	0.895098645848877	0.789527809767831	0.871706731464748	0.759480126017251	0.877872826400325	0.507791832078714	0.820055435427489	0.794936475881903	0.862795673493953	0.880205589707192	0.926195172809726	0.808665113772857	0.887766978552959	0.908705839527085	0.634926725906862	0.850902828965264	0.814832368507612	0.885228748136301	0.796239976617017	0.884560878505973	0.842227890870892	1	0.82974814115524	0.878607689582288	0.945679569543131	0.86957047213247	0.869952196039096	0.888928374080014	0.860477911431035	0.914022460205719	0.738279931781166	0.75038811624317	0.802664249272826	0.867652750916214	0.916054878400413	0.92887455597261	0.806197660490295	0.899288016937855	0.791478896875112	0.798662776161556	0.862883234684741	0.874381990457414	0.828700526998814	0.80701142510275	0.465124426994608	0.923984240178163	0.800959391045406	0.793206695336687	0.789244370876984	0.87046221032447	0.80884950327296	0.881772122609732	0.693449912602262	0.739182791251329	0.874196597128122	0.834891098274224	0.862703890645554	0.850758902656814	0.893283286350018	0.869345988052947	0.897783441338559	0.840114064082673	0.927295534075066	0.847091441984484	0.792608942398318	0.846111484324147	0.912477863815867	0.784835811480676	0.82121095797537	0.810823080727978	0.735288163297426	0.542092703890796	0.773039944819937	0.904125596076614	0.927470618325869	0.794685067470709	0.73654695767204	0.607769457366062	0.813539953711362	0.751134456819078	0.866445273893585	0.86007026230835	0.800449047871092	0.794885642967487	0.338386774846777	0.872755203150632	0.634461269732684	0.886447965569936	0.259106660993705
RACK1	0.750027497970748	0.827003799588944	0.919913336829782	0.844497943510124	0.799006621185928	0.758328212405376	0.820493688863906	0.774710310990494	0.855099727599051	0.901588760009397	0.794828262949732	0.843558700261071	0.793859781394051	0.66725919619156	0.761331115656567	0.778415964561967	0.756971973456393	0.775004574466685	0.789260700500297	0.85040319918535	0.878325594573423	0.655231060891058	0.829411664310158	0.864809255990209	0.852560618485638	0.863482855273668	0.849022503621828	0.915258483483214	0.800220909618407	0.858159504446402	0.74882144391877	0.812131024201163	0.835551346722203	0.802464027255504	0.864993933989645	0.631018248018372	0.79365195266788	0.825271603832662	0.73436955044167	0.824839313373932	0.924812822956509	0.693591284659132	0.807678102989571	0.762557344899911	0.837297391784306	0.681612845611891	0.774897241530303	0.855524278558425	0.859324319126694	0.610685479844597	0.685789562117399	0.686120457595702	0.7966621867002	0.854637903634846	0.821978082301619	0.707243419113444	0.877332795490372	0.844473661104787	0.524624943496455	0.809164774373856	0.801748891552174	0.77900175338845	0.724829644655832	0.803906047066808	0.801218637463117	0.82974814115524	1	0.806115215063161	0.814811447888898	0.873434711947722	0.812858798265667	0.793134115682132	0.89756805339465	0.862320255203717	0.690574573000004	0.927196994907643	0.750201999025738	0.931184422172563	0.783546443005649	0.842396229202258	0.714191736508978	0.882379458462628	0.886674293849636	0.692088781141393	0.785434902305483	0.818533204831442	0.707121028331904	0.820325682958923	0.373746990400358	0.78464061515068	0.806304076911981	0.920301078643447	0.842511261315203	0.782471228265175	0.677139523567625	0.790545128217958	0.760617016412655	0.840555181435438	0.771823823496948	0.732172662819823	0.77830288484898	0.915908492877888	0.783141139614407	0.853297205729674	0.86346566193956	0.91670171602234	0.833526604650103	0.742928363738923	0.9331542656707	0.782726080668593	0.851670388224255	0.958240533623272	0.717801872149766	0.706684089523486	0.620811158190756	0.382838164740064	0.560273688051189	0.80074514985852	0.783512110338418	0.781029516778187	0.880308843850783	0.508150032753728	0.745121834551042	0.629555507042092	0.785785974781451	0.847068055925642	0.734626670735031	0.806930770428464	0.246788978813411	0.780331675222516	0.638469442107215	0.922459955628917	0.218636766770818
SMAD3	0.821128703275816	0.842091546904781	0.760243352051806	0.880434478371731	0.902512167247367	0.87029519325392	0.795814351928666	0.888799263114965	0.880750167125277	0.89133465615779	0.863130229233365	0.907469870209482	0.904727289128174	0.811534412569963	0.871474338530841	0.806199066974146	0.802629686936563	0.764702297745395	0.643577903187714	0.916679293044195	0.876345444662154	0.613965474425792	0.893563294871983	0.754942370878966	0.881223548988617	0.898200924342967	0.862187345547362	0.852341731641896	0.817476688745359	0.742995983922589	0.831770532082517	0.89717680534656	0.829185240410628	0.845277805202503	0.847941779054422	0.744462602049795	0.81777762307505	0.897368538686725	0.826289751028012	0.867810205400088	0.82426744472033	0.807724682908885	0.858767881483814	0.864638296465803	0.889282725792518	0.786227468564072	0.863823493977978	0.786933471334202	0.896613572860304	0.542109750612269	0.768064613616364	0.80871711799087	0.875601491963081	0.808915447655419	0.879128760310668	0.830008231019961	0.902237334658118	0.902982480558136	0.580006751625707	0.861008300568632	0.837537088787398	0.869130981745366	0.783292777413134	0.885072628380718	0.789876076080176	0.878607689582288	0.806115215063161	1	0.895588989664895	0.871784015614612	0.883467180037684	0.873192334155357	0.857781806068887	0.892121618994293	0.779498998252336	0.759888003815296	0.818825637919241	0.859231999481516	0.8983988041175	0.90313821731851	0.802104891253193	0.900771889266597	0.781256232386832	0.740375175526533	0.862770741009735	0.824968515794246	0.848562812895693	0.818232187350763	0.48948957517372	0.857146950963509	0.805799537203541	0.819628592432491	0.810040877382852	0.883234136390636	0.808841286592586	0.872268624031715	0.649899817837748	0.771545115292891	0.868864682469618	0.847056006910133	0.862009552619727	0.842798927445243	0.896339347445247	0.862045873236032	0.916365884144989	0.840490679185213	0.898413534733155	0.833938328456248	0.80082126328344	0.817651341361954	0.887102812693816	0.753036981429206	0.832508400017364	0.823511162208493	0.781978356983904	0.513589346375527	0.786600445755834	0.883700614891485	0.865175416951831	0.808546519176725	0.738914201504986	0.63901337994	0.8266931190864	0.772530428957713	0.825639150199527	0.845821852996681	0.853488581467407	0.769955317638966	0.38430679869595	0.86988652415514	0.739432835179284	0.878126350714473	0.30463231628587
TNFRSF10B	0.79737523012471	0.923250785711619	0.758722341843964	0.906387174650448	0.92709499486788	0.872709058024515	0.821190411079457	0.903213707934509	0.932041611010207	0.921246050069634	0.886298015832402	0.948677089973571	0.930916244364572	0.908646907642201	0.909565398830062	0.780711003796439	0.819660726063342	0.741209589372837	0.678986087393681	0.960526438359588	0.901272030242478	0.706563826981816	0.922914176671427	0.815739453281006	0.929348585669017	0.92606757213755	0.867438025282288	0.865206580073786	0.847965386325322	0.77279719124441	0.831483736127467	0.961601497767428	0.913929558295536	0.897042192035984	0.879615680240714	0.8258800443471	0.838557184968278	0.925938107433282	0.794736770632387	0.912785229470236	0.880946909029986	0.78814703838664	0.914303749365163	0.871432850718444	0.904967914321881	0.809021884451561	0.879522134507828	0.778710921721116	0.914319809300333	0.608862527167288	0.840938854203191	0.822397526990713	0.914074749087199	0.887745606820074	0.948435515971212	0.836437944167639	0.923711251538211	0.930871819822864	0.631894063578582	0.890838186521131	0.809115143016116	0.910082445274653	0.832954285660953	0.922862276987984	0.859225037739775	0.945679569543131	0.814811447888898	0.895588989664895	1	0.898873679265491	0.898728482188609	0.908610348070923	0.897925335936221	0.930841547799165	0.773256327708559	0.765955906477423	0.86031460043256	0.87024936603262	0.936764641570146	0.941141501930405	0.812525410311757	0.923290451993876	0.806092660793403	0.788933085301436	0.874497174213345	0.879777270501182	0.855458779499051	0.835382088527949	0.501096675994366	0.947214103203254	0.839761252928206	0.823531847540879	0.806038035103384	0.917241678170724	0.846858915538459	0.909063065154654	0.705770377494679	0.74611028192335	0.91976537702836	0.867671069694618	0.895044593306873	0.859648266252136	0.917121251983511	0.865812772203654	0.923080132551287	0.856623487537514	0.936071009941088	0.877032194599671	0.798223129320714	0.865763107339085	0.941511544823399	0.772054808841646	0.855466131725238	0.849862763052685	0.786978971904155	0.556541249673779	0.78829395706229	0.916271732634393	0.929310201477989	0.83352437852036	0.757749123752182	0.649647435078256	0.828637237033756	0.777597263253886	0.892315673311189	0.88068513557404	0.815495651565496	0.797167066581347	0.390401423084321	0.883206039505919	0.689438808704515	0.894751312732448	0.295172519969405
CXADR	0.887100091167702	0.809436545996465	0.855928654098785	0.944540754077875	0.91203946725454	0.884527428706809	0.807839808539257	0.871790404528381	0.925763519565219	0.934244883231025	0.868042619516787	0.923961881758893	0.913222201444592	0.772791574544209	0.853802081504984	0.857588555951207	0.830851261641575	0.827124619596023	0.678534335455379	0.912376028192279	0.93275341807279	0.674512010299255	0.875809027325026	0.813400503936526	0.913482937815782	0.888479388326039	0.915272178380873	0.889274154228217	0.874828457862732	0.81481963287912	0.837957552699862	0.914959905337054	0.855209579428644	0.854144709026666	0.871113343626234	0.713416472338017	0.902738963475058	0.904581810993116	0.89665642757857	0.869466700196537	0.905483285492181	0.753059095504657	0.896609836106458	0.863715062705459	0.907274616685545	0.848727282883624	0.817780717551552	0.838311954703479	0.908275600041975	0.601917276582839	0.732398648308098	0.736176436379346	0.911521446460905	0.863481989792883	0.90227209710322	0.749834884161337	0.956195202836398	0.940732763810184	0.577716219591979	0.856211969861276	0.848183212676641	0.863643364755989	0.792136752120139	0.852172671574618	0.820517301187278	0.86957047213247	0.873434711947722	0.871784015614612	0.898873679265491	1	0.92622227530378	0.883335505864442	0.906243862138218	0.89606921558678	0.807081281726896	0.836877939492402	0.872371176492021	0.916582303637062	0.85365100441846	0.898013595629103	0.754107209710032	0.911779937034172	0.859138626035142	0.742976903305187	0.895422197420542	0.809193852137156	0.813851958933819	0.892419656156625	0.472125745422451	0.859804084480723	0.814501859720652	0.909677603907764	0.89601057705564	0.914460913770901	0.838817300909429	0.895075848714044	0.708399203368013	0.820227615242699	0.874274691623562	0.844068722249025	0.874766442893003	0.881982655330042	0.886791198069617	0.845319187854106	0.944057760710131	0.919331375028966	0.934936836372834	0.784718703961275	0.899339924048089	0.850388283396382	0.901396430364577	0.814334126748117	0.84198040614654	0.772219208698043	0.712138014578816	0.458773441896756	0.671426450802644	0.874772279901031	0.843802462806868	0.848726924180792	0.798689778370128	0.587865184356639	0.871763952836747	0.821137290322536	0.829847434711608	0.87893157134433	0.907125415525383	0.854219920733957	0.327971824208351	0.884753646635878	0.754088892361633	0.916159134097575	0.272623846214037
TNFRSF19	0.912004534907651	0.821862627780726	0.8198450503912	0.92748773525009	0.908237528184273	0.915536424773572	0.815749908363371	0.901075782497261	0.883424337232941	0.918844263195821	0.879784505462873	0.943860775295512	0.933078527044657	0.807282176950379	0.885622675340754	0.872004010234406	0.872760412227427	0.843562287062311	0.619709838479234	0.93387777910561	0.926662662788523	0.594877457336357	0.901097313601053	0.752424629061861	0.920111582239216	0.923716252765445	0.900350178929412	0.885702979927441	0.866179556896885	0.818195725370263	0.846674875164547	0.920943417913479	0.831808945627026	0.872481852322865	0.877371935858842	0.668143269393121	0.844381338653878	0.948835144541579	0.863504321365543	0.90506360953066	0.863506907318643	0.772512203869468	0.905027010157911	0.880227743601116	0.920439608238391	0.830425712305939	0.838078301702203	0.850094937450554	0.898246859324699	0.612878544839173	0.742104276422668	0.762828271709772	0.915606223338657	0.811931850797404	0.914358140172156	0.773825444236903	0.93443355779875	0.942442482056874	0.502254882793081	0.856038060048742	0.830512795907437	0.875346544223323	0.823107984937286	0.878761203244628	0.803934436234906	0.869952196039096	0.812858798265667	0.883467180037684	0.898728482188609	0.92622227530378	1	0.924823835313827	0.904636285847617	0.901789143096685	0.84257089685207	0.815882196258176	0.85948000257222	0.899262152055008	0.891403811370198	0.904307580762438	0.79467768994116	0.903609629853155	0.809604180486758	0.745580605319684	0.898321745677019	0.796852128876933	0.792006760725339	0.85468991660445	0.399947150413263	0.849623867133568	0.839385757073869	0.870988964039946	0.846378879197477	0.917018519126267	0.826253061751439	0.929941032204231	0.618088399021173	0.810250034617379	0.894519995179881	0.833150815660913	0.875535612015285	0.8813908832359	0.913731522207152	0.855714995122217	0.955859419112304	0.888903867902939	0.947182284066466	0.783528762638544	0.849013721040106	0.865420333104176	0.916809242876741	0.774754094118466	0.872537331425598	0.804368405274425	0.732243383732779	0.429843859792791	0.721610234717813	0.84522668589009	0.852348921904399	0.833413611236733	0.792779316515631	0.607380796830304	0.854887369630107	0.846392783492605	0.855842390146545	0.877318944377137	0.915667156894737	0.78300934582964	0.317045265408416	0.927446522749938	0.747849672201736	0.891507718719424	0.251366830322322
KCNJ10	0.903485654929296	0.83611372256622	0.834030076540817	0.932936737136113	0.92268629224083	0.895823916324238	0.882495139683208	0.937724386363657	0.87647341666555	0.932346130821164	0.848276155629648	0.956701947409895	0.904298951004559	0.884400568577449	0.927675427051735	0.914388392425722	0.876398501846441	0.882360355338569	0.534423029816162	0.960998681598884	0.92649774747453	0.57240446878206	0.908804840120801	0.744753473450719	0.940907513920865	0.927757974644702	0.885074452682057	0.907770214485651	0.907594885678708	0.798825049231726	0.864896798410171	0.945501797436424	0.836324446080275	0.86973310301294	0.88065220744867	0.662970148457383	0.81033562122276	0.937642977390477	0.794230341438255	0.93994591072098	0.85029886724532	0.755741187810146	0.896707819568236	0.843029789085884	0.950033749989928	0.771020313576883	0.812026854221043	0.866695235731601	0.899498324347761	0.58169898544226	0.760811880708357	0.781305381290948	0.882222198927383	0.775170391944301	0.923096297491509	0.82253648789683	0.921921352563783	0.930955943191737	0.408850980362583	0.861683831494388	0.768574464431367	0.870622539816014	0.769366143605017	0.886103431026733	0.81141564416717	0.888928374080014	0.793134115682132	0.873192334155357	0.908610348070923	0.883335505864442	0.924823835313827	1	0.899610067832434	0.912678533806831	0.808198880069543	0.832408319784914	0.8404626265839	0.906165071833938	0.925998123639466	0.936991603348477	0.861202314594656	0.911485182527782	0.833039081591182	0.86218231796982	0.923611845989006	0.785082069886637	0.771674797280398	0.834006243914407	0.372991387456816	0.837310572898082	0.86819089416231	0.83958509885161	0.818058976378792	0.929171400578104	0.78275993889067	0.961859852459577	0.539499118320726	0.831292722934615	0.914057206604873	0.855709587412071	0.863441426961685	0.912698590978799	0.940548766628617	0.905541821543202	0.939280453221552	0.85143382781925	0.952357679089952	0.823683318387267	0.822063186887776	0.907403235338804	0.935884613831247	0.785228485729614	0.819556652428149	0.87014137702495	0.768149212024492	0.351175548259132	0.809485764821256	0.863979753727986	0.866285138538297	0.82943380561625	0.775446665614212	0.638886403972332	0.840898695199113	0.811869708372972	0.869878631766801	0.907635480702511	0.91126562573592	0.762301656598827	0.321220461578518	0.959463872423697	0.741222414815397	0.897725871767307	0.251597112019881
