""	SIGLEC10	CCRL2	FPR1	CCR1	LILRB1	ITGB2	TFRC	APLP2	CXCR4	VSIR	NOTCH4	PILRA	TLR2	TNFRSF1B	ITGB1	HAVCR2	CD9	TNFRSF1A	C5AR1	TLR4	CD40	CANX	SIRPA	CD4	ITGAM	ADRB2	ITGB5	PLXNB2	P2RY12	TREM2	CD74	CD81	KCNQ1	TNFRSF14	PTPRC	ENG	TLR1	SORT1	TLR7	ADGRE2	IGF2R	CD300LF	PLD1	LILRA4	TRPM2	UNC5B	ITGAL	KCNQ3	RXRA	SEMA4C	ADCY7	ABCA1	NRP1	LPP	SORL1	STAB1	SELL	SMAP1	INSR	LRP1	CD33	TRADD	ITGAV	SCARB1	MCFD2	CD93	LRP10	PTPRA	PTGER4	NOTCH2	NOTCH1	NCSTN	CD69	RPSA	C1QBP	NCL	SDC3	FGFR1	PTPRZ1
NOTCH4	0.756906062019977	0.734065686178288	0.760203376713417	0.693207056896585	0.78099109867429	0.704819781095874	0.7596911827679	0.818334227312664	0.767484345743391	0.690507473445092	1	0.741547194882036	0.783890860942277	0.800593878816763	0.824047029430019	0.760742181156591	0.553486643643051	0.658544682213416	0.732757596420389	0.727542974881766	0.690600843399594	0.806283544583896	0.731278913234276	0.788514509653066	0.708668883220405	0.758720188795697	0.682928890476758	0.735219166486234	0.585982436851985	0.638841520407159	0.785497359749188	0.736019116745099	0.637000776706125	0.719122744692593	0.842191023170547	0.784599718262099	0.677597423618012	0.813660217685918	0.68357967068027	0.767234255771067	0.737904974325111	0.629067145794799	0.715941688857857	0.544890902812031	0.770092773929336	0.669445094041904	0.717790182729266	0.681757928158697	0.644574364643925	0.571957833114444	0.678975563234241	0.8178166390834	0.577236957089032	0.860032312853659	0.777231025241553	0.578052109110777	0.37600095464185	0.809711702996309	0.718795088453695	0.802036068050778	0.695575041713261	0.741314893669313	0.71318069956991	0.763960824347599	0.779210710926747	0.412078427394969	0.680885076161561	0.752488615423198	0.735238080260605	0.763604260005815	0.574580358202398	0.825408181213027	0.696361773875525	0.752469633721973	0.735569008515049	0.839149862525622	0.60996949511945	0.607233917148694	0.241711397076982
PILRA	0.896676681651749	0.754889418137367	0.858638073152777	0.843329529043447	0.832307141748632	0.875173860491094	0.712080931911259	0.913864979306668	0.772423697067587	0.864253020350761	0.741547194882036	1	0.75507548759967	0.902143706576361	0.919715409791716	0.943756364477147	0.665100107429246	0.89639526197519	0.719026591514381	0.715531615493163	0.785540448528548	0.883751421852411	0.815032663596584	0.895667625132772	0.824601961792874	0.740932816922236	0.850168152724598	0.791872158000856	0.752517606412393	0.828754571150232	0.944828276556324	0.923670107481969	0.749351717865291	0.89998352660873	0.865107820027777	0.848052612052902	0.755709352048858	0.889537606835189	0.802945529368038	0.750691527138571	0.745987789932384	0.804372849321845	0.707401610866098	0.695358026786969	0.778327666831172	0.70544904064466	0.84621858540473	0.674754369425346	0.789561718765183	0.569665242543536	0.644434974215006	0.869833326660942	0.709702425966704	0.840170476135634	0.889309189761182	0.705877768683862	0.646023645761065	0.853639429141154	0.505920562723346	0.886962498794122	0.873638762443848	0.876085636535199	0.734483463551493	0.807545630576027	0.852541196045143	0.510611829319038	0.8751353361781	0.780736176838263	0.635241267238344	0.766939186743995	0.442280215851796	0.888480221318942	0.626637468625941	0.939471749078724	0.911700843385406	0.847287056742568	0.526278108469964	0.452748254303739	0.0136857145890043
TLR2	0.863298068726517	0.652937160014774	0.757629724672844	0.756170155772393	0.738411539229571	0.602629760831731	0.702400784461546	0.801169829793102	0.835553419236548	0.868463315382368	0.783890860942277	0.75507548759967	1	0.883983189298793	0.794106618763997	0.780082335837943	0.326175040833121	0.76678300533719	0.72586522240434	0.772373509750916	0.637822352727928	0.730276910728047	0.6300793149633	0.850886608906884	0.792328297507701	0.813487396216259	0.583905418808111	0.831782955566688	0.81821006840277	0.532642889926934	0.834698409522544	0.689892601903584	0.811364238899445	0.73820448761434	0.88602989439675	0.657494434662242	0.780216872720681	0.826116608427603	0.825744253007986	0.708507044176297	0.640978597960941	0.578433052792084	0.571121224230332	0.381562003897811	0.788931987251704	0.710559491454166	0.748303496612685	0.766330193410377	0.752301213510436	0.633309814318699	0.812021892926024	0.897951489351312	0.719086350940413	0.817601592769035	0.88452734166809	0.720771733085101	0.475415452033058	0.731919666797959	0.605182514325405	0.818228140135746	0.8112680753921	0.681683009402162	0.786714978807389	0.748348862571465	0.739496700695952	0.709234439010525	0.618428224640687	0.686965958989126	0.651051922260024	0.673502258672021	0.453595464718513	0.771836299220146	0.69815119301422	0.695087197340437	0.681398954374328	0.820311568656879	0.647604623680559	0.508645995351525	-0.0165942251229073
TNFRSF1B	0.942395648799462	0.741466518785412	0.892615872195952	0.867594619509439	0.880909135701033	0.82648821338986	0.725795106899319	0.92094004419652	0.804986604757108	0.900850562665938	0.800593878816763	0.902143706576361	0.883983189298793	1	0.925517785258946	0.919929875616412	0.587322602161656	0.893101378713157	0.741002506611447	0.766191986646655	0.732244835914622	0.898495459467099	0.837105982400182	0.9384796639842	0.842641671014305	0.756952569210411	0.818704495290101	0.882075434827774	0.838239167237858	0.774935696484609	0.925511732364087	0.891087401046325	0.793809493708844	0.86631074872071	0.927366159006321	0.819405933138472	0.853170189903014	0.940529014758084	0.866310192014821	0.774268868417988	0.770077307735263	0.758717288743963	0.720823656970609	0.606031298258626	0.836546336131254	0.80963865563114	0.843459515989249	0.807945843891475	0.821365875746962	0.682524039083146	0.807486476129806	0.933793455001614	0.781019407649985	0.884094893495864	0.953935003272616	0.810602891994975	0.629794788697934	0.845947878512243	0.575426435891085	0.917242695126073	0.924409361534923	0.856557555544886	0.865142449538569	0.824670298385523	0.8706615880903	0.647285763452554	0.823717519035827	0.808812366559413	0.64112925721001	0.769546477872876	0.479437114705656	0.875219932628551	0.681639065971156	0.88421348952319	0.87278819276777	0.878294563311215	0.684683956475705	0.543674658920762	0.0504047760881271
ITGB1	0.889829324085227	0.788420985351993	0.909054627466437	0.844361369306937	0.892592534032416	0.91155352931205	0.721043453628469	0.944649855367409	0.743509194223724	0.80447920875641	0.824047029430019	0.919715409791716	0.794106618763997	0.925517785258946	1	0.940272367745832	0.747021757964587	0.845355057148188	0.75012540131517	0.746820396068596	0.777182821068934	0.946142948307482	0.901705866023762	0.919759556605273	0.822901050947407	0.766341844468534	0.881622161266258	0.80178672709702	0.749769857581129	0.867998947683992	0.895866951117307	0.941913742612945	0.750172690102925	0.866054677033843	0.935455348999325	0.899254292208075	0.817766991894743	0.937835080891345	0.820076028878422	0.772214573225017	0.856957730702697	0.740750254674682	0.830127573309717	0.738041376014296	0.83263336361671	0.76892824055042	0.843694107341616	0.768714574791889	0.742261425880983	0.593605455544306	0.77113938397809	0.901058981309579	0.723165674600608	0.924786908290477	0.900399385841045	0.725043635366975	0.566427223701971	0.906565728938809	0.55151679910063	0.901708243924818	0.853939001488261	0.887120967562409	0.795605982611527	0.869504362561766	0.926604226433461	0.51448547261828	0.889553716763746	0.863668786757784	0.69047410693539	0.806251553089663	0.528037500860067	0.906927188219034	0.658571991123406	0.908294346589291	0.912473816572227	0.896878679082391	0.62446894189682	0.52361753827703	0.151042906188975
HAVCR2	0.896298038681718	0.760769215445296	0.908755569108326	0.874978698607811	0.87054781495812	0.921864483499977	0.695798217176628	0.911929381631249	0.740868410292237	0.840440400384738	0.760742181156591	0.943756364477147	0.780082335837943	0.919929875616412	0.940272367745832	1	0.734937795429842	0.874835699408005	0.710858881897703	0.756311752429348	0.781953346180296	0.915255082868139	0.88195209627344	0.909620957554618	0.788128471289569	0.744000877743278	0.889201994202703	0.802496002296374	0.768055856730356	0.885302121496163	0.902029838084579	0.954100733011816	0.75670347471161	0.891064857131092	0.880268323861071	0.888748189137717	0.806860378765104	0.911062934060355	0.799299242142991	0.786646032442085	0.806897555570955	0.790823530080655	0.799105052585594	0.775231066620688	0.807109547994683	0.761498772442807	0.852102378586741	0.729308640527164	0.772879483262961	0.558189497458143	0.721821462712846	0.886429468692227	0.708549072011401	0.859551870263829	0.892122086732367	0.759545330266638	0.580122065259569	0.858313190171653	0.49630493786414	0.873214604155226	0.882941050906294	0.880356785224704	0.764480881569267	0.829282211464473	0.887103838979224	0.508702737568615	0.921535064799407	0.789934515831698	0.666090877058949	0.751362959494024	0.393269235127194	0.879400210715177	0.663659629728693	0.913298845081344	0.902250465718815	0.842921995707546	0.5664107134811	0.443425157248602	0.0101217988551202
CD9	0.544427112046502	0.694102349414927	0.745612524022052	0.565557672355006	0.754459635999324	0.900086538952434	0.517627687784185	0.701829557749592	0.352015013988307	0.33703698755509	0.553486643643051	0.665100107429246	0.326175040833121	0.587322602161656	0.747021757964587	0.734937795429842	1	0.523115741107207	0.524754245633283	0.506872686096293	0.634313113987359	0.794838573100612	0.875773710821693	0.624798682846242	0.399091184662825	0.418902723642	0.857862609508277	0.414315926528413	0.310253706269201	0.932455409067649	0.530470712650901	0.833505173095198	0.277839474941556	0.616261445232323	0.623838068722046	0.830683481599811	0.546447041433314	0.69955773242058	0.410746306788474	0.601351773656645	0.806343351904087	0.55867941932208	0.885364310408068	0.918357366938598	0.59064937030114	0.493491119902769	0.616703498366755	0.44454028970911	0.364251997562159	0.209825715267152	0.450598497057825	0.534187892436584	0.425889781770421	0.706020498135696	0.503697076264808	0.426292187616504	0.271573756876426	0.690446099669294	0.316236155308754	0.565421511531016	0.50434359511923	0.758172676399185	0.460587919675075	0.660333141832082	0.774170222553294	0.0164822084968737	0.857150465520629	0.620046120907922	0.545812277217461	0.595374419431988	0.277059561298482	0.667352987560257	0.470689908539497	0.677515911229591	0.682935827774854	0.599584429638694	0.277414473737919	0.327742465820778	0.163620696303861
TNFRSF1A	0.876324757506088	0.57909077603811	0.815864297891325	0.84893887802254	0.77774585421981	0.775767766755881	0.554856150581399	0.820900954498786	0.674596449600615	0.891875942053195	0.658544682213416	0.89639526197519	0.76678300533719	0.893101378713157	0.845355057148188	0.874835699408005	0.523115741107207	1	0.582745989428164	0.611078823494353	0.650060939553577	0.824395107716542	0.731529956328244	0.882377765436708	0.788079837664942	0.636727391197098	0.800344674120962	0.780857314712754	0.843284228044933	0.730964942199171	0.895257834221567	0.844116276216007	0.769134651434441	0.829271045193197	0.829328361661638	0.734975397632542	0.776350650992633	0.843279402577928	0.843214339380026	0.674139362580932	0.651820270176014	0.744823764691521	0.579668298925165	0.553498792396742	0.755342772385814	0.768622512067252	0.752581151520464	0.726144416397061	0.764132445428889	0.683228011412196	0.669418772950332	0.808629575575809	0.712343193995439	0.794872000883443	0.900255613905713	0.811780532894838	0.713921558285599	0.74225143479733	0.46443923268373	0.820971426678392	0.88718667463519	0.753864520972141	0.741190066265985	0.743795807045367	0.765895416976958	0.604588390606549	0.806576196711157	0.727379683887289	0.472145475445747	0.673724078831571	0.339951371386112	0.772916409528285	0.4762790892532	0.860691947607429	0.845409101037237	0.732344250738654	0.558016906000961	0.364324049884619	-0.0388219268362055
C5AR1	0.689587224712092	0.929021525939346	0.748371642883604	0.662486385745051	0.78555843717774	0.69256664444679	0.917556042483785	0.833252821700372	0.85655449382486	0.612943117745388	0.732757596420389	0.719026591514381	0.72586522240434	0.741002506611447	0.75012540131517	0.710858881897703	0.524754245633283	0.582745989428164	1	0.752589881453515	0.87990573322968	0.747881228735944	0.709004920926715	0.776259832658885	0.760502050784706	0.811162942346518	0.594479260120386	0.705555304410568	0.496764748451092	0.633928681085652	0.767349509773009	0.712818456923159	0.618895981215922	0.696298710358907	0.753544003699658	0.734968578294815	0.493243644669868	0.751098601334582	0.655774004349866	0.826108647366201	0.748579451867895	0.506831108701825	0.677075854788159	0.519883461904548	0.734932140257518	0.497640329431188	0.723504344279592	0.468918034983206	0.59468419187148	0.470992451670773	0.554601890468838	0.808264654221554	0.658124582378218	0.792894474926144	0.670518425522789	0.584417544457247	0.333348933147967	0.776431455291911	0.578178879916106	0.770544372960024	0.661341995039368	0.796558395228411	0.700105948277797	0.730944222167319	0.801009461773216	0.531963268356735	0.64613998234861	0.675911661121903	0.886219711750513	0.691027698827581	0.62910927121096	0.732434585464652	0.880342925709629	0.711371146042256	0.706150915711787	0.880492320794989	0.522347750017353	0.733392556343934	0.147296827083286
TLR4	0.720270407550419	0.739992925051378	0.769227854980376	0.672104761957917	0.716953744739644	0.648297364166798	0.797957249607021	0.767898345702162	0.761890972157499	0.675297771387139	0.727542974881766	0.715531615493163	0.772373509750916	0.766191986646655	0.746820396068596	0.756311752429348	0.506872686096293	0.611078823494353	0.752589881453515	1	0.655438809286878	0.72344600103628	0.69569192795342	0.767764887499686	0.645410949836717	0.759159680496817	0.600429628188562	0.693001447275228	0.556448190601732	0.631223916977943	0.745476725081491	0.687834529558904	0.649230570736334	0.690377484176352	0.772049068034199	0.720767900925619	0.604482148472297	0.762867847498767	0.631450265076265	0.748481897191127	0.660229689101611	0.509221665379234	0.658936371168638	0.523544653004523	0.741715704916048	0.582196802219235	0.734169454034525	0.623971442931716	0.609508599321077	0.505736468832851	0.638165718242313	0.819306801708499	0.588244849376665	0.762829975225213	0.747063187302478	0.563124854699921	0.334780612571956	0.743102108264139	0.600568906052297	0.785641239569153	0.686855943776766	0.719777256717355	0.673108274441107	0.685776031502109	0.735476983447328	0.468443904926917	0.618914209450853	0.690996480698012	0.756283615228414	0.747309060170163	0.497856742911321	0.752504753229737	0.762686317941633	0.671054645608495	0.66025325882055	0.782253510453047	0.500536935931576	0.581431955812552	0.111420696899495
