""	CD2	CD3G	CD3D	CD247	CD8A	KLRD1	KLRB1	CD8B	KLRC1	CCR5	KLRF1	KLRK1	CXCR4	F2R	IGF2R	CD69	CD44	ADGRE5	ITGAL	PILRB	ITGA4	ITGB1	LAG3	KLRC2	S1PR4	PTPRC	TNFRSF14	FAS	SIRPG	CD47	PTGDR	PDCD1	CD226	ITGB2	PTPRA	RACK1	SMAP1	TSPAN5	CLEC2D	CD81	ADCY7	LPP	TSPAN14	CANX	HAVCR2	TFRC	PTGER4	STX4	IFITM1	SLC1A5	CD74	SORL1	SLC16A7	CD63	APLP2	LAMP1	CD46	C1QBP
KLRF1	0.534789574618592	0.453482611287432	0.450922538290399	0.443013294137946	0.674405225814604	0.870060847383887	0.644230566824547	0.350513210475699	0.18940517225562	0.553145088656767	1	0.379173731261353	0.612611223252126	-0.284889182715419	-0.192277629106132	0.438783462921395	0.413317973534848	0.319481166431443	0.80899281886084	0.0891910130721442	0.0818114490767024	-0.325535561283736	0.298703809675442	0.224161180789293	0.729911749549373	0.24599617333029	0.134693058305025	-0.147520853429382	-0.174574659756328	-0.235548528881409	0.355983023672038	0.527383235611997	0.265635832497694	-0.055123387907676	0.0881523429354134	-0.297434875698282	-0.452059626253437	-0.262676702214871	0.244749948282963	-0.548126976593119	0.0588887812922804	-0.597292437920199	0.0235447228852694	-0.63986984335029	-0.260033537780505	-0.638637564179149	0.246669373833966	-0.364705437526511	0.566169360795475	0.204534035998703	-0.490910927516085	-0.503747129789231	-0.426723735908944	-0.509772540272523	-0.676307268115617	-0.612124261003586	-0.388486065089531	-0.371645925056342
KLRK1	0.924380447929042	0.905559220220043	0.83030838940827	0.670482675739062	0.667533776960953	0.3487206974115	0.712423086410978	0.894563028933442	0.384736577662255	0.565978688623077	0.379173731261353	1	0.86879815624849	0.436263870393103	-0.226593938936463	0.926075459399702	0.82808479212141	0.900294563141998	0.688777848143024	0.378821931783015	0.834295494207437	0.475611190804847	0.804155814217399	-0.0981245055628401	0.683921384415311	0.928354977070887	0.638929654442489	0.710286724541354	0.514532589218271	0.341959916880213	0.392140167623857	0.695783103948747	0.830042771891784	0.189189770545343	0.0904064506926988	0.326531897010431	0.0440984078545385	0.161598072031645	0.888312483073543	0.191179751858547	0.52987016143743	0.0220862074206	-0.0410459661065566	-0.303222728617413	0.000183196322209744	-0.392361418630387	0.886166028287843	0.47129322902987	0.773185985349444	0.043122600845147	-0.059208774416292	-0.177204474064054	-0.37388031199523	0.151342736269861	-0.27087017009002	-0.154808283324414	0.428246455221262	-0.00670158450819596
CXCR4	0.886375685110744	0.952600896166945	0.893553466152883	0.807044074745554	0.775415283794092	0.621737186367927	0.910518506102485	0.883227051020294	0.559830735697183	0.639584993949094	0.612611223252126	0.86879815624849	1	0.186034827481252	-0.368467842102724	0.951782532960449	0.748989233365127	0.896967185264435	0.860950879049852	0.253718521557567	0.656492922870413	0.238643802592962	0.779324583854856	0.0493818177244611	0.825000800111311	0.788809505920969	0.681369174602738	0.436849518048449	0.431094267320737	0.337225554722902	0.446699459046726	0.736282238491512	0.76842945448963	0.120746619821677	0.102468244556473	0.294704307755138	-0.129164801751478	-0.00604365209721687	0.718668622084352	0.000464400833556846	0.284034172080163	-0.240202290598327	-0.0966579406475095	-0.488462566744698	-0.0595918835312559	-0.574217244776121	0.720087402031678	0.300001381182307	0.831931185995043	0.149814150563564	-0.161083823225018	-0.402425992948802	-0.443109996420428	0.0273646814804544	-0.506134589075599	-0.480708205946902	0.086981188469312	-0.0424232916294713
F2R	0.297647153066712	0.272640489441242	0.256880460325669	0.199939885627699	0.0573412537101541	-0.348128583402747	0.0353086371769337	0.382036042845128	0.100725784533391	0.194810441531904	-0.284889182715419	0.436263870393103	0.186034827481252	1	0.253940505898973	0.288245685549774	0.356578904399242	0.33964272830037	-0.0308221938975755	0.495036742294612	0.59574815275355	0.771836554593196	0.319740859896911	-0.072745984131802	0.0785115031226904	0.479073681881051	0.309222402523158	0.600180459664289	0.429202683581094	0.530298015847866	0.0332742907625869	0.059013333465656	0.289355595021239	0.226056571580453	0.429685996003745	0.515376093130578	0.580727156786641	0.493557241681488	0.553227588251336	0.693145308512651	0.422815997399173	0.714849848268451	0.392062373875549	0.428485527767448	0.237659446622213	0.39230533912709	0.450056239728213	0.640342020882422	0.204117014601591	0.100417598324309	0.357489958713315	0.309438999376507	0.248401984262378	0.606586763076009	0.52872366838841	0.589144003587722	0.792459547142432	0.394461570384752
IGF2R	-0.104472249291069	-0.241076715559865	-0.125091312154271	-0.3443946219413	-0.447496896632826	-0.0968778333040261	-0.3021617840155	-0.179895844439553	-0.219707208914326	-0.356956696495887	-0.192277629106132	-0.226593938936463	-0.368467842102724	0.253940505898973	1	-0.257405932603236	-0.245889994486962	-0.209334909317087	-0.171608870306506	0.0104335493799659	0.0392840135721924	0.230867151307828	-0.245479470387638	0.0426329120280292	-0.106331986617399	-0.0546866551946399	-0.10861986230899	0.142615569841248	0.140739731929148	-0.00423090868180517	0.235108238247457	-0.0657744230072719	-0.106493625001776	0.347635748630282	0.249056368955559	-0.153887009429564	0.125370267845717	0.369505462709858	-0.123691726382357	0.205169334216764	-0.000181875287771203	0.642180366434448	0.380139788614021	0.422823160194523	0.472171401965772	0.552244008291022	-0.0775387692551029	0.0794410288560264	-0.107781036881785	0.32637145798718	0.267227271087552	0.484168249328136	0.255983195058668	0.0600699921611433	0.44274786311435	0.674069574040492	0.42925029835575	0.0237784530151525
CD69	0.919941374939301	0.985994465414649	0.938889927598693	0.799351379784895	0.622679942999529	0.524493847660482	0.877876223999971	0.925210381702079	0.599127686248672	0.478946801784783	0.438783462921395	0.926075459399702	0.951782532960449	0.288245685549774	-0.257405932603236	1	0.746429252330935	0.969989477404162	0.793519864394962	0.188342363113623	0.792056496198364	0.431667990197818	0.767610956572754	0.0224974681953651	0.79319834137548	0.887444684426434	0.773313142322061	0.635809004595949	0.633884729516418	0.41413701730267	0.551357868965317	0.807674238209515	0.860478226835656	0.209643186470469	0.098915504832106	0.429192367721216	-0.0195068830962759	0.157112200357225	0.736386337989247	0.172335948829868	0.280383744274562	-0.0739950351978111	-0.146610480122114	-0.360105902988661	0.0633591038011489	-0.47139705619492	0.790678236013576	0.448481769504165	0.85742687396634	0.145090265429789	-0.0504601855229676	-0.309540254340622	-0.417586956101493	0.200457400262887	-0.386032596477021	-0.335666583813173	0.276573675560983	0.0757902398236491
CD44	0.748910009470785	0.709563469656297	0.607635262781866	0.49261915804239	0.567964900429606	0.232498977706691	0.567455304630716	0.752417490639042	0.0915552858619997	0.540131117090855	0.413317973534848	0.82808479212141	0.748989233365127	0.356578904399242	-0.245889994486962	0.746429252330935	1	0.655672552281673	0.518417398089459	0.482275699591321	0.718288289591927	0.360234713237118	0.483200595757801	-0.298609737068245	0.646276898032301	0.834943574337398	0.278068372993002	0.673731397620436	0.292495290211706	0.423106836211883	0.202480732313023	0.557661578712205	0.720681931558954	0.146979946611605	-0.0503587464784814	0.130240665791607	0.0403021575269526	-0.0495300588205279	0.797314727587657	0.0574244907377894	0.595775939334916	0.0485084178434487	0.0980145133530048	-0.254677155380829	0.0478305197728176	-0.350928036355323	0.894016842119432	0.361575095093995	0.556158322648497	-0.255411242971259	-0.0609105466014086	-0.000595626179240857	-0.32789818725837	-0.0329642636271094	-0.111558890211297	-0.112401598812021	0.401029883015512	-0.141768978296771
ADGRE5	0.888663240795645	0.968657177745721	0.930653025690109	0.747267208056089	0.525478249321319	0.457567159454173	0.832500221720066	0.938352866914753	0.614574344652222	0.365439436457584	0.319481166431443	0.900294563141998	0.896967185264435	0.33964272830037	-0.209334909317087	0.969989477404162	0.655672552281673	1	0.730437067910204	0.105744711112975	0.81913597666938	0.520111687384163	0.781503198680571	0.0123370871752478	0.724918480830029	0.865384445745295	0.826203033236352	0.665572763406815	0.714197502472354	0.418572378626901	0.601840309927486	0.777607009386001	0.824576778213523	0.230132811013998	0.0899866459829635	0.497406033195918	0.0311752710954159	0.241478699926927	0.714006731699045	0.256771876534208	0.21488079597736	-0.000256172822575379	-0.223688605413483	-0.302162039234729	0.0945172881031131	-0.423782007815185	0.747801399634827	0.483571206948917	0.842659217436576	0.192574797801927	0.0185694655574458	-0.300442795504752	-0.395220944914784	0.303884970573506	-0.357577330311363	-0.271590803060205	0.325867177189904	0.14968419819635
ITGAL	0.845339213452652	0.827238558168267	0.845446508705109	0.69679427624774	0.745367046996185	0.829209364279877	0.836187969598534	0.737511015749587	0.504901352216823	0.588733660539071	0.80899281886084	0.688777848143024	0.860950879049852	-0.0308221938975755	-0.171608870306506	0.793519864394962	0.518417398089459	0.730437067910204	1	0.0367747026170983	0.504445882412074	0.0523025348755635	0.66183351816045	0.196350868639336	0.875052679012917	0.602856090941288	0.619366843581546	0.228416032062112	0.312288038337785	0.00121053500532394	0.584842749037059	0.760574599826277	0.573034858515048	0.115959892118282	0.151725055352457	0.0822466688797796	-0.270081338776592	0.0208194678786286	0.516658540544922	-0.217375419953945	0.0959225568284734	-0.378102451076052	-0.0677376632375399	-0.554053164636984	-0.0749811353529466	-0.601199578879042	0.488879817010418	0.018103047596665	0.870263917509159	0.34752242354257	-0.318998248394041	-0.498625046223213	-0.460834320056349	-0.148875446504251	-0.636836663618669	-0.569931277275366	-0.11244078927404	-0.142457920826766
PILRB	0.210333723910124	0.165799645341382	0.0341308387431289	0.0741369988598311	0.481038864783301	-0.159247005569855	0.0331253583429486	0.175393502622928	-0.207994415277843	0.561912064053264	0.0891910130721442	0.378821931783015	0.253718521557567	0.495036742294612	0.0104335493799659	0.188342363113623	0.482275699591321	0.105744711112975	0.0367747026170983	1	0.146553518996897	-0.0173130251529618	0.384702873147052	0.0351286227991929	-0.0274522067009597	0.284327011570089	-0.143284852328401	0.140265552426005	-0.237963185459525	0.401070485925296	-0.42942969270432	-0.0753837474249989	0.250915033454563	-0.105316291374185	0.38415998515931	-0.0995205008576362	0.201205926230531	0.0455037848439914	0.572996483368865	0.027967076295837	0.68399525635234	0.263660531070488	0.428365202084796	0.190322381461743	-0.196045273902817	0.228633569417484	0.44158931318934	0.252087578541861	-0.0138094488198156	-0.033919982998829	-0.126110142575673	0.170843787829755	0.367610370914992	-0.208311252647184	0.240856750002623	0.302522127082188	0.436036382157463	-0.144273018850026
ITGA4	0.807759504899631	0.780510421266516	0.789005829931862	0.553659039371858	0.28832242875348	0.10333958044268	0.50749104010387	0.872157726102515	0.370712194449283	0.28989019216095	0.0818114490767024	0.834295494207437	0.656492922870413	0.59574815275355	0.0392840135721924	0.792056496198364	0.718288289591927	0.81913597666938	0.504445882412074	0.146553518996897	1	0.801103096026167	0.567777085152694	-0.283698193086009	0.631856685097606	0.914092303107746	0.670310752092006	0.909205167738725	0.788902576929168	0.452746592499493	0.539357347644658	0.590839168781166	0.696190086775122	0.380995376486111	0.0366247109787793	0.484588472646095	0.283122668668391	0.344339902992479	0.755660217087834	0.483531097740627	0.376369520978743	0.388346964836286	0.0787689645066047	-0.0370665822228865	0.343807365740944	-0.124049063762278	0.808496314530729	0.616862567414987	0.705325930429388	0.013990837952586	0.260447024249983	0.095088423240868	-0.294546256045232	0.465924605585505	0.047759698982001	0.118414552116464	0.639971204999484	0.20015748787528
ITGB1	0.393896859888133	0.396690606576348	0.43733598954979	0.34036828680392	-0.175863536161281	-0.232873185136891	0.172132760821909	0.514541956138982	0.335158567960219	-0.0739600687642535	-0.325535561283736	0.475611190804847	0.238643802592962	0.771836554593196	0.230867151307828	0.431667990197818	0.360234713237118	0.520111687384163	0.0523025348755635	-0.0173130251529618	0.801103096026167	1	0.199257005193335	-0.268668055890381	0.290598762485436	0.618076140682052	0.557352604108067	0.824885088277011	0.808008709439939	0.466068277512671	0.429638243666311	0.302981363966765	0.388385672028056	0.453425935635307	0.0687189131171635	0.64563736080733	0.468167894374687	0.442370396446322	0.425869994530561	0.805538399240218	0.163565581194163	0.680161546351033	0.187725114451143	0.288400809800746	0.521940895401136	0.216322811898105	0.500852459114522	0.693270150564519	0.379872067758724	0.0531007402674411	0.572224276782151	0.312396364512348	-0.101977054549742	0.81225924309834	0.416032280098384	0.456833658661333	0.742076131423023	0.439728036204662
LAG3	0.783459676953526	0.808978652027402	0.747322897026866	0.568991320883342	0.787888247784028	0.331101766051264	0.617901219069049	0.763853193722369	0.406447335971889	0.657647164065145	0.298703809675442	0.804155814217399	0.779324583854856	0.319740859896911	-0.245479470387638	0.767610956572754	0.483200595757801	0.781503198680571	0.66183351816045	0.384702873147052	0.567777085152694	0.199257005193335	1	0.0743566964115452	0.447965993944507	0.673796953397247	0.648530402874805	0.361559386543377	0.317232174815992	0.18809860003727	0.192135185573131	0.478966400890631	0.65166833468257	0.0445290366583575	0.189161862170135	0.242727018793082	-0.0620300019605789	0.139935330069979	0.795819268088929	0.0662546279716032	0.447022312594424	-0.0878118075081538	-0.0945276226163754	-0.319009367941218	-0.163246698207011	-0.349570220294071	0.601295533612578	0.378419708081576	0.686608114134084	0.23459893939153	-0.166921317765223	-0.303389206250874	-0.238735959719601	0.0378899853807021	-0.388576988752169	-0.254788738317212	0.195988616750083	-0.0562246689971075
KLRC2	0.000630168415800955	0.0310206271409168	0.0700161422065907	0.165697537609125	0.0721025664930947	0.438612609524728	0.255263002754015	-0.109011907650931	0.320860395662879	-0.103334155045624	0.224161180789293	-0.0981245055628401	0.0493818177244611	-0.072745984131802	0.0426329120280292	0.0224974681953651	-0.298609737068245	0.0123370871752478	0.196350868639336	0.0351286227991929	-0.283698193086009	-0.268668055890381	0.0743566964115452	1	0.0617469589773317	-0.231877718981958	0.0876227401232459	-0.374400286295415	-0.0627905918341388	0.146575912175164	0.237681895722688	0.284691821256248	0.0266303292485752	-0.217458874336334	0.762123543670844	0.287420386569667	0.245777109614673	0.541068158550981	-0.247310268219315	-0.0647383308987782	-0.421727465943495	-0.252177291905821	-0.204361446718706	0.240155898101414	-0.251910781456471	0.0929256605114844	-0.316702000420611	-0.140405860349601	0.125886882371455	0.527905173143184	-0.325982809964213	-0.567091373106929	0.48267079847012	0.0310095614035456	-0.137803650613559	-0.182206580195828	-0.106268169216843	0.458580451328702
S1PR4	0.823007842487523	0.792564348015709	0.832469656353734	0.745044844107055	0.535833898043417	0.755854840891293	0.825951355898671	0.748768711638846	0.534025817433586	0.453402694399698	0.729911749549373	0.683921384415311	0.825000800111311	0.0785115031226904	-0.106331986617399	0.79319834137548	0.646276898032301	0.724918480830029	0.875052679012917	-0.0274522067009597	0.631856685097606	0.290598762485436	0.447965993944507	0.0617469589773317	1	0.690524194726288	0.597002706552057	0.416645362583279	0.4884326029289	0.168715779108689	0.707735708010858	0.794801701213283	0.601022284015736	0.264568866080915	0.0736742158272103	0.187177781417327	-0.152855293225959	0.0292360585912741	0.497861848145875	-0.022265384482462	0.0635752743720983	-0.193585376119109	0.0203242989755137	-0.457356174456706	0.165034386512742	-0.522946125100689	0.55662996490843	0.121166414854902	0.829343765771345	0.213450690675134	-0.0946010850749629	-0.317006096655043	-0.509364637316729	0.0324385694269542	-0.445278853568097	-0.431842699467103	0.0462737068215344	-0.0417852538087816
PTPRC	0.89759841875122	0.868169392899801	0.835521374525144	0.60865727453859	0.483756539071878	0.234127118453954	0.652701524797729	0.893804270294244	0.342889498694914	0.444843585288356	0.24599617333029	0.928354977070887	0.788809505920969	0.479073681881051	-0.0546866551946399	0.887444684426434	0.834943574337398	0.865384445745295	0.602856090941288	0.284327011570089	0.914092303107746	0.618076140682052	0.673796953397247	-0.231877718981958	0.690524194726288	1	0.655401108185054	0.850362783558002	0.652620473080212	0.414456548896217	0.460227738518339	0.7013570288629	0.879414456919326	0.438893152720801	0.00669266265317927	0.352228652537218	0.0932331131097467	0.184085220071684	0.87229761885262	0.359291962103089	0.548357022767715	0.235267168547842	0.0376914276240434	-0.203918757397366	0.318633555206608	-0.261199072855836	0.917335530521006	0.635186881314839	0.72525492581116	0.0199682091810551	0.193599297115213	0.0748078401292482	-0.401202985272422	0.254597811453227	-0.0979375067553254	-0.00995138990973532	0.555377888759126	0.0134007612193058
TNFRSF14	0.656988545380844	0.777278362985446	0.809417919631447	0.752407638967827	0.327610862677315	0.356135122312186	0.668756844296302	0.703083011524934	0.801019562080513	0.273031635056088	0.134693058305025	0.638929654442489	0.681369174602738	0.309222402523158	-0.10861986230899	0.773313142322061	0.278068372993002	0.826203033236352	0.619366843581546	-0.143284852328401	0.670310752092006	0.557352604108067	0.648530402874805	0.0876227401232459	0.597002706552057	0.655401108185054	1	0.492811334266163	0.791419082910483	0.297671183322766	0.571443385041952	0.59901722321501	0.563886232000209	0.416128107156585	0.108720495216632	0.615479414603004	0.0530683128724525	0.243208252632997	0.459948723770838	0.477097849852532	-0.00131585814509448	0.0868100052716757	-0.0989024986493659	-0.184780124117649	0.31077552845074	-0.23913425020262	0.444835524716541	0.522787368514748	0.71706929508407	0.46650658488364	0.30317664511918	-0.181169384743019	-0.347529420730006	0.548682057021052	-0.23539354422224	-0.203423603696537	0.216097512117386	0.280340664942857
