""	CCR1	SIGLEC10	CANX	C5AR1	LILRB2	CD163	APLP2	LILRB1	IGF2R	TNFRSF1A	ITGB2	ADGRE2	CCR5	SDC4	CD4	PLXNB2	KCNQ3	ENG	ITGB1	NECTIN2	ITGAM	IL6R	TREM2	SIRPA	TLR2	ITGB5	HAVCR2	THBD	TREM1	TLR4	RXRA	KCNQ1	GPNMB	TFRC	LTBR	FPR1	PDE1B	SORL1	CD74	LPP	AXL	TSPAN14	KCNN4	CD44	INSR	RIPK1	KCNJ15	SDC2	STAB1	SIGLEC1	PILRA	TSPAN15	TLR7	LRP1	TNFRSF10D	TLR6	TNFRSF10A	TNFRSF14	CD9	PLD2	CXADR	ADCY7	ACKR3	TLR1	ASGR1	SCARF1	SORT1	TSPAN17	CD81	NOTCH1	UNC5B	NOTCH2	ADGRE5	CADM1	ITGAV	LAMP1	SMAP1	EDNRB	CMKLR1	CD99L2	NRP1	PTPRA	ERAP1	TNFRSF10B	CXCR4	S1PR1	PILRB	MCFD2	CD63	EPHB2	SLC16A7	PTPRC	SDC3	NRP2	PLAUR	NCL	CLEC2D	PTGER4	SLC16A1	ITGA6	PTPRZ1
TSPAN15	0.685974408860535	0.586714281228851	0.783284658351553	0.398712938650846	0.793552501629772	0.911003126246903	0.705977954931272	0.831084580652279	0.403150537271886	0.894357583168714	0.902141205271173	0.846685812995155	0.730208480596359	0.546190190889553	0.915577064567561	0.896649712420132	0.619361656487242	0.88507916616159	0.828929770058649	0.882259670358258	0.908323483177702	0.837985656319991	0.787537219161633	0.881907208778616	0.854570846507718	0.686020776495037	0.890928569194042	0.565220425026044	0.719420529648936	0.699006053691056	0.874211081590407	0.833653666951814	0.0238681985443583	0.340866475117491	0.813477449705671	0.854813192238837	0.660656968648499	0.592870251557114	0.705508179554804	0.79053229750247	0.499609231840825	0.668159297892467	0.827434946987773	0.730129126386129	0.0375956870261898	0.82876698156988	0.783460144110831	0.206252643720764	0.806510639955913	0.185450766375343	-0.126903991021616	1	0.548070891036465	0.583889922094392	0.688663201276259	0.171258887873851	0.853962682160963	0.306412907862646	0.621480217960152	0.762745907634724	0.538032152212947	0.62774160265347	0.604761022492267	0.802930533415486	0.732599709372312	0.593643584812907	0.660977272945375	0.734585178330946	0.871665767556627	0.750560364409528	0.705029558881376	0.386672377354541	0.344368290526869	0.0445699825729341	0.889213347194201	0.526412683318822	0.828906051283475	0.341244678892119	-0.0951043681590478	0.82443399503254	0.808225998481875	0.816953465588506	0.857936413210161	0.554324702951842	0.438967252126686	0.622720698916787	0.491699206799935	0.755501722017538	0.720074171767447	0.83919576435937	0.777922502546534	0.858058085376024	0.275541646980334	0.408509020780279	0.723609320604504	0.848177273029156	0.0432398058314527	0.784497035604333	0.43990828402219	0.547331227458063	-0.0115887240029884
TLR7	0.0991289728122334	0.887677249891672	0.203159785317422	-0.295791845689593	0.684726342153422	0.636456289293784	0.0540211084644729	0.778511757281717	-0.173522481143913	0.560330733561823	0.554976237142312	0.684872214779672	0.620386146471576	-0.0970482941957464	0.660895717104528	0.552742051022439	0.850444033524197	0.588147155354522	0.328731920172642	0.456149354628205	0.609902537789709	0.606803728489076	0.829295794975381	0.568835228805402	0.602833911492648	-0.027413099596647	0.528030947570901	-0.108670165429899	0.0820695571497098	0.392526141790381	0.583208221436049	0.538177748092587	-0.602672928795188	-0.305449853744621	0.505205693357281	0.68455107096209	0.780957779203586	0.868161132737247	0.878739112817297	0.729004993853795	0.729204407665548	0.670761339147916	0.456653833593016	0.0923028494698718	0.065474176540137	0.547072260360198	0.576131675087368	-0.48270114540415	0.85035078713936	0.0558202760168359	-0.492344169613201	0.548070891036465	1	0.274526016830489	0.384948476499797	0.50278700238893	0.504978959717857	-0.314447861618155	0.066286936026478	0.661899832775867	-0.0443969699686826	0.863652275643412	0.0845195023159689	0.840316128089215	0.66906855409398	0.843825948217987	0.827677674998699	0.648961734779866	0.625369484809862	0.70352920556319	0.888751381561874	-0.050872793078321	-0.00785689106403112	-0.205227913918271	0.740440635730875	-0.184136342228751	0.330562439698496	-0.319154897445618	0.313323648107454	0.548047876951839	0.295018230243431	0.627884175839815	0.681137291091525	0.361396192020585	0.0147249554359158	0.217365765780251	0.326053555157926	0.215394165749378	0.0805891899214734	0.482437742420489	0.538953749769738	0.664948388188005	-0.274000406158222	-0.248314152210941	0.0723468318721721	0.558547783627096	0.499736027663026	0.620131283840218	0.202479938242368	0.604231712646734	-0.0246789405620681
LRP1	0.534760501311774	0.161280392636507	0.650656940902744	0.635161150484592	0.373846325194862	0.668978150617086	0.709748771190164	0.400573013616949	0.795519292195893	0.531711835120881	0.574548358486339	0.609784116265038	0.330455137564118	0.612747424599042	0.568972564267098	0.642502717954165	0.397228226390491	0.496391771960163	0.681624952873344	0.546246939714864	0.61135828481147	0.483002505356618	0.508598494558874	0.536576813487111	0.575655495930301	0.749039509244749	0.595565108546861	0.449991305896605	0.625592925947901	0.848509270487492	0.577844400953018	0.391615366876772	0.46720784882326	0.590907054182764	0.598229146997614	0.438451160226836	0.453825399740469	0.280479402116537	0.279581698510705	0.64322629467998	0.392443836487002	0.704754957751191	0.348456051281823	0.53687324967539	0.256588702632306	0.469052092386668	0.256275229767255	0.50633043619102	0.495626558114068	0.666922618852661	0.403293117279592	0.583889922094392	0.274526016830489	1	0.583807026598085	0.447395636579365	0.432046143221402	0.531235748764492	0.703926491692077	0.554667738552505	0.670711182265074	0.344436418811479	0.637915535451139	0.515835814151905	0.291614523366923	0.331744547718373	0.478051058288935	0.370207063161454	0.54020942526764	0.302449383682131	0.406179433789611	0.637691152885764	0.362336346215164	0.622394818984971	0.571809159854559	0.643100059358539	0.536586934896602	0.592004995874911	0.226142456664785	0.446217470257545	0.77418098847512	0.462654188400123	0.403908803718109	0.34552711608608	0.475949876596946	0.597965362084252	0.33618014125857	0.55213785549888	0.630924057911338	0.632913094995556	0.19630457346225	0.420497505398207	0.680133124398513	0.656356884273031	0.641870715902483	0.360377466527975	0.175038943163108	0.365192664494906	0.295579599623366	0.482200315360741	0.0809085020356041
TNFRSF10D	0.634940043808511	0.338552712569998	0.738910190940358	0.568318582243068	0.62253048376551	0.723783904934002	0.694608203084036	0.595748336502496	0.525730318516977	0.718741412000851	0.762904270585578	0.634231972915353	0.63993603685051	0.613021761497088	0.706724471708214	0.730286327008087	0.45491302315085	0.713303000034588	0.766465408405991	0.710751912405651	0.757614696860635	0.758725896031452	0.543009299755036	0.743189695056891	0.733611497658678	0.623391578960137	0.765139602142597	0.555222983036156	0.725383573466168	0.778429067103834	0.693657867780053	0.679076177368037	0.256962714757074	0.463583448848052	0.709451611761629	0.677307622323747	0.454482531375446	0.313746988071157	0.464846071780124	0.569491417570037	0.302201029942731	0.574364981654513	0.590979473270815	0.737801139648167	0.0179861206402144	0.660706519661533	0.576176695778142	0.393297984316055	0.528130123632843	0.178389213325132	0.0687355180781843	0.688663201276259	0.384948476499797	0.583807026598085	1	0.143472068999342	0.63883292298739	0.512042860022548	0.599135229565553	0.628406795467526	0.506408289569093	0.406754179643262	0.725996822801171	0.632488271285135	0.603590995284376	0.441462015631026	0.54727390297768	0.698710521683682	0.652437008862501	0.57698967167241	0.509236168996244	0.499608368357279	0.402050040228218	0.120020346877534	0.661224177694153	0.593944802193489	0.701778383514092	0.538001064679769	-0.165101345183715	0.601617883145294	0.743911305815285	0.621352373234639	0.612179973730611	0.500660375954982	0.551076280174788	0.61678638623394	0.375463789530863	0.719853208505561	0.715497468545683	0.591224298556257	0.501989529972468	0.670812970132952	0.25142126703727	0.553267425342175	0.725428712903695	0.62006058559659	-0.0611303540525928	0.672047173983011	0.350250238209491	0.363293793678283	0.00672650920110839
TLR6	-0.115675194533654	0.384475351800184	0.11255480730937	-0.0699498635464883	0.112032777347509	0.303699881958562	0.0145214443049075	0.207455151183256	0.194240745588867	0.159641351934202	0.0868599786443427	0.362309802735727	0.087154652541822	0.0601683224143207	0.209456033633657	0.29492103120948	0.53951162936217	0.104760103806307	0.151172464815621	0.153888189385793	0.188713475163201	0.151908117087907	0.44175293753754	0.160278333324384	0.282979235317365	0.0186362638678304	0.166519901584078	-0.137098879235835	-0.06680121022616	0.420879631130936	0.278612212469257	-0.0286574256821573	-0.0877031154288286	-0.0749710130726661	0.256223500186178	0.20535555556128	0.507122840752254	0.555273427647274	0.386474565215184	0.485185070030128	0.596122424464544	0.6265877699273	0.0556975900680989	-0.0457811606734937	0.321518785724702	0.214595935945136	0.0511907289774412	-0.160631616328186	0.39063483128107	0.370726665829544	0.0628517577779316	0.171258887873851	0.50278700238893	0.447395636579365	0.143472068999342	1	0.205051494318654	-0.0200494482224068	0.152003997689868	0.296168583162595	0.0481374110185784	0.544654816844857	-0.0447758595628976	0.486077521818141	0.0899484751369331	0.405468973359058	0.484172336979187	0.0896195301243781	0.215977303058346	0.199597882023126	0.490505654719716	0.265885611667009	0.188321875650373	0.372215864195587	0.350623380006553	-0.0896327179444811	0.0600585236776061	-0.0520199421448159	0.648080297972274	0.193706063046678	0.181591736743505	0.214185015664262	0.309658411735631	0.132447927041358	0.068423212880438	0.0620695112656428	0.387945449423263	0.0181014166216006	-0.0514197463701456	0.350225399732574	0.026192295592929	0.205029458790443	0.179707711643333	0.0233376107398373	-0.0636478529026551	0.0911989930628271	0.652853036812636	0.129865165142689	0.0696161895456583	0.533859870978212	0.0257637700373376
TNFRSF10A	0.66347545257876	0.538221809889597	0.833557261007381	0.373874624922135	0.748327671331427	0.826069911443021	0.694196432503726	0.753653324570177	0.363452561037292	0.8916904050202	0.819575510356587	0.772188766056402	0.738717594253593	0.580909066681067	0.823995754442383	0.854067358925001	0.504033904054906	0.829572446514632	0.836169263082121	0.868271367171855	0.824123279148235	0.761243880090026	0.656945425515402	0.854375030305268	0.848715015548155	0.589419509448157	0.839022517064436	0.622362718409546	0.686518511115176	0.602765763605339	0.848248587802408	0.683876507051528	0.0620709104322088	0.3802527872459	0.767516065481905	0.795187623293586	0.635108425036254	0.535941690981992	0.647389233136559	0.748350384798487	0.456137338009786	0.608468892477835	0.879801204652334	0.791545280552921	0.176424234864808	0.867662078079033	0.856168068111815	0.261336118248954	0.640251428243171	-0.0517160031882219	-0.0842976146996535	0.853962682160963	0.504978959717857	0.432046143221402	0.63883292298739	0.205051494318654	1	0.396834341194122	0.632354356496818	0.663378846775352	0.500404322689119	0.634539233143514	0.529184621299184	0.775794753069827	0.73927840299908	0.560307116206096	0.662523802761554	0.765278114689589	0.816935197265229	0.698694221094625	0.692044824359762	0.463497431131164	0.415237522008803	-0.00364595495147541	0.825018391027543	0.525892184061524	0.862495263967058	0.346972858839811	-0.158923699547065	0.804606971569021	0.741076651677104	0.837140554444424	0.873313783572442	0.657588074734696	0.457583996177215	0.56547151921029	0.70231947360343	0.850745255614037	0.722142117945225	0.731545868895505	0.84696919829553	0.853125471755127	0.237971108287017	0.437184234818171	0.709145919133745	0.907493328268758	0.0886495886434869	0.757019553616512	0.583107277454177	0.555773197361662	0.0987277729905293
TNFRSF14	0.65632700573696	-0.313671761530893	0.750121399411981	0.876577426941134	0.100428300312077	0.307736404438592	0.772766656613994	0.014124210669475	0.802886306074007	0.337036468861616	0.362460639058299	0.220941639199991	0.194659113891122	0.755507539934242	0.250610254623914	0.399644494370405	-0.175634141483869	0.262634535308592	0.631200143859912	0.41977697161399	0.337092465266357	0.276029943708644	-0.0208813619706204	0.358654661930439	0.358212426389887	0.726163037448091	0.428310830154737	0.795311998871588	0.722205184418302	0.55623950371069	0.343877707161214	0.18099209979083	0.866603360843531	0.803771711073992	0.406516436405097	0.176275878792385	-0.0609271478658221	-0.221769143588707	-0.151029183044791	0.134499963069871	-0.0654626904720653	0.230510879018428	0.297430288898322	0.74350562721267	0.168480147033822	0.290675174444677	0.204422409848782	0.897934894422624	-0.141346763078402	0.214028633867052	0.743070631733235	0.306412907862646	-0.314447861618155	0.531235748764492	0.512042860022548	-0.0200494482224068	0.396834341194122	1	0.669780796497725	0.22961712477169	0.553562642278056	-0.133575084521643	0.647433670231153	0.111761741265099	0.148856167483446	-0.135423243149926	0.00238880955788516	0.277190997510841	0.281712435478266	-0.0682690263274187	-0.0979569756570857	0.777146384272859	0.530789746547263	0.472993351946678	0.160929565009892	0.860873089641182	0.546843709947362	0.840115622709425	-0.222375208300831	0.184126099736725	0.586534596363735	0.204180086760121	0.200971772981257	0.226662208942978	0.655300115954867	0.433130887255439	0.285723478257952	0.684363279662498	0.758737820666286	0.317582736422171	0.137437145375225	0.203472731504449	0.615241303761482	0.898171985652017	0.753682705692999	0.273652942930652	-0.25600290943739	0.172046674651564	0.217935672594372	0.0320017508564116	-0.0254348597458718
CD9	0.672399988421598	0.0770898788531964	0.834409918458896	0.718638834832342	0.432212695684677	0.646624078080196	0.851973396128171	0.381389143772405	0.775795195949571	0.708552666464137	0.660804037810686	0.604462153301046	0.469635288708834	0.846238932876993	0.594376977478277	0.702314725789395	0.302236649440867	0.63280794425332	0.851336396935218	0.7339247842889	0.635527169960642	0.562570675292545	0.445791731999439	0.684694771798919	0.634036814818106	0.827328470211096	0.704781855460476	0.637951498204179	0.799223143923788	0.65438007641302	0.63528397320275	0.476977929475402	0.540231839045674	0.751609485338312	0.699639494678407	0.513917344421294	0.349782530035241	0.200662307077189	0.293980754316699	0.568191203580237	0.293741921546757	0.528958280575968	0.590583256059971	0.818653906358427	0.323853848330457	0.701480881564183	0.512993152642041	0.6731780646207	0.295478932782122	0.262599875791319	0.312714203052431	0.621480217960152	0.066286936026478	0.703926491692077	0.599135229565553	0.152003997689868	0.632354356496818	0.669780796497725	1	0.477396990011346	0.785630268859573	0.235145965647956	0.708788683485757	0.473792338997571	0.414536260291353	0.249200879117833	0.445309098092847	0.435415932561661	0.670423912977488	0.440465858013616	0.363353948171039	0.722266941970037	0.510232414335582	0.490832590879414	0.623790107350819	0.773868029284875	0.797992424836201	0.68918692441062	-0.145475117699328	0.620894140140705	0.804427790886205	0.660905917882303	0.521807623364049	0.686330785614181	0.652245272181198	0.694463998892803	0.537413773309497	0.82402674155619	0.860696648789387	0.606661935237168	0.430014261071753	0.582943593109392	0.699855854747319	0.76818983698809	0.827080206190685	0.590503410823966	-0.0344773306243024	0.495345220208758	0.6646211507912	0.444148873323564	0.365507969498445
PLD2	0.567696575740345	0.63696291176064	0.630351772154452	0.258104271779278	0.838617421158327	0.870488589222945	0.519254172729474	0.804471537142278	0.257404382694369	0.777375499990625	0.851971497022971	0.861911298000072	0.745140906355399	0.349279557448185	0.866165827091806	0.844723273279031	0.692219947772172	0.832325914032467	0.702529004380948	0.766658559052447	0.829430797591471	0.77478143099796	0.849396863557848	0.83184012923036	0.847607166526925	0.46485517547078	0.837262952359037	0.490251226179782	0.612978654318732	0.64631484871782	0.80597035586507	0.747410780593021	-0.114661766617357	0.184727393594899	0.786862792268663	0.892207451371682	0.70976732453419	0.6989723588535	0.770273712150509	0.695573304432379	0.571442749206857	0.667324081786296	0.692536103122692	0.555292590432785	-0.0370835080651515	0.723250906212242	0.713371365139985	0.0447414255669096	0.79432867637897	0.129634242304284	-0.122207750260414	0.762745907634724	0.661899832775867	0.554667738552505	0.628406795467526	0.296168583162595	0.663378846775352	0.22961712477169	0.477396990011346	1	0.225243157898839	0.671641976268163	0.578641831204962	0.833994258408003	0.805970953597539	0.67068841229502	0.705693500892058	0.80079200113263	0.823023798380649	0.66361173364953	0.721731615451494	0.277626256356553	0.258302064335102	-0.0845502964212042	0.838668133672545	0.325974316168405	0.672510350705302	0.163283628848169	-0.069448507495569	0.726895927486249	0.672242188864566	0.760417228035318	0.800030297920323	0.443496443511049	0.434647725803458	0.539904030719143	0.262477649404628	0.610715812871779	0.576618907387557	0.735647893590562	0.653425708273773	0.823989240725912	0.0721589575488915	0.206203811908037	0.573703076437799	0.72887932288009	0.123204060178316	0.750816573909382	0.246778226078503	0.419348328859253	-0.14318860849125
CXADR	0.564264948062415	-0.0991704284239828	0.698460593454951	0.726051115015343	0.257862745410671	0.530640662329102	0.778666120284352	0.250457093067666	0.773211148024925	0.579454666969825	0.505641727848799	0.449036750693842	0.297668917823132	0.817228932025215	0.439242595324116	0.528432788892151	0.139207343204832	0.502028568424642	0.709620080543548	0.603491296925601	0.519555742507626	0.415337234433561	0.226784232982258	0.511144143733337	0.47892012848686	0.80377271638175	0.553204911127079	0.520077173162421	0.700866107825834	0.598797598295141	0.47614752808495	0.382704126615699	0.559615000154847	0.736067098665215	0.49240946086409	0.333973821980984	0.187474778695748	-0.0787677512911915	0.0411811490579066	0.441703052200049	0.00948709613230546	0.356180012275385	0.465894707911464	0.724386107092934	0.389289357802976	0.570914580595542	0.354458985153243	0.67538094502031	0.246065986172187	0.350152411589491	0.248640490955723	0.538032152212947	-0.0443969699686826	0.670711182265074	0.506408289569093	0.0481374110185784	0.500404322689119	0.553562642278056	0.785630268859573	0.225243157898839	1	0.0612167243956637	0.634923669341171	0.271160384298435	0.194933440277084	0.106182133914281	0.227269749062055	0.277777325652629	0.435261784124712	0.340847213485898	0.17961945421302	0.580475872153199	0.404962387993594	0.451683187446362	0.461705162568635	0.745243151308762	0.617268826097699	0.728251669314189	-0.18027098965872	0.532408683610187	0.792500888643029	0.488859632361578	0.337092055449957	0.520264260923678	0.461440703865967	0.708814932203681	0.458690068017617	0.64285680826473	0.718307748695173	0.477928296304618	0.325984278201154	0.40227247234128	0.729877889571271	0.768008000293018	0.732667143826464	0.450455286222326	-0.0969488046348575	0.348504596180328	0.601855504830481	0.416237403009559	0.397543971667383
ADCY7	0.255004139271449	0.861343672448744	0.368140109388443	-0.182150889449085	0.692264621056178	0.703906535125244	0.227899741217882	0.829637362758051	-0.0105936661175937	0.671807331642529	0.620465587316671	0.72840452166926	0.60552744199022	0.0594622559735131	0.727063542329477	0.694314671755237	0.775421728549803	0.626726191789179	0.461910339675188	0.556391102951127	0.693783439793122	0.66868108284491	0.823726393489636	0.629652558111135	0.668598922869434	0.14604320873717	0.597377289748295	0.081246442655434	0.185636059607293	0.482338550188375	0.69178772632389	0.57024414996984	-0.443722173163804	-0.100072217797786	0.560998021422853	0.71786103247788	0.769529014901183	0.890795150081045	0.873032816697962	0.804959983343112	0.759708895906342	0.758174776964102	0.633666415217567	0.247311392853326	0.0969428852727261	0.66602382212887	0.649079548921541	-0.329512072033615	0.834509086282547	0.0933018174829986	-0.347375506090791	0.62774160265347	0.863652275643412	0.344436418811479	0.406754179643262	0.544654816844857	0.634539233143514	-0.133575084521643	0.235145965647956	0.671641976268163	0.0612167243956637	1	0.151952810192011	0.843394395214965	0.732272990321956	0.798119620633839	0.838665306019797	0.684324508739919	0.729991676449691	0.726211034996526	0.870240388266223	0.136911664444828	0.217007586511744	-0.0651782696742743	0.780558769750998	-0.00404703632469966	0.491512105565642	-0.188791742890664	0.306366050632513	0.663970640198808	0.381514671990241	0.714862688692414	0.786446111516678	0.398223012163232	0.199839496702246	0.222536267758949	0.541390766715324	0.370939892894864	0.247053029617641	0.619627458215879	0.651738591182823	0.742782815534813	-0.0441771546882185	-0.0768752504666989	0.217349871962948	0.671843095166003	0.58475783434308	0.668024709558681	0.283389541890305	0.742222932185689	-0.0350850170458013
ACKR3	0.682875884368696	0.0491344522992428	0.757080998025945	0.785618045541252	0.570753285072365	0.697723654189941	0.806081772856197	0.447462740231336	0.635427474168723	0.675015354452477	0.746766622398235	0.600379106721464	0.550986487986715	0.766782125111084	0.65317622421411	0.688830492391909	0.250756658387743	0.689619961112325	0.786636646179026	0.735569432942703	0.693077513903406	0.63001233738308	0.407633099088566	0.727138429818606	0.69749690190655	0.820605704124963	0.741519618908192	0.763578144028187	0.883366574686944	0.681955254422797	0.632339971322356	0.641838798240043	0.474507137711218	0.745811121864185	0.685988608744625	0.633898378468711	0.20519586250532	0.125820589960605	0.272299063441776	0.430186572830866	0.124279541586041	0.348612886239581	0.579854634877563	0.811034815232749	0.0428511046672583	0.614455072021611	0.527100241582086	0.641644201840201	0.35204088246695	0.247910429037762	0.244364177923957	0.604761022492267	0.0845195023159689	0.637915535451139	0.725996822801171	-0.0447758595628976	0.529184621299184	0.647433670231153	0.708788683485757	0.578641831204962	0.634923669341171	0.151952810192011	1	0.428573760200057	0.481775612748515	0.264674637978273	0.321719305646419	0.568493094666374	0.616361200705885	0.398604987185191	0.251515573458871	0.54571141539502	0.434848539632019	0.218016664771803	0.569630409308008	0.726044744105945	0.74296175790912	0.684063312787166	-0.387293718222782	0.602718046152695	0.814663168559371	0.576516381992658	0.521338897814801	0.441273679071553	0.59078429006252	0.647962973751808	0.257821421352513	0.718743493157301	0.813220287021152	0.541664662249899	0.476248370417512	0.606214798949572	0.518728477783564	0.648007150204882	0.87037215539205	0.568257456202401	-0.325239186732069	0.620271564190344	0.361031169740727	0.174756023455496	0.0498064623067632
TLR1	0.490269334418325	0.815392156677777	0.616668854615717	0.133597151491964	0.822574879966813	0.877203850720954	0.485764132397338	0.885778205845545	0.224771694609006	0.824918925776622	0.82739527545325	0.880019569676329	0.795570938300418	0.309218647296883	0.866150618784342	0.834092901698501	0.863168153994995	0.819756067147596	0.717917170182801	0.77821567076899	0.851147775839708	0.850254839896056	0.913222427948235	0.830290717485302	0.85807852042133	0.391230521339047	0.818806496670766	0.306130093087582	0.490803323289017	0.671785159058796	0.856933930495452	0.745233301887254	-0.219247664780464	0.0954473896704058	0.801508842959825	0.884699942825668	0.829367170361421	0.848427740046679	0.910473773015278	0.851027052143095	0.76138703425692	0.810034999874357	0.692375545877971	0.50997022106561	0.119956095819195	0.7876369701066	0.773009562505752	-0.0640734777552957	0.865194812581497	0.15270320528622	-0.20758585588538	0.802930533415486	0.840316128089215	0.515835814151905	0.632488271285135	0.486077521818141	0.775794753069827	0.111761741265099	0.473792338997571	0.833994258408003	0.271160384298435	0.843394395214965	0.428573760200057	1	0.821191529819769	0.842289560536342	0.881437638509489	0.78825649493414	0.872457725751476	0.807004341267226	0.902869398017803	0.329305610623009	0.227688674362964	-0.00194128242468578	0.918145625873578	0.263313501799162	0.69073092664915	0.0945970373748164	0.144160269223102	0.753535818955011	0.649946389171841	0.806980874473817	0.885610559462962	0.535009613244712	0.388223853634558	0.493413931195497	0.483977088796477	0.598008504976762	0.528601324534281	0.74226215357369	0.698077460060198	0.88158937884864	0.056115736125788	0.169168236780389	0.505043874850064	0.782363098410295	0.365927882108683	0.767525713267613	0.336542781502304	0.637120100109429	-0.0599029027519905
ASGR1	0.567252161141336	0.739638726909763	0.605760177377063	0.124520021564361	0.909779554643958	0.818263056655517	0.464599738083054	0.870644287602835	0.081987860732247	0.825642637286705	0.861350325852832	0.808423959016189	0.849000010083906	0.284885081629315	0.86088613626368	0.80143371028573	0.653404517089303	0.858304146542159	0.67253643072562	0.781801503720036	0.841993206325858	0.82435573849902	0.782629755024719	0.860013025610258	0.833055237918385	0.362515362048236	0.824878347400167	0.457835614707136	0.526525139768178	0.456545726835656	0.752813615646732	0.815028029324069	-0.250247373084333	0.129628123183488	0.749817885157236	0.884550308497688	0.692090257247435	0.681438718538932	0.812983759743946	0.649324475915204	0.517759932239557	0.540132020749125	0.799113218648397	0.573861294689702	0.00835301903937245	0.77199068061616	0.878198460995386	-0.0580351188862603	0.737666350276554	-0.154077074087745	-0.289578412593321	0.732599709372312	0.66906855409398	0.291614523366923	0.603590995284376	0.0899484751369331	0.73927840299908	0.148856167483446	0.414536260291353	0.805970953597539	0.194933440277084	0.732272990321956	0.481775612748515	0.821191529819769	1	0.72323194210951	0.769441227550621	0.882832373820471	0.864248784174528	0.764112576403553	0.723059777335108	0.217760764168606	0.232619548955056	-0.273145364275613	0.818039889090846	0.268818934118324	0.703982446362256	0.0629543831394296	-0.207334478110178	0.773997010223877	0.58630693369	0.822871634894822	0.862835623394922	0.532932888183954	0.395964728418073	0.50578754358082	0.370909814348979	0.641787957252504	0.563205346895182	0.606671957966348	0.811661158215014	0.887103563512265	-0.0541118504005835	0.124396147304826	0.5434065231582	0.859997618626262	0.108354989640686	0.766520597260715	0.382472478498167	0.458633329812875	-0.0594167303653829
SCARF1	0.225428484912879	0.760942161970537	0.352151820948339	-0.0833464221882438	0.740975301135978	0.707975334034606	0.227800928439694	0.798699233917985	-0.00472572475690302	0.635159426221737	0.657812070857572	0.779403209687542	0.75523043545401	0.0963519608929189	0.695630922671324	0.611200515689831	0.867637639771767	0.687142851929058	0.486552989263802	0.593261326109827	0.696868427423925	0.667829386723393	0.83428056337998	0.679376242987731	0.7238217226039	0.11985900959461	0.638383495488851	0.0608793776632216	0.289789522020491	0.4452552461379	0.667969488738709	0.620430996861237	-0.434667089461937	-0.110171047634139	0.577668484180989	0.741943588906781	0.705911979052802	0.821850613071593	0.882505757388983	0.768725282087574	0.74573333923488	0.700727752884961	0.554827825584287	0.285244581502329	0.171138550127344	0.625792325142882	0.645290876489639	-0.2801979735472	0.792274746920645	0.0841981667802416	-0.383735119106523	0.593643584812907	0.843825948217987	0.331744547718373	0.441462015631026	0.405468973359058	0.560307116206096	-0.135423243149926	0.249200879117833	0.67068841229502	0.106182133914281	0.798119620633839	0.264674637978273	0.842289560536342	0.72323194210951	1	0.816718850201791	0.653721289345033	0.703073412870233	0.687175889490479	0.858113381933907	0.132320811672214	0.0756488454234458	-0.139813057596698	0.792713214986373	-0.00628382351889256	0.478244856804725	-0.124621315878057	0.136365054070492	0.625673829326832	0.4548272623793	0.654297046465424	0.708300345334474	0.471267431735294	0.196648786944251	0.36070499496587	0.337541427318659	0.345480639253289	0.256065798105129	0.445323124843644	0.567374668908296	0.766085941899723	-0.180862819403162	-0.0812384921340122	0.268017275987375	0.641937849488624	0.427834178340305	0.718760491207083	0.291854752665751	0.592163670186385	0.00575138562352041
SORT1	0.307474716181311	0.811569795652696	0.46300242317339	0.0127286991519679	0.753612214062115	0.744497468591463	0.325820783866004	0.774527242222117	0.141863590268204	0.696428962668376	0.687219570996107	0.772423626591394	0.719647520950527	0.208456865917146	0.7305229982899	0.6896423682769	0.82650689925823	0.702033024337854	0.57528766936336	0.646585975518682	0.723390816286837	0.708682138280667	0.854779104352109	0.727530879830277	0.742730673079995	0.240902135867198	0.679306385983405	0.123763226148	0.314137209152329	0.548409831111831	0.652600965315131	0.574279667518194	-0.29993982394658	0.0177014764949316	0.667821570256528	0.737872298819759	0.844519828243012	0.822296548145348	0.861295225952311	0.817542299012648	0.766953359453281	0.780388202587603	0.560468232469801	0.355261967936391	0.279734322387423	0.721329983063705	0.663010970604245	-0.166047494653379	0.758289248157475	0.0553556134839856	-0.287610728260366	0.660977272945375	0.827677674998699	0.478051058288935	0.54727390297768	0.484172336979187	0.662523802761554	0.00238880955788516	0.445309098092847	0.705693500892058	0.227269749062055	0.838665306019797	0.321719305646419	0.881437638509489	0.769441227550621	0.816718850201791	1	0.676774148951336	0.776171697044214	0.746749250806285	0.885996750026929	0.265340837959186	0.230638634945402	0.039623461703226	0.835148187973134	0.10238142141725	0.564748700083013	-0.00321706460248475	0.236399195534806	0.668310913518426	0.496453902256343	0.767092750856265	0.774178105005279	0.615563921517418	0.293445457679047	0.439701210068116	0.502894168818569	0.464079976952845	0.373583215535007	0.572089138915751	0.590308228422428	0.759930139805718	0.0476180128948288	0.0703267199881655	0.347288988686925	0.678537802443835	0.461681047290202	0.662757267950191	0.427315856184208	0.7244813029295	0.142594240678557
