""	RPSA	NCL	CD44	GPR171	ITGA4	CXCR4	CD2	CLEC2D	ITGB1	CD47	CD6	PTPRA	CD46	CD3G	CD3D	CD69	ACTR2	PDCD1	LAG3	LRP10	DIP2A	PTPRC	TNFRSF14	ADRB2	PILRB	ITGA1	CRTAM	TNFRSF1B	CD96	TIGIT	ITGB2	TRADD	CD8B	CD8A	CD226	CD247	KLRD1	TFRC	HLA.DPB1	ITGA6	SORL1	CD74	CXCR3	FAS	S1PR4	VSIR	RACK1	JMJD6	CCR5	IGF2R	TNFRSF25	LAMP1	TSPAN5	F2R	STX4	TSPAN14	ITGAL	CD63	SLC16A7	CD81	PTGER4	APLP2	SMAP1	KLRK1	SIGIRR	CANX	C1QBP
PTPRA	0.227238381212936	0.650477417135129	0.512962407238443	0.168923996475275	0.506632715054823	0.28763265290627	0.400918157436117	0.431909421215326	0.631717671050673	0.500549616100973	0.219377762728305	1	0.552620657293421	0.343451204039498	0.205113347821247	0.309421734964865	0.635510525643654	0.0778409775739103	0.0691312673917337	0.540743939130403	0.345686457494293	0.596208393226125	0.301741053139245	0.246764277053467	0.0489414814655645	0.201668991781948	0.13777528896319	0.566539939896758	0.26449532986181	0.289927169894636	0.302754405897077	0.283072025952402	-0.0442440613604693	-0.0585433085429644	0.429509612055022	0.379568686485769	0.0738754313608681	0.423932500861688	0.267384736103333	0.537447457781983	0.429604784307516	0.355659170402444	0.0324472346711378	0.474636187188631	0.270602262796918	0.376180308864607	0.255519070193867	0.463188620107864	0.0665804127710804	0.439039236460688	0.345419792042401	0.59197195188367	0.463680797704838	0.581165858126405	0.553034954249021	0.603350182574203	0.177861534600649	0.514598075050632	0.620947850651138	0.591234785053367	0.313106098889982	0.520641827663638	0.484560650442478	0.224769917355102	0.268761729244594	0.568370369482948	0.34370162546426
CD46	0.385257729682328	0.537518206786181	0.373851031742618	0.201553913958829	0.309324040113367	0.00320310202408551	0.244567670551513	0.469759006272826	0.544378975751714	0.596128690468001	0.0748596007416826	0.552620657293421	1	0.23190607697628	0.115342560970508	0.183871954567215	0.618260870018828	-0.14810105837557	-0.088253355504572	0.653187417379633	0.311075348863937	0.38445549265473	0.236543411608599	0.03690593247594	0.0920806109192227	0.0521406500602846	-0.254146629035513	0.271695238738903	0.30657331620072	-0.030550863028253	0.16038653135219	0.383935365409922	-0.126192907242446	-0.35627272479838	0.662767886107052	0.036258868525601	-0.0790650799093204	0.342345254085067	0.255991821378164	0.610637678517262	0.389368605684301	0.303599105979203	-0.0402923262316078	0.0895368669932821	0.307905771016951	0.386305098191322	0.38991328291438	0.101063697469221	-0.0108422084886938	0.328765282936504	0.497578028502729	0.507257838409694	0.0985519668951212	0.311192642516954	0.506688379125492	0.635666346770831	0.00917984586471638	0.463971394002919	0.458821242260726	0.454871751051203	0.238650077046421	0.407307905691752	0.568038080950214	0.118262701705219	0.287722897124005	0.608439371415345	0.505912998320981
CD3G	0.503888050521949	0.447611416901377	0.756625033201436	0.515822522111336	0.633966456122452	0.522918117584379	0.920178937343261	0.582675111375313	0.624393373164085	0.623186222742229	0.742556207014987	0.343451204039498	0.23190607697628	1	0.91889735355614	0.447823221146892	0.491813696619503	0.48371170998188	0.534378335989661	0.314914348643017	-0.11283222918043	0.74432029619288	0.651989333082014	0.152188027510023	-0.0330634919221089	0.381659941045706	0.464016214471704	0.450117307875291	0.846723867306059	0.57759695672858	0.421726293255136	0.590773032711621	0.533284327045487	0.465033670097833	0.435037772549838	0.583579559337643	-0.256195431101051	0.036765341615981	0.242475964990438	0.212988077808746	-0.162036281200302	0.105944871813877	0.615972587149686	0.447045797964045	0.737114660880772	0.195762953313614	0.530351027869647	0.440495575882619	0.389442491521738	-0.0497543935590194	0.466395296207862	0.0430757912517012	0.544813411623041	0.521627700295366	0.291713332331166	0.0999442788319711	0.277880163513238	0.125727593366805	-0.220901863223068	0.293045516399004	0.444163920360431	-0.164782167115803	0.570810987679634	0.15465051522765	0.545518319071775	0.216322600810496	0.444993306176599
CD3D	0.590473344223328	0.380737119532527	0.715103778020666	0.551530838331902	0.490224946980369	0.572371453782642	0.830879815429643	0.532896157226232	0.583761121968576	0.557655659887867	0.803114821293403	0.205113347821247	0.115342560970508	0.91889735355614	1	0.472161106089518	0.437022608506133	0.499625968927926	0.653979863285368	0.257145612993368	-0.297778057460358	0.544682270954867	0.698236547577138	0.0893042211431947	-0.186309939325267	0.367795070349281	0.451271355089133	0.390597031335396	0.781848425916319	0.627496592544935	0.499501140587244	0.663637371070812	0.609389201039049	0.465739810987323	0.316144986153315	0.41879220848676	-0.427296770137916	0.0115300513874878	0.313549402348114	0.214829162984495	-0.248160187822983	0.163154766109882	0.712182447506796	0.362769002721289	0.810382843438839	0.223582676680915	0.631641864103418	0.438614079080126	0.304254187702	-0.173066763124547	0.429718897966743	0.0187063848042726	0.493931863813638	0.38912091826223	0.279985732950393	0.00958161286078195	0.198856887486218	0.191430240400066	-0.26009343803066	0.368640182202907	0.480966827626826	-0.114890908972541	0.589900396140641	0.0147644857605851	0.602009473906893	0.254087972483067	0.521888567862501
CD69	0.698995094443688	0.838005107440721	0.761028067263714	0.626178915739563	0.568775435778393	0.916454548461272	0.258953468419477	0.580649393323082	0.62155793102591	0.55937840233096	0.596111318317948	0.309421734964865	0.183871954567215	0.447823221146892	0.472161106089518	1	0.583641127029896	-0.0323275216521224	0.0971325085883944	0.517927616072353	-0.0691139352916495	0.50714122375962	0.475703149218839	0.295173858315408	-0.230044108965432	0.0401064342844272	0.374951319021338	0.431250760735699	0.331904480834935	0.271737035271965	0.248201175491914	0.70294555819101	0.419804191589639	0.076598769688289	0.469953913729045	0.154228709212188	-0.315821168132395	0.633132433483467	0.342949935024071	0.540772752255985	0.0539181235283784	0.356260024631292	-0.0133994471668719	0.387099238366177	0.340961467500535	0.273619637188165	0.671969601972953	0.771213730439856	-0.238034747767941	-0.237904674676498	0.609990810930233	0.152316718649236	0.138879992164725	0.105738835061524	0.399882724615982	0.292633354732265	0.164445268457545	0.303004200329062	-0.037669802645888	0.317853775263498	0.909504301126983	0.142398035609552	0.583471444785107	0.0734509810148579	0.334085467407075	0.288436621295537	0.656716693407758
ACTR2	0.542267454895731	0.816346610259324	0.739392265534404	0.436694586096936	0.581382147909043	0.501098402508347	0.439287351390231	0.559389978225478	0.837867252945254	0.673312269373506	0.393543189368181	0.635510525643654	0.618260870018828	0.491813696619503	0.437022608506133	0.583641127029896	1	0.116931879692017	0.195112198099494	0.736040219089816	0.126803634765732	0.660951038754783	0.543981942762802	0.320069676191398	-0.0855508987804843	0.238899002024872	0.150062670181936	0.702400622336858	0.430424900725824	0.340856843335754	0.602361202236359	0.578217726789269	0.131614622785851	-0.0459292423350722	0.633480301417427	0.292796516494549	-0.174060684973117	0.608543663508419	0.637628127364145	0.61108503325524	0.476763291316157	0.685373825575621	0.157220274166494	0.429675142960649	0.461032552966295	0.683874028408884	0.582527928918147	0.586396455934986	-0.010486447362555	0.288524835960609	0.528079166544202	0.670581742718445	0.330182774324756	0.444952677917135	0.743313745416563	0.670139612347173	0.212603052608745	0.723869669415087	0.211122368264698	0.750494806906607	0.585914675232807	0.569600614751883	0.735209249851931	0.101661919763669	0.432987738977323	0.725704430653713	0.626701355420048
PDCD1	-0.135610956831114	-0.0695462159140962	0.241545821230608	-0.0490251290977333	0.292134149779492	0.165799312170608	0.510412384410762	0.0572176797665077	0.257031549368935	0.0284972893010918	0.278099454135049	0.0778409775739103	-0.14810105837557	0.48371170998188	0.499625968927926	-0.0323275216521224	0.116931879692017	1	0.607237968497011	-0.165025772712201	-0.0149828948843118	0.307908322720473	0.243780357493367	0.323138739467804	0.198782933619661	0.35331683934884	0.502176518084631	0.218940683590136	0.399110763563833	0.610370430935904	0.426488014956978	-0.0609727340579985	0.498736482435623	0.597547424655667	-0.149662583902307	0.533592212785954	0.196678544605966	-0.347441473294948	0.111961516009557	-0.207008360782256	-0.166008617776991	0.00705871256626871	0.604912383992577	0.489386594116424	0.355821496225173	0.0382228227010967	-0.0588550136130508	0.205502924996966	0.658858819657647	0.0996698302469895	-0.335767671127959	-0.0797852538988799	0.410738084440903	0.544492961715879	0.0748232410438912	-0.0537360998250705	0.464788703956195	-0.0512741100351057	-0.232547765505321	0.141356841051353	-0.085722046572662	-0.145629826260908	0.131038048888191	0.303986132218824	0.341430986767148	-0.172698031959939	-0.167727222186406
LAG3	0.166587894338406	0.0561796656415516	0.308074119563854	0.0864550234528045	0.203254324870513	0.248747107297259	0.524935031279695	0.307217656782362	0.368633121729444	0.208177358358082	0.436158864018195	0.0691312673917337	-0.088253355504572	0.534378335989661	0.653979863285368	0.0971325085883944	0.195112198099494	0.607237968497011	1	0.0848332446844393	-0.228274627099762	0.211066247364772	0.534348469910951	0.167924023266626	-0.0996794359107274	0.385080634901929	0.310057085462725	0.36026415406719	0.43980021352603	0.772155553569482	0.577687760266728	0.257883330141476	0.412318708143848	0.462432330608223	-0.0761274227238746	0.32561948237006	-0.214579557237463	-0.130661641358772	0.220844372041262	-0.0193578981309421	-0.196796016200224	0.128169997338843	0.798894035735021	0.280984009831795	0.619246967021571	0.173237381505617	0.223760210846381	0.232471555490107	0.349167253176258	0.0192415286775797	-0.00178553343543524	0.0122573897725483	0.430832030583847	0.357362859507512	0.17361640872587	-0.0628473276695986	0.201082924988915	0.14959878414478	-0.176561434525141	0.378771285207552	0.17403345376471	-0.0106852481195407	0.210482320015829	0.0256601733376656	0.534599832003192	0.0988189484620466	0.173938280166229
LRP10	0.625781955458218	0.725814265171723	0.571692599833024	0.41454113696948	0.50363266581919	0.329802506356495	0.259602492792627	0.499590499978502	0.726213044021192	0.622599881556422	0.261774189650363	0.540743939130403	0.653187417379633	0.314914348643017	0.257145612993368	0.517927616072353	0.736040219089816	-0.165025772712201	0.0848332446844393	1	0.120166562710229	0.441173864324227	0.47774795186322	-0.00233016554825592	0.0504091181427468	0.170820734474471	-0.0930768798685728	0.461854949951812	0.228709199161186	0.125018670695167	0.325506731154856	0.584420138596175	0.0298768169530133	-0.298374525954359	0.538440492075087	0.104158354306158	-0.269959867838964	0.532600162368314	0.380424370594574	0.816707093844821	0.397476646247601	0.467862642646612	0.0550658030199372	0.250663310043842	0.387260363212757	0.546804760599132	0.621556132004354	0.418844662406348	-0.182145113483843	0.256759786727633	0.578004961081773	0.562769873689341	0.231489562588047	0.256366853996337	0.598699990443566	0.655962029625445	-0.0766986738869291	0.678538356789924	0.286880301350807	0.581440742246399	0.496584474444038	0.492097840448957	0.648074322283717	-0.0258771349304318	0.381558360874017	0.665307326045812	0.729084001880536
DIP2A	-0.205249569145127	0.113650378458949	0.00567271244779825	-0.214446343919573	0.292304841873344	-0.151564446146427	-0.00594618676673101	0.161362638964218	0.137813469058801	0.0428614097258053	-0.138698901800129	0.345686457494293	0.311075348863937	-0.11283222918043	-0.297778057460358	-0.0691139352916495	0.126803634765732	-0.0149828948843118	-0.228274627099762	0.120166562710229	1	0.284820219867374	-0.175346858788578	0.242803281042006	0.386747920267743	-0.0151397955911418	-0.14022846219679	0.0350153712006599	-0.0286149665631444	-0.0575149210329071	0.019503906131814	-0.24330775730047	-0.0659976915923491	-0.00997659644903157	0.0968391786277219	0.180511515743129	0.50864135680055	0.104297215756382	-0.0115005469912467	0.0699818004225316	0.337500921524518	0.0605378067949345	-0.248617085436585	0.123196199787602	-0.217550394892974	0.0190458765746771	-0.209294192899887	0.0578654198982019	0.237269631853332	0.327394286072685	-0.118111368266546	0.262407555867825	0.1099581878581	0.320888709727888	0.058750555387311	0.375407234254228	0.111511289320839	0.0183072190932806	0.260933589795029	0.00336161857282132	-0.033170038051536	0.115214113800377	-0.0390598247342645	0.607506567043102	-0.0146643466966054	0.0186123190852726	-0.129361577605381
PTPRC	0.307429482220419	0.648564917231636	0.759477332357418	0.361815598392008	0.81799278311562	0.50919430507592	0.772676627227131	0.617500358829189	0.705192405592084	0.628160099091461	0.522168030746417	0.596208393226125	0.38445549265473	0.74432029619288	0.544682270954867	0.50714122375962	0.660951038754783	0.307908322720473	0.211066247364772	0.441173864324227	0.284820219867374	1	0.431311137027523	0.421890749456046	0.175892258083728	0.257249123937658	0.421694771793405	0.625612953406911	0.687723513541963	0.484707551871307	0.34924116191378	0.427526003199246	0.255643462161315	0.249894290801364	0.583331033075606	0.675877479727441	0.11774315878851	0.341958922465568	0.26570434222843	0.307477112544209	0.21305778037516	0.24674016116383	0.207344731825213	0.632268998614514	0.463949533734796	0.305726575547983	0.315425598998776	0.559501899979908	0.34470956538302	0.18188892988718	0.479127689086718	0.235480746932565	0.446534297385974	0.650811892207192	0.394031288656622	0.393383295119854	0.443029444312278	0.172858813605948	-0.0456482909810396	0.280514256365799	0.460828709944543	0.0185544166910553	0.498405458863947	0.366398584004703	0.405843961959113	0.241291323977615	0.291190956405772
TNFRSF14	0.706919670663835	0.504925701622383	0.641187792078262	0.500233041523867	0.334560514190009	0.469374027730127	0.587308981780695	0.5024270442136	0.64605217334281	0.574880392653308	0.606532850431782	0.301741053139245	0.236543411608599	0.651989333082014	0.698236547577138	0.475703149218839	0.543981942762802	0.243780357493367	0.534348469910951	0.47774795186322	-0.175346858788578	0.431311137027523	1	0.0219596857406441	-0.163596717624743	0.19308300404469	0.105133093972195	0.438695739258845	0.53804326195831	0.502389980725647	0.550670600893522	0.722226334830607	0.442544572118731	0.287521754172968	0.343057018669775	0.35232626149179	-0.390037606949379	0.173425424462063	0.437100814865422	0.437315473355834	-0.0761888741270039	0.379076044809907	0.531895158266374	0.173743889636276	0.705924654773824	0.459374911907789	0.729508708631774	0.363249738876069	0.0736626027005259	-0.04773783257045	0.472741337015836	0.266126493430222	0.379756801117367	0.2025980107847	0.402619408801521	0.211035535084258	0.000824972819867663	0.435573512178374	-0.150173529206614	0.48724245144799	0.541459878902637	0.121218205164372	0.490845908872199	0.00179011710563766	0.63525058809711	0.397347241982013	0.660706266006032
ADRB2	-0.148213928168353	0.280184920417384	0.332777392392153	0.0472622739321865	0.369381846726742	0.41393277973607	0.145450819029571	0.133179277285921	0.253804043094668	0.180430061155198	0.112067962134466	0.246764277053467	0.03690593247594	0.152188027510023	0.0893042211431947	0.295173858315408	0.320069676191398	0.323138739467804	0.167924023266626	-0.00233016554825592	0.242803281042006	0.421890749456046	0.0219596857406441	1	0.0487417496995604	0.168840506086473	0.434564324313604	0.445845479201512	0.133517515574395	0.433120094497692	0.353951359938849	-0.0646867123185959	0.0998070078600087	0.230727855763003	0.113102158593566	0.366627771192267	0.394351584074948	0.212142852801638	0.207126392911463	-0.114559476968508	0.224315274484504	0.233338405529266	0.0560985293623355	0.470090168009768	-0.0580655676070782	0.140113531938912	-0.123872592381664	0.45055918674567	0.175632577316624	0.094138767430996	-0.0398715240423773	0.059544469733897	0.216934811518454	0.388008998555177	0.132060810759481	0.0703158156333457	0.632264188220244	0.0249970393316254	-0.0185039670885349	0.168899996599929	0.276081307445	0.0951219405027205	0.109794474616184	0.357058707840187	0.102097734206471	-0.0255911243613417	-0.147739239645125
