""	CD74	CD93	C5AR1	PLAUR	SIRPA	PTPRC	NRP1	ITGB2	HAVCR2	ITGB5	TLR2	CD163	SDC2	FPR1	SORL1	ENG	STAB1	LAMP1	LILRB1	ITGA4	TNFRSF14	NRP2	APLP2	CD44	PILRA	LRP1	ADCY7	ITGAM	TLR4	TREM2	FPR2	CCR1	IL6R	KCNQ3	PLXNB2	LILRB2	TREM1	HLA.DPA1	EPHB2	ITGB1	RXRA	ABCA1	CXCR4	THBD	AXL	EDNRB	TNFRSF1B	TGFBR2	CD33	MERTK	ACTR2	ITGA9	GPNMB	DYSF	KCNQ1	LILRA1	CSF3R	TNFRSF21	LRP10	SCARF1	NOTCH2	NCSTN	CD63	PLXND1	TFRC	JAML	NCL	CD46	FPR3	ADORA3	ITGA5	IGF2R	P2RY12	TLR1	HFE	LY96	ITGAX	CSF2RA	RHBDF2	TLR7	TSPAN14	PECAM1	TSPAN15	KCNN4	FLT1	SCARB1	SLC16A7	PILRB	PTGER4	SORT1	GPR84	CD81	SDC3	CANX	P2RY6	DIP2A	ITGAV	SDC4	KREMEN1	FZD5	ACVR1B	PLXNA1	CD4	MCFD2	C3AR1	CD68	STX3	SMAP1	ASGR1	LEPR	NECTIN2	LPP	SLC16A1	UNC5B	PTPRA	CADM1	NOTCH1	BMPR2	CD47	CD151	S1PR1	ACVRL1	CD226	C5AR2	ALOX5	STX4	RPSA	LRP8	RACK1	IL2RA	CAV1	FGFR1	SPN	ITGA3	ERAP1	PTPRZ1	DCBLD2	TLR6	AMFR	TNFRSF1A	NRCAM	GPC1	JMJD6	RYK	RAMP1	TNFRSF12A	RIPK1	ITGB8	C1QBP
FLT1	0.800373322416793	0.800353845014855	0.778008029348082	0.790724246793801	0.794989530456747	0.813672923195878	0.810271591502958	0.80215812662612	0.81220960093401	0.75333033538666	0.817227220560246	0.784427063423647	0.668921905808406	0.778978368608965	0.826390548688701	0.81107651992721	0.766000936996965	0.780535913343295	0.762322146877333	0.785482026737498	0.729090601482172	0.730891410432116	0.786105635543819	0.71219965818808	0.780338228608699	0.806590959802799	0.783209619191999	0.786303015681433	0.787019511778283	0.78049191302203	0.766598370779727	0.77401014404	0.765593757926724	0.837653295288955	0.732743332323974	0.714579373721645	0.65337876914876	0.785913995895378	0.812689865276086	0.792297533131707	0.804636002436573	0.789612883975329	0.722802695469472	0.808365237443891	0.78767742467804	0.764625856887432	0.798763159428107	0.810085454273654	0.756610564704086	0.789421940277117	0.804986630437395	0.819696794049785	0.73824935139285	0.844817254623087	0.656964205689818	0.798827176658269	0.789087861003364	0.650668578716687	0.709353923227087	0.813753387024704	0.522721523712482	0.643815413845756	0.703243896550577	0.807639902509542	0.811434666275057	0.641522125857564	0.699674427157642	0.787416701188484	0.7862220388888	0.791981836485883	0.72189693335399	0.786876205960052	0.737406205990547	0.788332025274042	0.773338353507592	0.710436096793106	0.767098225970474	0.789027267956454	0.825406954143173	0.808228262113543	0.834631471257822	0.775952153014206	0.8008142601259	0.744638250543799	1	0.775792723158326	0.571395402926262	0.538328569619845	0.806691321791261	0.444696710300839	0.708379491911903	0.78257672385923	0.656113774341868	0.709598608206526	0.598928808813509	0.626150274540273	0.602553509233829	0.427210515371404	0.509559086403194	0.730004725363616	0.783501815565827	0.801208989738576	0.779002911291511	0.611428301792808	0.798459969045438	0.749904578356824	0.604394971294106	0.718429430100183	0.800651195787209	0.760022691157942	0.791380682129407	0.783064410402108	0.420118044514942	0.580968871621516	0.478158448188272	0.673438095846393	0.755513100156518	0.798871799677102	0.440583213477143	0.57810419089538	0.661920624600301	0.850153876760142	0.813306869476247	0.745562435202138	0.789078165247884	0.800749622120252	0.635797700700115	0.565827100585016	0.579942981593628	0.803865592146499	-0.105866398700175	0.173115544432363	0.756583909216075	0.333544255247922	0.74367178658786	0.146569995971563	0.109446116097155	0.822042925337265	0.71122708441723	0.785781099987059	0.135752209702504	0.0711423265392803	0.572381749712831	0.549426607469398	0.329949666954705	0.0940325459602281	0.514443417566875	0.183725704088871	0.474548510730341
SCARB1	0.955992459700247	0.923645827720675	0.976484726310266	0.948660738852947	0.971116681411233	0.961171013291754	0.968545369121905	0.954507700385002	0.955067956037373	0.981200937828779	0.975242662729971	0.940465864282873	0.914332072172623	0.960980677419877	0.969275276662589	0.927967318605442	0.948904423474567	0.980076885200748	0.913891144618453	0.929427501921917	0.947213736727834	0.947575141666501	0.972780667081127	0.94973973646211	0.870248795178711	0.957064056461735	0.967811592751813	0.933213656573111	0.984107383069994	0.926364600584795	0.87765159664915	0.986347428359461	0.989857828855155	0.917067932592264	0.898332340801973	0.878815701989855	0.84918404961625	0.972079027017258	0.928257903071234	0.90954534057785	0.971249348315179	0.970367079953326	0.919690061698821	0.965085000193253	0.933242702932168	0.983818667176378	0.968628893544091	0.979931640726961	0.847327845104751	0.961338267567031	0.963046599609051	0.960313925972492	0.92799444797979	0.946013913888499	0.853957573970496	0.862747232098688	0.936190086444605	0.839173369361784	0.900985523571576	0.971876208625867	0.65559978693649	0.861348595456135	0.892051232237663	0.940057457174204	0.918329361736372	0.840888158229531	0.858755642564042	0.771204403812266	0.920616906195848	0.941100964842176	0.924597238381613	0.985745210739028	0.808004549105082	0.959228043070854	0.900264777700158	0.941259338312498	0.969100874271235	0.9752337204982	0.945685465959624	0.958701432658254	0.978617640052671	0.738370008077261	0.956019601000515	0.922646241239935	0.775792723158326	1	0.580275605962599	0.64687152166694	0.925568340915316	0.431835549399606	0.953416312520201	0.951035951652158	0.74901093229131	0.86545750872609	0.726655693968767	0.675013182126568	0.730414089277082	0.594349445577574	0.800308854511933	0.930149570969293	0.931835546607107	0.964823205271082	0.95526060531547	0.757937764537619	0.92802845601212	0.972112255686223	0.83955923900345	0.862099773184796	0.940586905421211	0.899144192940179	0.881827380652906	0.872205806656921	0.411755948005534	0.628218772617626	0.465431203806574	0.834336900633544	0.723595181303552	0.790650807058289	0.579501284929024	0.650309645178342	0.646238906078592	0.925639053970214	0.943414753942307	0.95601471656856	0.911833143884453	0.953152420800186	0.841064354304933	0.643089805235515	0.769025959214328	0.91459501080852	-0.0553709371570121	0.133290439983352	0.891102553344683	0.351492755883319	0.914767306714208	0.0213320736215061	0.185692901082316	0.94486123041572	0.751099098160393	0.964663506527028	0.0675848972453576	0.109357926919351	0.672845008705008	0.628175815612838	0.31211127082937	0.18113452404424	0.780605265439637	0.164304636287607	0.549938934944273
SLC16A7	0.581673563009158	0.702643397271664	0.468431720863666	0.508985710040525	0.499148156972813	0.557009240348652	0.660797781410388	0.608086417995658	0.521563881646905	0.673381651087678	0.668694377616839	0.702608990877177	0.473680067283302	0.609551219486286	0.526783325585433	0.676067529616229	0.663071523789392	0.535542270095149	0.637860015623214	0.681395087491974	0.374918766438501	0.672685134263089	0.682630613246401	0.557740580206438	0.332778429703855	0.718134423867494	0.67810494152649	0.555055491765693	0.480709238162225	0.520753796088397	0.613589213732613	0.494370585956423	0.518320106255831	0.591654614413647	0.855432102130757	0.643020773363177	0.465183026951804	0.494099854200764	0.806456419037173	0.713219232730964	0.660112242966494	0.658845121299036	0.282079850369013	0.574922893586555	0.596861274701947	0.544317376880506	0.579889220360411	0.558464251268723	0.553616849203797	0.664836890304497	0.722209466343037	0.616553778014761	0.329682435856435	0.514010531039276	0.389712008629053	0.579587351424011	0.656589695430149	0.829114141413271	0.791318653321893	0.691181576104712	0.762895263544714	0.787044857990104	0.606492027718092	0.766673273503334	0.587364111336796	0.346011929558785	0.807478214996982	0.865176573208706	0.663637399820852	0.542930191617657	0.686455314202327	0.694114613146601	0.348300450244533	0.526166242987817	0.807133968709483	0.355892065345142	0.427888019124911	0.458276035533503	0.622422116114354	0.666268349244879	0.680946485951913	0.462422321071634	0.732210774887888	0.79875324324354	0.571395402926262	0.580275605962599	1	0.892845234948598	0.516153557871297	0.873125779488463	0.48041300034989	0.653477467836549	0.938491699675022	0.723924858570024	0.74095280720834	0.917209412049485	0.916532069772778	0.48817272716809	0.690254144713381	0.756341840312925	0.777961468459644	0.733317139530981	0.685858532996382	0.591636490252097	0.510056724882108	0.417452000780325	0.297368450246474	0.629829818407257	0.580913436996182	0.673514411068574	0.763039149578651	0.819842637664378	0.659772008049314	0.683833047023693	0.862629888850145	0.709189145510465	0.886819124188944	0.899291723964923	0.812506037463353	0.732177351036557	0.918928689246028	0.706485867006208	0.651890521294835	0.639825110199921	0.562633767435991	0.648337037438412	0.652634286026518	0.859142658862218	0.592416836959439	0.643860989523069	0.179018156765233	0.629614964593478	0.55123943965565	0.815086355481979	0.681101730620545	0.736912103369309	0.60118687233057	0.699875255122866	0.69432842628093	0.703665781964591	0.710050518555282	0.651342756044488	0.67421072633165	0.862688832650336	0.708860667789776	0.276985053834472	0.646898655611304	0.740303940384299	0.713792659239316
PILRB	0.566728084553673	0.653115413709463	0.540280284140792	0.572649623950824	0.534176682885399	0.55250051183347	0.660063327372656	0.611539494635227	0.532457244394743	0.717898730503912	0.701715440908188	0.657725529061175	0.675641304576323	0.600042437483546	0.563368380079718	0.624230787146102	0.616264865792342	0.658039833830379	0.559595776633968	0.621315531315265	0.525232604720004	0.812828515437399	0.775850258574869	0.732137696993617	0.429352833702836	0.777253070820592	0.67612344549786	0.52551076822455	0.573594669084363	0.513462446246101	0.553089985849528	0.556339677517752	0.604668467358559	0.587754014839299	0.862844037266854	0.551059778888221	0.655542584164861	0.515965574009093	0.817386407909957	0.818904232840826	0.691158507820884	0.753857162043592	0.423937602953425	0.599664473671581	0.540838185265826	0.650110923504371	0.591520578321886	0.607823300485529	0.434825398579335	0.642358661959261	0.722323018115506	0.585240034181492	0.463977689556172	0.517722908826863	0.314471271466397	0.509053972601851	0.663284402268123	0.88988664575618	0.884733841716376	0.675192233197791	0.883946077212906	0.85605858749059	0.790360962423902	0.75253363433432	0.641157807394262	0.31906621572594	0.912997277112652	0.87990388910845	0.648561725771832	0.541652066278029	0.82412029568885	0.749681135259568	0.269169307545105	0.583669544753153	0.799546285228366	0.486863031107419	0.514242028110667	0.487890877698882	0.621200219223643	0.662480590885923	0.710343080349763	0.317558615960432	0.739145875964458	0.83530530409245	0.538328569619845	0.64687152166694	0.892845234948598	1	0.556588189206093	0.895876075898005	0.622660242034135	0.741450999312176	0.937187576501552	0.862228491604009	0.579522454878656	0.965729613170382	0.961249487580675	0.751690456045083	0.83475138962703	0.829407771470788	0.779650576242895	0.750561634498926	0.676709757703801	0.780688681482566	0.494395175780969	0.522466805751569	0.491504641034023	0.798317873151294	0.572293313201969	0.815544216674814	0.77083534340154	0.880469386261863	0.760243349248267	0.688527900307218	0.921694783004543	0.878989885528124	0.875158825696785	0.878030806437965	0.938046404658822	0.86983137401962	0.831790492485517	0.672358018578826	0.628407985826502	0.740262793290393	0.511447651262082	0.750418094360762	0.807725848781475	0.909970422991379	0.789146127548948	0.601855116938226	0.393258169182015	0.730982873150675	0.505538110685542	0.918753262931305	0.675082023749833	0.717419597892108	0.776079635159839	0.674282197701084	0.783050525651281	0.757343441612046	0.778486153556124	0.787743109772087	0.86054502815076	0.929454498236487	0.861969591292372	0.533772289390758	0.638434785130519	0.832145436210267	0.829250723261195
PTGER4	0.969116734287787	0.927930184424893	0.936906472255886	0.992228538951137	0.966983462975839	0.958139125606402	0.950588741202008	0.979772752068903	0.983446262981957	0.87672953572674	0.932857056262935	0.921127732143677	0.842481395029274	0.951974421419832	0.963175738792055	0.937257893749508	0.897325372485727	0.920276306475949	0.902421571822668	0.91316887061535	0.884341720863241	0.862926344776832	0.909634084271019	0.851053245376263	0.95912540802717	0.938335747561247	0.872549432751711	0.958641015528051	0.94306145988785	0.982771152425655	0.895764696477308	0.937162141151519	0.903900945768427	0.988698137864508	0.81489724146852	0.837692408192486	0.844478786081461	0.959512329663067	0.890189825891935	0.869227116758719	0.964152832365045	0.932095648840034	0.869156303777685	0.984012434008901	0.933047947975255	0.924314112072649	0.968068232684637	0.976273230203735	0.837968468316682	0.940650740976809	0.929503507047608	0.940889657348319	0.930041865769418	0.97955457065527	0.827433795680156	0.936672365174242	0.958993420946725	0.792193869885638	0.769342033875538	0.910697006749491	0.497682040565821	0.71362574504561	0.828474333806269	0.904832889535779	0.98352718049226	0.766547273843062	0.771704090637027	0.699424770636129	0.967461376880567	0.984474981782829	0.857638120103866	0.910484795574763	0.876965243097451	0.986930334771535	0.880048864539205	0.931998259844161	0.921389743672577	0.917310158955434	0.965125598103594	0.961341847592737	0.951946872344603	0.690589629798971	0.899293690883	0.855344129423655	0.806691321791261	0.925568340915316	0.516153557871297	0.556588189206093	1	0.331683815470969	0.864646142279385	0.946417082255269	0.684145527086133	0.777724256389959	0.625514562344618	0.582589368943871	0.646293837892119	0.505989929471092	0.591913330890015	0.861405330488471	0.827004572980371	0.931390411200306	0.943823492214239	0.702968732469506	0.972775190440962	0.940373985519226	0.675612569751406	0.7845466160209	0.971412217042443	0.835565081766404	0.915981601867965	0.837546970242356	0.346741036767109	0.500048542143214	0.36852226737009	0.739766521104298	0.741685650230671	0.735950674319192	0.433144123301934	0.648313887174003	0.546950615374072	0.921092887086174	0.960468195868851	0.904443585912596	0.929547613576363	0.938364138386329	0.751730403661399	0.50641691437218	0.650323698010516	0.960116132638669	-0.146930160785851	0.0328473964350843	0.956325397853125	0.286328579618722	0.817699203986315	-0.0456393841732896	0.0890486375995142	0.934018198337657	0.726126591470677	0.934708230367195	-0.0159844767050411	0.0208580373480842	0.552150982208615	0.489395176362786	0.255924104331534	0.0816043197528752	0.579948954361814	0.0610155397242161	0.467576671606848
SORT1	0.377859389916876	0.506507067826729	0.325378886871377	0.34428300607604	0.328532686408657	0.373498147260511	0.480300708419733	0.412636517604864	0.325617336286091	0.540106166781425	0.512332061143555	0.507242503871569	0.438782061584566	0.417112353337564	0.355617837590488	0.47374352117207	0.468517359715157	0.430299529704541	0.419338159252886	0.48365971614561	0.264106666843026	0.60700476164073	0.576802887112113	0.507650235451111	0.175622174891404	0.571127531123626	0.516981394900549	0.350404771020426	0.341251482441969	0.3087111627865	0.419656564125712	0.333927540210011	0.386551676913677	0.388595333357562	0.726986639169212	0.451678236911275	0.406019784684843	0.303489424739319	0.669321840127526	0.64373621925494	0.492007777689498	0.554368654038309	0.171036623026154	0.388684124423662	0.384804917179463	0.40789969882862	0.396824810077658	0.387708089738233	0.345831499020019	0.465808117777774	0.561551031190651	0.408321308284634	0.192652463356635	0.31580501729588	0.182409621102206	0.359935438754508	0.461711203465895	0.765145816947848	0.727327933531053	0.502258669287764	0.80514812007141	0.741226992342264	0.586189245275298	0.612899168098878	0.428697342053346	0.18879659834527	0.757900047525902	0.786698043731939	0.46297215016886	0.333543079182846	0.618168408651231	0.557392981447252	0.137738265351547	0.34993540952288	0.64670704325756	0.237568460897935	0.283331291476082	0.28463105162034	0.443751124189141	0.46979018483976	0.513372196995405	0.298642053089381	0.590756384627954	0.667108592904252	0.444696710300839	0.431835549399606	0.873125779488463	0.895876075898005	0.331683815470969	1	0.370936038543896	0.533753499764401	0.835526753626409	0.702080683277864	0.568005561328689	0.886899224822016	0.876874979584812	0.580534197834367	0.686080558868281	0.642658556222177	0.647389155629159	0.560523862102079	0.495125541506203	0.601604612237843	0.305287133098582	0.275236312755373	0.292465595157019	0.594770602912518	0.373515643469639	0.608155961809765	0.60925194090061	0.710264584072522	0.715046896534237	0.736301859287829	0.900558148931721	0.696415954526953	0.758201500459186	0.768668443002271	0.913541191522183	0.741194699033551	0.849448249188966	0.522535977979758	0.452147261967093	0.509816807971891	0.359322883235385	0.55280658229267	0.631827892797937	0.769184620665698	0.623058432369682	0.430653708250367	0.385767370969234	0.730549435085084	0.329417103663614	0.886687717551817	0.570440290986179	0.761375634975301	0.772327431160847	0.522200696029077	0.69420532313025	0.567742035373959	0.815684513904286	0.822241875410342	0.725319646302205	0.838784113887324	0.817420308275697	0.463007708824557	0.570809374633702	0.865594540217791	0.771286262653456
GPR84	0.857875669503986	0.804006716075914	0.922683298278653	0.886949183250287	0.896360833891265	0.860776534678837	0.876281959200071	0.868003000458075	0.874123032425697	0.924398821071063	0.909146827173732	0.828375580283619	0.939587718115402	0.865933047855246	0.895090760637213	0.802966229124757	0.835401950123169	0.977480662095201	0.771359604010946	0.795729609027222	0.978708786303514	0.952376802583407	0.920134701516051	0.969933527900093	0.852887739340093	0.900535375004229	0.883922478802241	0.814806606628855	0.959586261255011	0.836192291587907	0.73072974409057	0.954050360634711	0.972018657944179	0.828134298352592	0.821258870260573	0.721042768957237	0.82015944338182	0.898098984548077	0.843621529946231	0.853750469569474	0.902731915980503	0.934706625711792	0.932552037252963	0.898270695571384	0.802242710611619	0.986331216249461	0.876874402420683	0.924982298504509	0.670053564413621	0.866567624165605	0.864432856712566	0.858391213457683	0.945356836983355	0.871534867857789	0.717869183239453	0.713859636144853	0.862068111939813	0.785149154042446	0.88714935262851	0.890221090741344	0.584236004324858	0.811821632892112	0.874021135813424	0.838833126895905	0.84577095193012	0.696546891146627	0.830081173891606	0.712590869824194	0.828429600588903	0.851428623845701	0.897604745413008	0.932668016064341	0.664772918584432	0.920455366904323	0.814635293222004	0.908958674760437	0.961635818556664	0.91391782766307	0.83145857978737	0.87236048577849	0.918570433789929	0.55318831964836	0.883557382697751	0.880289667932982	0.708379491911903	0.953416312520201	0.48041300034989	0.622660242034135	0.864646142279385	0.370936038543896	1	0.887150929257734	0.681508655894174	0.836541778962321	0.538134969579541	0.657727442093262	0.653359477829735	0.631570458910437	0.813239525006192	0.9119261450768	0.849794037158293	0.885405045811157	0.873034879916919	0.732823112981845	0.816189290927474	0.956976246052013	0.901070028787115	0.880131203248256	0.833946983508224	0.904184855420795	0.781847150714011	0.82675747853439	0.412235373687607	0.506177471626969	0.425816775862747	0.853909770253425	0.644318745157745	0.709443243758632	0.573521662963148	0.591426357629418	0.516698440523769	0.830566374008125	0.836868800510942	0.967024266474784	0.768163641435331	0.918812422269343	0.800129782603231	0.644382000216629	0.762041856575993	0.803431957582274	-0.0441484214127458	0.162200911221667	0.764977326895995	0.335603862284131	0.780574857023421	0.0254902863937144	0.18049853762784	0.825667639982068	0.648125169930342	0.891433967818085	0.0737784974218406	0.107190300969824	0.689828078500536	0.604141817636583	0.311644293110174	0.204590518704767	0.657988058528286	0.172762278626041	0.469584869259608
CD81	0.941358610190889	0.930904712253846	0.922828430944825	0.958673191644275	0.938352387030072	0.93345637660532	0.96034077661312	0.958805191213553	0.937663072624991	0.937195890720483	0.953777885776054	0.932106301702358	0.900600211303194	0.944670371195157	0.936570021523327	0.932990803203369	0.910397586567911	0.942930170279415	0.889863430843971	0.919574690025349	0.877257298270975	0.943745465079434	0.979672047057213	0.926016835909979	0.870194371796731	0.985113991835232	0.917055166521592	0.922299516782338	0.932983886157442	0.928085832533094	0.871383724303164	0.923428189291243	0.918390936309235	0.945253156132761	0.919051658569495	0.851005732737334	0.917902091268086	0.928118260270085	0.951067848330647	0.960698428524737	0.977196143045944	0.974250688343662	0.835655752209446	0.958317945120007	0.911428019359236	0.939707585734903	0.953467718629249	0.963697619859508	0.806474802904837	0.942760040881487	0.96762646783184	0.925678315459224	0.880465738486883	0.925698311740617	0.774343231498174	0.884079931578831	0.944268550752994	0.899609910457701	0.896707350182473	0.933141063735716	0.71359000369439	0.867468071629479	0.94437313535964	0.953616335360779	0.969598136621861	0.744015685595853	0.915455633327345	0.808434746779684	0.951037532047302	0.93962774833653	0.957564480918705	0.964204571001184	0.778660507482954	0.952768572386737	0.933615352325655	0.919376994080088	0.895028445945263	0.89349795332237	0.958404849475138	0.958882716355284	0.968685036128931	0.662732736111298	0.943738877020246	0.936891944003371	0.78257672385923	0.951035951652158	0.653477467836549	0.741450999312176	0.946417082255269	0.533753499764401	0.887150929257734	1	0.825169425783898	0.909582868224023	0.694105574367113	0.740617841260099	0.818461073236334	0.707597543090497	0.770200634877271	0.93782674562433	0.911681772557834	0.966256118580331	0.953674029189874	0.835592497771875	0.921258949084503	0.919724041508723	0.728079806852005	0.890270270483069	0.943911767779246	0.927474263343159	0.957185533178345	0.925291726331317	0.511848756353557	0.638305746818967	0.585804657394604	0.867116172981027	0.826238549702534	0.841102168478628	0.659412514454884	0.818358136197194	0.692801279047058	0.928172871038126	0.948659530265317	0.940786162337197	0.897860110390175	0.980714810143792	0.906137013014917	0.669322223312912	0.832879401089586	0.933084162600797	0.0996208066201201	0.256841975978241	0.904980131647691	0.502280380128722	0.891249374837168	0.149459950599504	0.347178496927439	0.950476151042366	0.854659915646466	0.98923517379141	0.214599127030631	0.279017068000193	0.741187269462011	0.683374792769651	0.489408877683091	0.337189492384189	0.716013113697535	0.297747651322219	0.696578952497087
SDC3	0.728313689832575	0.816233226015975	0.649385121938342	0.687802720937295	0.669443475822837	0.7053115411835	0.797263459284029	0.757441008415027	0.680206040338372	0.822048594237685	0.810424773620334	0.819090136681571	0.674859479096935	0.760779399942606	0.683794742090537	0.79057900410601	0.780687421596583	0.725971897644521	0.739051926932979	0.786248092075851	0.588125409613818	0.841485952804176	0.841580828597907	0.749411990018733	0.530006163687063	0.86252357504036	0.808344637400402	0.692621140523764	0.670696473642383	0.679326917747306	0.702523453790954	0.677999317089091	0.700263555226625	0.729629262366957	0.950290597463093	0.737557853610458	0.654243084709569	0.665641744387987	0.909768874430474	0.848291497019723	0.809371123793894	0.813563035384822	0.492821030649414	0.737217630386229	0.716421179814556	0.734484075923965	0.734124919848819	0.730605912988425	0.631286186019822	0.795543324806972	0.84902443581947	0.744614390132427	0.546556109655386	0.666266838946203	0.516723895056622	0.678457258208284	0.792729860015881	0.940377036133251	0.91394861684632	0.809838642055186	0.811282375897739	0.899857794255305	0.786239274240797	0.878720414545569	0.748905555940677	0.470987738856297	0.935582881180274	0.885603988253503	0.79695502811539	0.698520311084139	0.840963149258061	0.838357225468831	0.473545771701912	0.707391692338935	0.898102615533515	0.573150243535537	0.619159606866723	0.624485988734216	0.7583227132198	0.802020129653075	0.824373130619857	0.506879158932046	0.860584367296729	0.921585601533146	0.656113774341868	0.74901093229131	0.938491699675022	0.937187576501552	0.684145527086133	0.835526753626409	0.681508655894174	0.825169425783898	1	0.847088438549712	0.749170091378161	0.939389116722779	0.971400650305879	0.63764623178611	0.814989593663088	0.899603442615111	0.868126306812216	0.857563545497406	0.824728186496964	0.715279766019642	0.657078420728648	0.621339950040292	0.479419239426123	0.784860770018651	0.727521116524076	0.831043480115621	0.876631999057749	0.914330537279028	0.642969008726511	0.662129146619427	0.846066959045787	0.835578879743909	0.929957957908414	0.928075852267319	0.848408575292929	0.828620227965464	0.919052030275811	0.809793484326566	0.777503324839064	0.815984613015911	0.680725983143102	0.811232915980287	0.811409927449527	0.882528519427352	0.744648049881968	0.763009989038004	0.186213591144646	0.556105109742094	0.684535538898631	0.809245224514296	0.774848078972695	0.632309267381696	0.604964462160081	0.814410906394497	0.792568938892955	0.859046214644504	0.632819559402984	0.626703731147511	0.766280101245675	0.865455588346977	0.746598502169275	0.354035028577883	0.703947683356959	0.69068956083758	0.773911409221497
CANX	0.77080028028187	0.780475528025845	0.805541484481096	0.806880215023729	0.787661032087661	0.774942016573616	0.835412517603898	0.802296205314133	0.765049021317021	0.872619266308042	0.864574516284276	0.791770773732835	0.911408740906147	0.781623606358133	0.802231859459688	0.778045846745985	0.774208060417444	0.877995071219912	0.720093098092404	0.777268793062011	0.800476515820766	0.933583457537146	0.943858967424276	0.930661127055291	0.69616353825931	0.917208680239102	0.832663165892401	0.740363755758433	0.828330833279985	0.727613182574917	0.718437013613184	0.801667205927392	0.83816939022221	0.782151716124998	0.896305623133921	0.700213546676735	0.878890583360249	0.763650431108613	0.900438052733679	0.971238965749787	0.868617695161779	0.936370163678607	0.745588138917886	0.803220382453741	0.743126064957352	0.858490899591427	0.804004693333296	0.830946464997764	0.633106623404295	0.803148845089047	0.872760383499942	0.781459091255715	0.752657779120714	0.759540325344364	0.567043949094808	0.689336665271351	0.798644158822025	0.863841069688997	0.93639832435462	0.834303836526112	0.876301425128379	0.917736638318099	0.97060233309958	0.861218842700881	0.8399178826817	0.594792670747423	0.969130015947665	0.901569261056435	0.789619798775802	0.752227364375909	0.959927085548081	0.914535221263114	0.539801283435248	0.801591499790163	0.866428447217691	0.790539355842824	0.786867575351774	0.76154631794435	0.822471509983695	0.821340441324643	0.871730237556748	0.525449613893516	0.853780240248089	0.900594867328357	0.709598608206526	0.86545750872609	0.723924858570024	0.862228491604009	0.777724256389959	0.702080683277864	0.836541778962321	0.909582868224023	0.847088438549712	1	0.601000021241777	0.872067276677587	0.876674881805126	0.828527694874586	0.87399374133082	0.912320192830773	0.910091164777667	0.879386241589671	0.816620574044523	0.953128738591898	0.729469434840189	0.801541153959438	0.786815047614736	0.968180676376182	0.768541381935705	0.956706977206819	0.856638024654255	0.947952291907084	0.771166819605139	0.795198091125359	0.796899223251622	0.974780444893874	0.813901659873425	0.895617585547595	0.859787106028858	0.873950168265692	0.720879888052432	0.826028338697718	0.786694005191743	0.872386925624303	0.724015289274242	0.932361817829089	0.966172032522089	0.798797005093405	0.952634149965511	0.768877533909376	0.352953525638644	0.574636646327682	0.694500945941389	0.667903621401254	0.847771581392791	0.366997209296644	0.572896410568965	0.830328350567329	0.882187650003618	0.898563999260922	0.470454153607659	0.485271598503755	0.936126420025031	0.879770386154377	0.682885592556406	0.541916084601368	0.761802265119403	0.549537180564669	0.847696929487848
P2RY6	0.776877278067278	0.854855875976355	0.686999110794508	0.646192254795715	0.714134433206356	0.781990476477425	0.806996787787297	0.750303162687863	0.712875620694854	0.809071966639525	0.77238060999897	0.864374534455158	0.49179563057419	0.803042192412298	0.69983685273172	0.845419747573262	0.881684499628688	0.618889108322516	0.884592823643228	0.881635066043496	0.503504560868065	0.636759978683558	0.723448650243864	0.570273132514575	0.450275268611342	0.716825120032951	0.848261730280001	0.784979366232666	0.647350805109665	0.703418709989661	0.824491635177585	0.687756756196468	0.679319533276325	0.69052402438658	0.833932906564166	0.919582071986919	0.478685436749409	0.721588087490492	0.807980256971653	0.654082065660937	0.741178692154224	0.675100809465198	0.47435758500708	0.71578024857243	0.834844664093961	0.623199991402551	0.765579513488217	0.696940301141131	0.88797287767332	0.826131552735166	0.828523153310399	0.817610100977032	0.467827709150169	0.696569349049324	0.799912822239554	0.787821999909607	0.740286494015925	0.742070297900024	0.710867378895611	0.820991206385953	0.63136317939732	0.761771271562393	0.556331569049443	0.852269103134294	0.629167732498333	0.779357879183126	0.662923115309198	0.679195933544963	0.755014762317236	0.721455827446592	0.629023933313627	0.759223038497248	0.695815080035826	0.638185705064751	0.795425935256167	0.545854697091566	0.615877861151603	0.715377439733705	0.779898414360911	0.781158539453922	0.756112116804219	0.847023363250405	0.824980138436852	0.764515919007381	0.598928808813509	0.726655693968767	0.74095280720834	0.579522454878656	0.625514562344618	0.568005561328689	0.538134969579541	0.694105574367113	0.749170091378161	0.601000021241777	1	0.588721526065764	0.727355852383175	0.275156356740817	0.634250544332752	0.697538351098473	0.835434739006334	0.793499320097292	0.803958252307226	0.422630331360674	0.737579067382526	0.590020478369291	0.398742396522499	0.484286031778048	0.759338269141026	0.560408438935458	0.745860651747809	0.659534308489203	0.238579400629359	0.65994620874641	0.467986489320888	0.50767232166847	0.686527945487374	0.717906005308249	0.497290408608731	0.5010516201943	0.84872194488155	0.803936561490094	0.798099932717619	0.635989794883051	0.818292771654136	0.640786794619103	0.590079451997587	0.551459897099024	0.474576845390635	0.784326737367792	-0.131444212618057	0.0828215688465231	0.756466955397113	0.381124509307246	0.865776641819755	0.202338425236234	0.193863945499209	0.837779879634445	0.659229326057565	0.764324679545785	0.177702493950326	0.216259875355957	0.39270095861469	0.546510582527963	0.273770674039543	0.0109361273480157	0.803451929263183	0.243043601521569	0.500215760239032
