""	NCL	CD3D	CXCR4	CD3G	RPSA	TIGIT	GPR171	CLEC2D	CD2	CD74	CD69	HMMR	TRAF2	CD63	IL2RG	PDCD1	ACTR2	PTPRC	LRP10	ADCY7	CD47	CD247	S1PR4	ITGA4	ITGB2	SELL	KCNN4	ITGB1	TNFRSF14	FAS	RACK1	TSPAN14	SIRPG	SPN	CD44	TSPAN5	NOTCH1	CD96	CCR4	TRADD	ITGA6	SLC16A1	CD6	IFITM1	PILRB	CD4	CXCR3	ATP5F1B	S1PR1	LDLR	IL2RA	MCFD2	CXCR6	TNFRSF1B	PLXNA3	TMEM67	DIP2A	CD226	STX4	MET	PTPRA	PTGER4	JMJD6	ITGAV	TNFRSF25	PLSCR1	APP	LAMP1	LY96	F2R	NRP2	CAV1	HAVCR2	ITGAL	SORT1	APLP2	SMAP1	CANX	CD81	TFRC	SIGIRR	LRP1	GPNMB	CD82	ALOX5	RAMP1	PTPRZ1	C1QBP	LPP	CD9	RIPK1	TNFRSF1A	CD68
ITGB1	0.92639561027815	0.0286285741947596	-0.0261856339033967	0.156503111258811	0.921321939908953	-0.177186961275938	-0.183529349753618	-0.02839317895639	-0.17732883000247	0.62754414000714	-0.200871660610118	0.886046998100849	0.7399517475459	0.633362463428368	0.0240505183427306	-0.107294838004994	0.902085135461974	0.70262129019917	0.627003721552579	0.794549280153261	0.872124491898507	-0.0144017465380701	0.428268445569011	0.641946610869649	0.885952478149881	0.303370459345754	0.907861176181193	1	0.464309913860909	0.334464955045454	0.921495854873707	0.504816441892048	-0.185203504319212	0.0743592712718919	0.629724560332844	0.514541285849478	0.517051776745334	-0.113223336297956	-0.0404530590496501	0.773120226785822	0.843985365146155	0.470074173658294	0.16898797462004	0.939800226958794	0.609699017914454	0.916983468190683	0.168914947291206	0.912169479530558	0.453800422032174	0.582646033591741	-0.277677923833978	0.707202434781139	-0.246932107836031	0.202682889128119	0.454879919890791	0.69022182492347	0.862759042086433	-0.00774576800207294	0.934055480831171	-0.110497179435732	0.696960188318768	0.666762572943236	0.667645807365614	0.954461575689853	0.250938019417063	0.671609022089324	0.813718014245568	0.648303381840096	0.576812113205264	0.884780079337062	0.858801555433865	0.53704789137548	0.713007616335425	0.0849302522172804	0.740164130351732	0.794222149979359	0.832917193162536	0.740762590933856	0.904001658990124	0.789278116470029	0.867924042782633	0.604594504029095	0.115606192969083	0.821872263721221	0.648215978152964	0.077079888114417	0.0976464011037989	0.912351080506301	0.809688442421138	0.245638520772607	0.868621748232656	0.688535418882749	0.539826136293147
TNFRSF14	0.373985405103295	0.469850468995265	0.482425819472568	0.535958400232483	0.341616914434807	0.353239510111016	0.0866579847690714	0.429549876206866	0.446376677864297	0.429123270752899	0.41101755663752	0.423746188700238	0.342022977321175	-0.0438531580300709	0.449894181496485	0.439304200287566	0.405009061564366	0.706619229489323	0.355380841538212	0.618421935662009	0.407353655732191	0.434626855263851	0.392322583392702	0.465575393341516	0.550609688914688	0.350416880703754	0.376104709456002	0.464309913860909	1	0.214029828532766	0.259784293947364	0.841232739440621	0.385107108137978	0.471249529524587	0.440779272738472	0.175916821306101	0.187100837515573	0.448951198739654	0.502816170724553	0.592462486349192	0.234637409984434	-0.181468117505763	0.298052647497558	0.406447415474069	6.42588334591874e-05	0.575305597306877	0.435855695433522	0.282067787503655	0.541892892432367	0.383181917252277	0.46343207896964	0.0488944307057519	0.249517693730462	0.696103108943674	0.324553110610436	0.0177871386670525	0.443761532623195	0.488178355078209	0.558596225082286	-0.578178873010288	-0.0186984586711198	0.720393909502865	0.49549433935676	0.338986969669972	0.54160862992333	0.434992287704665	0.0507026887436929	0.387136727746568	0.243649145094632	0.501482945642092	0.240895787629721	-0.150512777669979	0.530492954129824	0.542411704725388	0.104096131582588	0.225811339334933	0.217266725732982	0.0743271860705341	0.428431678935633	0.30910086913145	0.512000161607575	0.0698293135470019	0.337941623272915	0.458379983880619	0.34405026724678	-0.233349331564499	-0.202763661465786	0.300053493549279	0.269540675775154	-0.381655449717831	0.180111098628884	0.0277048664441162	0.415576467497493
FAS	0.311891367308136	0.512083895591052	0.520422719723397	0.565669174710995	0.328544506563285	0.509766085463365	0.26692827253935	0.635140860030852	0.4709929580289	0.284217791585614	0.377052170053979	0.334233211956757	0.402129090220606	0.0788567129813342	0.551135369754968	0.462434142043523	0.196323378404007	0.507246130651677	0.528436925105389	0.0811600697640289	0.31297368350211	0.546977504369684	0.461258877866947	0.416244512708869	0.140707022163724	0.418003111897147	0.26361576101145	0.334464955045454	0.214029828532766	1	0.34578506935525	0.39104050196358	0.538551490068619	0.42307770222578	-0.192905568058416	0.534494965652551	0.393815264913037	0.506026277165409	0.213950706419517	0.657911742362282	0.405207269235036	0.386142269154743	0.414727164048073	0.462162388640673	0.493484180180257	0.227337191860914	0.555981796273853	0.29650290907937	0.0346255886807866	0.549420551233231	0.144865377848391	0.389231645043052	0.400349232018964	0.382821355335693	0.332867654964413	0.216483776084532	0.678922761955713	0.13610185191185	0.186859433554196	0.225592003251203	0.317486117452257	0.405945203846778	0.596783429228288	0.197990954814823	0.553999274945167	-0.120022057414745	0.18576041251821	-0.176446746275703	-0.15666898994185	0.583115753102721	0.117334748354892	0.451918001772751	0.341799084802646	0.580102696153698	0.268459160925536	-0.0385093240509871	0.50036514850024	0.158795175120737	0.124005678901546	0.05226380269523	0.334029991332238	-0.0900124207442099	-0.441383846400831	0.00965923031889483	-0.198734279002066	-0.050155048872156	0.074559964639801	0.274446607096638	0.410448507202881	0.210633610879894	0.412511575642493	0.10929256118136	-0.316703852572483
RACK1	0.948621758335228	-0.0273117029285734	-0.113949040600809	0.0881922822471812	0.974518929134751	-0.293926452488349	-0.326059045302118	-0.131704767801124	-0.319423269639777	0.70957307463999	-0.370323600236469	0.912332104445607	0.849278489818621	0.766754529934955	-0.0505195148173962	-0.173502898271416	0.944173388571535	0.630237997914108	0.643854530362721	0.747802328621151	0.936500704791847	-0.0816395682340902	0.509272054505952	0.695322689967312	0.868073441112367	0.298610046437461	0.923932195524503	0.921495854873707	0.259784293947364	0.34578506935525	1	0.31817550226393	-0.326300693087641	0.0430805017389275	0.653245204631087	0.555214318558382	0.675396159139232	-0.26393797627047	-0.0271698142186597	0.685432133355082	0.886527468970868	0.624850047254902	0.278207478290784	0.834882848194713	0.810904322076375	0.867759916747358	0.204132379888436	0.973574468413012	0.409302013265737	0.637265200504292	-0.447294039893512	0.853161728278271	-0.395614188032792	0.0693600116924719	0.497922681269794	0.770922616441295	0.833607822925361	0.00247028340335925	0.862388890294709	0.097641405394537	0.774491778410569	0.621184967999349	0.662398839779172	0.95799046653537	0.137020981166125	0.683962870215405	0.889069927052255	0.681679859336164	0.682334983632071	0.782795828353915	0.901814575818453	0.580826244063181	0.738782435454846	-0.0313898015666997	0.789652302730237	0.850262819536381	0.92259492927561	0.864624944562743	0.922027153081421	0.817882818255928	0.843105527229759	0.65526271384663	0.0861938165633867	0.720724829131654	0.673654424887586	0.190664435309169	0.17831812434168	0.967151574977265	0.764878978253646	0.441213671572564	0.948579993335278	0.808113990750718	0.523334302412719
TSPAN14	0.457250144601014	0.677635678246995	0.694635054746457	0.768899093295637	0.439297547022193	0.559342814937473	0.229166102551104	0.604727508347246	0.597199970869259	0.516772218572706	0.555940530747018	0.520231362269396	0.503676059564391	-0.0498031812775515	0.691601714256047	0.628387150590703	0.470404054713949	0.85155404871689	0.442685835808373	0.598394555869058	0.518056166641094	0.619739467856142	0.640729907288172	0.653862319373177	0.549492378140822	0.623652044155159	0.442581669424005	0.504816441892048	0.841232739440621	0.39104050196358	0.31817550226393	1	0.560531084793285	0.672063993401983	0.297218062236471	0.354438503344767	0.257619903389011	0.641253408337287	0.500331692930691	0.79379416260357	0.29948693889717	-0.267521951877711	0.511370264398983	0.478733626206828	0.0287402846768304	0.597120061451308	0.647201089007934	0.375632407271025	0.437853572161093	0.498995187173862	0.460703141503572	-0.00233401590269394	0.460283371480785	0.852654199226627	0.169849974846403	-0.0934494230356178	0.562471171606413	0.447720082535911	0.472522913958284	-0.67741405303759	-0.0157240109386194	0.785436513315937	0.512525292148838	0.338065209666646	0.662273372966813	0.338453579758256	0.0372031801206872	0.185186697829379	0.0618780727099141	0.590335218705111	0.135894322978432	-0.20875365228783	0.634697399418996	0.735916196228665	0.130552778692361	0.141933648193261	0.321024922264965	-0.0166009451274525	0.370923864905064	0.211317477451061	0.547027167741795	-0.110753972577617	-0.0122113500849623	0.384108329517596	0.261704182496646	-0.195140089689597	-0.168370596514672	0.386556411345914	0.280777776231181	-0.394860618102904	0.218247282173914	0.0245835553874874	0.198211776071286
SIRPG	-0.189598357660954	0.849426256284417	0.869033116976928	0.851305726393701	-0.200567241860973	0.945341461900158	0.541596571658748	0.911356225892766	0.965239644061062	-0.0381682955662285	0.866138944779046	-0.0919741164300122	-0.0244723402014883	-0.50568346549553	0.867521136186495	0.880498031493841	-0.283034157514529	0.425579752198994	0.116317248144525	-0.191029157144944	-0.150140841075042	0.892482857948836	0.388638883080013	0.208267619847002	-0.220606831435836	0.431747368247464	-0.21331760122891	-0.185203504319212	0.385107108137978	0.538551490068619	-0.326300693087641	0.560531084793285	1	0.697813175117733	-0.510190254768792	0.210838872042958	-0.0755277310207522	0.957648929540204	0.505694057735068	0.386022124255409	-0.199195828323036	-0.485098161886169	0.46629929969713	-0.0405290638522747	-0.325522558156103	-0.128444138600229	0.672284018936709	-0.248463517616956	-0.0659031860614155	0.199394932451785	0.714609176272377	-0.481254717987317	0.836714384684396	0.734667201026543	-0.267654599475919	-0.51842827300185	0.139126148188234	0.280297222803391	-0.279636379867668	-0.441668826105792	-0.371008494449003	0.219689201101095	0.184360350792989	-0.360471213175858	0.753415106289453	-0.453443455013721	-0.544188545245384	-0.576943551998173	-0.65932526826277	0.152956453083589	-0.545337967055092	-0.406674886017143	0.0224497685556549	0.909504919945013	-0.32894000099031	-0.602141463018553	-0.250501659499522	-0.632414338391953	-0.403241448241199	-0.551752320150088	-0.071103662265923	-0.69372507364306	-0.500882944495133	-0.35518540572775	-0.554990463756124	-0.182198907709113	-0.131828871964313	-0.252884073022278	-0.258236137127546	-0.440076644068541	-0.331891447283408	-0.523341038388448	-0.542564417060517
SPN	0.0729791035476452	0.933612614511528	0.908381928241166	0.904834508609136	0.193506311494981	0.774948215661574	0.434759853958961	0.799262649823958	0.748725934554419	0.55402768692994	0.741775863440653	0.166163092108635	0.480162590890447	-0.131931352130132	0.948678944325824	0.873281550588743	0.132626645677778	0.645180840293815	0.49089619302851	0.0689673878633752	0.296630152326292	0.851247595276631	0.825661976936609	0.690657833954235	0.0814235300124981	0.879922621543016	0.0289153150550502	0.0743592712718919	0.471249529524587	0.42307770222578	0.0430805017389275	0.672063993401983	0.697813175117733	1	-0.172948260758645	0.513459480340439	0.38653493293572	0.798294656931905	0.805547331993956	0.621204379731879	0.107503727208572	-0.488464766073817	0.851272904513671	0.187501849080859	-0.0713587115317978	0.148974823727262	0.932626004100998	0.09604150464093	0.408060076887451	0.495141467889425	0.543119445763976	-0.221673754147054	0.534875014786102	0.900826493388084	-0.076048095405528	-0.357998529838131	0.283813270561325	0.700413334666698	-0.0176268581467016	-0.545154373543259	-0.152099220661657	0.625917557245728	0.283142013312602	-0.0894121170967802	0.766865584779883	0.0171140753644368	-0.237758882657923	-0.247777200544846	-0.257739774648257	0.341773889113963	-0.301430041492058	-0.4082713740572	0.551524109644455	0.753332210153709	0.0279719713110134	-0.27570717433439	0.0251742500874504	-0.361673743207534	-0.0542368557472101	-0.116059247905528	0.237812280430279	-0.430176362119759	-0.502611380584086	-0.289938786484432	-0.230945621881447	0.0646218386539994	0.0491378052666008	0.0728510136479305	0.0267461681671523	-0.266607208302499	-0.0194327980265526	-0.110307700403985	-0.322744023612674
CD44	0.632836077770237	-0.284675644981499	-0.362982924607497	-0.178213246987924	0.623674219336283	-0.531666018028453	-0.63885396184704	-0.426363497578547	-0.502578145168905	0.507482741715588	-0.563579039470063	0.606095840538591	0.528609546881177	0.527020145439658	-0.325156804729009	-0.338381855822994	0.789646989161716	0.329779751883591	0.267734624359759	0.794354671989008	0.67853169779641	-0.357031915792211	0.191853118807692	0.415796656967817	0.830178013643831	-0.0640371419207527	0.649207683852191	0.629724560332844	0.440779272738472	-0.192905568058416	0.653245204631087	0.297218062236471	-0.510190254768792	-0.172948260758645	1	0.0338447566428886	0.453555816653296	-0.474968983876208	-0.0298453725973436	0.233208833712747	0.435837336703131	0.292224524674631	0.0486406829554983	0.41905789454522	0.400722222136709	0.707862438530466	-0.11007038353729	0.622416150228063	0.416710877849298	0.378331159297996	-0.36032446145772	0.554365019057526	-0.559789631477801	-0.0219454159364718	0.557083858421131	0.453262759369911	0.318343724214005	0.102219620931769	0.789186628661645	-0.168943589137404	0.346964711581343	0.501721758794221	0.412119836057971	0.724892540228688	-0.216282012711436	0.920004679587721	0.615605291179319	0.951582878677896	0.926895533713011	0.318405102399645	0.750393504610403	0.171420198237548	0.547181119548097	-0.236030105528047	0.434789565271778	0.85518519619188	0.54952559567759	0.746852577369527	0.863278359387547	0.810827625672402	0.579398180388454	0.742170557443478	0.72951111996885	0.762635361210314	0.945120229222205	-0.00223145220161893	-0.0702956653030835	0.632709427096483	0.473215576330901	0.104534852957778	0.514374979780996	0.597447912304083	0.944505397586475
TSPAN5	0.454237994682783	0.445142710894682	0.410707725936286	0.470519136213566	0.579972392058747	0.27820129834082	0.214751752876852	0.367317250079369	0.217046497327971	0.584616776832717	0.226921976216566	0.45308735664695	0.598338578203788	0.675599405232084	0.484169090971594	0.356865000887761	0.425091709415679	0.522355799971311	0.916419750764932	0.156764452758416	0.576795862342064	0.391500409937879	0.626478465222662	0.607806202336943	0.262432022650336	0.577975191581295	0.36279781526272	0.514541285849478	0.175916821306101	0.534494965652551	0.555214318558382	0.354438503344767	0.210838872042958	0.513459480340439	0.0338447566428886	1	0.786410492004893	0.27555802593411	0.311454393433	0.695677206123833	0.791452602014813	0.183744402232948	0.551801041803273	0.596069121900269	0.53588622904412	0.329874789897691	0.561154219912312	0.570496623701322	0.293234586864132	0.838002672952796	-0.064501327360228	0.488343120981032	0.0477799698672131	0.394157267884029	0.307654950044498	0.442410223922172	0.615816701815874	0.32638247076113	0.447450525942003	0.0412214586531226	0.725037661261283	0.528981155638194	0.333482461039174	0.445399522791969	0.510374771394314	0.168487348065877	0.559378072640909	0.136300360774755	0.0734091184750836	0.693412399902164	0.356786208171613	0.243452759642093	0.570519955725723	0.34986770218275	0.785180149420294	0.358325235095102	0.576098153250066	0.293597427157144	0.40439565208485	0.259903162127872	0.481915243437314	0.303054130165199	-0.496642534174242	0.152951465718087	-0.0502957112914163	0.701252163730657	0.734340318171169	0.500379033388028	0.630184464869486	0.595238930733802	0.628660987834897	0.657027901949149	-0.217046700142635
NOTCH1	0.525715265356704	0.241970997815737	0.130859878435706	0.298964981863127	0.673095287249047	-0.019327094588433	-0.26535988746876	0.0689304551511379	-0.111572297245214	0.72355726532927	-0.163178024072277	0.521201178534248	0.768179724119633	0.778959261527509	0.263494771160925	0.15222517802088	0.63280237643039	0.435613026452686	0.864018873089143	0.330229826097698	0.739209533564359	0.139545733605232	0.659168724050499	0.707417985972557	0.473817560743964	0.450336213391729	0.452463054522443	0.517051776745334	0.187100837515573	0.393815264913037	0.675396159139232	0.257619903389011	-0.0755277310207522	0.38653493293572	0.453555816653296	0.786410492004893	1	-0.043877250873775	0.321565298905711	0.523532968899434	0.700918323980686	0.287201700395907	0.587846491645757	0.480651818474176	0.649562474617756	0.449125540649822	0.456244841195191	0.655600605925371	0.354347350483678	0.878268702680274	-0.286850346024027	0.65379070015474	-0.302341168131011	0.257789508985582	0.514401261791655	0.478836213609084	0.484830060483265	0.434737572988371	0.550992839958335	0.0830500444564395	0.648739340031998	0.597478641679456	0.458409304747253	0.546586503419635	0.187903980053683	0.544100753555856	0.646439092424489	0.530810179391942	0.534440757563916	0.519781365843492	0.512499652978161	0.227930163911191	0.691981622901408	0.130656864805467	0.790680146049335	0.595520803357479	0.651757584113124	0.57884964271621	0.625573384755123	0.527781671341433	0.474349529715167	0.558796432667279	-0.070421075426952	0.241610101453636	0.321667840671383	0.606752285708335	0.571275263896842	0.591323007797492	0.612573877911621	0.606986338662436	0.645618030192184	0.77737664110054	0.2145612364159
CD96	-0.127710768180793	0.915080940680184	0.929038563690192	0.895459366067607	-0.121684766868149	0.918662981194729	0.621720938892103	0.93256339021604	0.983677628154457	0.0591752404204647	0.920879466936132	-0.023949769480159	0.0641553882962779	-0.476816184727401	0.914788659602277	0.94353630958784	-0.21407977636985	0.513227403687062	0.159962387327573	-0.156022067266777	-0.06921136682849	0.916417676333666	0.487254396943751	0.308857652761687	-0.163571579741058	0.567145086810474	-0.146377069199637	-0.113223336297956	0.448951198739654	0.506026277165409	-0.26393797627047	0.641253408337287	0.957648929540204	0.798294656931905	-0.474968983876208	0.27555802593411	-0.043877250873775	1	0.568312720223141	0.48611364929884	-0.143822298005737	-0.522238678680816	0.54903642339951	0.0337685287716712	-0.338881262578756	-0.0533336750753307	0.750020112739979	-0.181812764851348	0.109942486805197	0.232085805831084	0.692888691545163	-0.467582590180655	0.787203169555794	0.814882621779967	-0.26170698685416	-0.510633922739097	0.191085956551186	0.337829292838004	-0.230732756395935	-0.501748177374046	-0.35873980947888	0.309670274127132	0.218244997379129	-0.309446084125001	0.830673361210071	-0.40832289533086	-0.511324014288834	-0.55623494939014	-0.649703769731877	0.247884704204023	-0.507561478719757	-0.41473151031966	0.115229710495352	0.923202312567886	-0.287089313853798	-0.578241969060563	-0.225726347429067	-0.625968936154294	-0.356146668679765	-0.486237907254235	-0.00629122890002894	-0.690261517443471	-0.54065603597641	-0.339115472935887	-0.534555266196397	-0.172121496426049	-0.13227800371799	-0.184103634034631	-0.221306987281002	-0.461601795105872	-0.277727674253203	-0.475777857749682	-0.536831745243715
CCR4	-0.00716976162316902	0.784758432319599	0.724787071564286	0.702676661989943	0.0967766912686714	0.653906834835978	0.318991760477023	0.656757487984175	0.602926107357492	0.463202537778982	0.597685045407734	0.0698454361886147	0.402823149599237	-0.149129937671953	0.750543526803369	0.674499258641754	0.0752931111893704	0.494370038655628	0.374378391182334	0.171750349164142	0.230416424483285	0.746648857119493	0.685339071452108	0.586151103712299	0.0662083204828733	0.696361863857558	-0.0274604304883563	-0.0404530590496501	0.502816170724553	0.213950706419517	-0.0271698142186597	0.500331692930691	0.505694057735068	0.805547331993956	-0.0298453725973436	0.311454393433	0.321565298905711	0.568312720223141	1	0.399256624330466	0.0131034630492983	-0.403524509430638	0.766150921489444	0.0168497736241091	0.0126056352003213	0.0934367135919391	0.806862617640675	0.00540841508375996	0.606852431951727	0.338474611578131	0.713606718717535	-0.202211305382241	0.476363036378344	0.796172123139215	-0.0422098192505769	-0.300388287155003	0.0852219170099663	0.683813542783211	-0.0475400691660442	-0.48976870417264	-0.200002803856329	0.520099590779843	0.21505028867257	-0.13929873225391	0.562316545686438	0.101981643766907	-0.259120709956961	-0.0659566266427784	-0.0819142607564124	0.15487103606539	-0.265691002819038	-0.453992685582227	0.425558115584876	0.488573212823718	-0.0470496367416023	-0.224896940102152	-0.0537449679779461	-0.295208463365037	-0.0322241007222488	-0.115408840939572	0.210597905160699	-0.3378255717893	-0.16675274160822	-0.240999988808802	-0.108823820283833	0.00393223313350935	-0.0206865908373445	-0.00286493761333572	-0.0779161668281359	-0.274323243177786	-0.0985298345425841	-0.160362271389736	-0.130267053416301
TRADD	0.723586928854907	0.618360957530072	0.583656069703026	0.694477946414612	0.760326746934287	0.422487113419374	0.260385579156337	0.564697288374911	0.420591133523068	0.680688405283303	0.392876870274864	0.747884930107733	0.77388738152225	0.315776636138369	0.622681893519028	0.484570552657625	0.674265696732667	0.920216475735379	0.724060840533893	0.587799452150788	0.762879242743288	0.57079727571504	0.765895892604974	0.824797155090861	0.642573215807598	0.730665465549959	0.686328016145588	0.773120226785822	0.592462486349192	0.657911742362282	0.685432133355082	0.79379416260357	0.386022124255409	0.621204379731879	0.233208833712747	0.695677206123833	0.523532968899434	0.48611364929884	0.399256624330466	1	0.696638547109246	0.152126974085155	0.590051907220728	0.823108014527305	0.453566475865733	0.731950070028731	0.691569085668889	0.701391978934125	0.517988739175503	0.694124260390331	0.182636130659483	0.401812967279708	0.283544433735664	0.680446254720003	0.268910809170397	0.296604005919808	0.882303843740625	0.275546718353005	0.624261297511592	-0.316390510905467	0.436399986234845	0.800833603791048	0.681801070650465	0.619298732786754	0.704895835742707	0.349495456977851	0.431362668525623	0.197458126626492	0.139441009380513	0.900225186845118	0.420762514631367	0.245584862516741	0.763344604817509	0.589387921780004	0.511149050471519	0.337390196314552	0.657763692337894	0.297111456046141	0.561103163499764	0.400411455487361	0.771993554438652	0.101098874980802	-0.306999736240202	0.430652963525888	0.234547349284168	0.0250105957505045	0.0637459608912655	0.695184414606502	0.605470629141157	0.0320856024848813	0.637253657090265	0.362912925127209	0.081424293607945
ITGA6	0.803073423764536	0.0450518083707416	0.0293692335812566	0.127569325842388	0.852002896055498	-0.151949973939865	-0.0958246146674646	0.0172432568844322	-0.185565177428138	0.669751073787114	-0.196703365092753	0.767357248101715	0.693205822022519	0.843992544154633	0.0540173962925851	-0.0787181426972619	0.762145468133532	0.574783424037588	0.805289891569866	0.568329419696097	0.796802022031813	0.0285136167732505	0.458567080054836	0.587624612606808	0.655228432596148	0.318634495991396	0.746271023374773	0.843985365146155	0.234637409984434	0.405207269235036	0.886527468970868	0.29948693889717	-0.199195828323036	0.107503727208572	0.435837336703131	0.791452602014813	0.700918323980686	-0.143822298005737	0.0131034630492983	0.696638547109246	1	0.568336097656929	0.281438606303139	0.830976065649305	0.800813962383107	0.66751398418111	0.253209605643422	0.868693983426297	0.333907477537071	0.7534143176099	-0.344058462749336	0.817037050878196	-0.249313790009687	0.0955166274852874	0.555990775812775	0.825775875292506	0.829417679045342	0.0814456361876569	0.812804765791773	0.159116604512268	0.931664965399677	0.603294236321611	0.5361829140298	0.846747320758055	0.290131573280651	0.504805519076423	0.904629732078656	0.525652411163306	0.472798548929255	0.819104578779435	0.816386829250373	0.572395003626756	0.683012348505432	0.0393271589294776	0.9059883902343	0.766759704378279	0.881410100757497	0.728431387219063	0.800012431645388	0.683589949386641	0.80911742476874	0.641421142235322	-0.118070449809542	0.594910063010261	0.440137168174505	0.487695224770363	0.525527513610764	0.827665091090036	0.848069797811153	0.620268933115459	0.952816267602589	0.870885507031897	0.243600414762447
SLC16A1	0.510748765516209	-0.45180298557845	-0.472356757583014	-0.390875483053689	0.457657591638859	-0.49373829518821	-0.374582933988577	-0.35502361953604	-0.506134140722305	0.112519878158253	-0.565120210889232	0.434039140720858	0.271037373094041	0.524993061486326	-0.470893531272699	-0.508650772151168	0.402499353246184	0.0229566825243235	0.235520207322095	0.286777018342525	0.357407465134659	-0.406264052215453	-0.11434115887522	0.0172660546803573	0.34264441810214	-0.277829631871033	0.503868096717607	0.470074173658294	-0.181468117505763	0.386142269154743	0.624850047254902	-0.267521951877711	-0.485098161886169	-0.488464766073817	0.292224524674631	0.183744402232948	0.287201700395907	-0.522238678680816	-0.403524509430638	0.152126974085155	0.568336097656929	1	-0.241521373504713	0.400465503836466	0.834353514992466	0.337002868097976	-0.259976615783918	0.511334072852809	0.0226078443648788	0.196274716076146	-0.546739831161654	0.880096096035397	-0.461458410023663	-0.46908218005654	0.555353067559679	0.79953412428423	0.52048679822278	-0.366011194512744	0.453759132114164	0.776474306976779	0.685223694624757	0.00461582106307268	0.388041094022992	0.562685806305099	-0.254419646497369	0.193604324106949	0.705910742767257	0.393076173638935	0.455890469357676	0.379380219903816	0.709142209716612	0.907829249747824	0.112982251763114	-0.353118878705027	0.498451062825708	0.566275706297639	0.728855997714778	0.811408186246682	0.490557173059119	0.525648288908094	0.362452355118836	0.58718769551942	0.170820239352461	0.46253592840129	0.336161504446129	0.0535034887709498	0.144312387358576	0.513196139944889	0.553791454398797	0.655090004218741	0.721071674643232	0.559586346857592	0.250247648365545
CD6	0.269629206617716	0.816737237651491	0.720277472828035	0.786524731311406	0.398680002189509	0.524696292061654	0.163877432220813	0.663923066239866	0.511783333676744	0.684075732573604	0.398882282773798	0.369901171110342	0.68586048882355	0.11425910802199	0.770066605411154	0.74115659712752	0.352275877765483	0.663512915098876	0.508504157495862	0.180267060950772	0.508309364497207	0.761382007661298	0.935369364912228	0.83291837342301	0.260996573444694	0.775455381125183	0.235419441387022	0.16898797462004	0.298052647497558	0.414727164048073	0.278207478290784	0.511370264398983	0.46629929969713	0.851272904513671	0.0486406829554983	0.551801041803273	0.587846491645757	0.54903642339951	0.766150921489444	0.590051907220728	0.281438606303139	-0.241521373504713	1	0.253564290252017	0.216663355410915	0.242568488488665	0.937656107098687	0.327144876298234	0.41942323216806	0.668566073314505	0.281602674999239	0.0359973278270361	0.296992674861878	0.705930694601029	0.0866930188894116	-0.127169972718743	0.362221139260778	0.534506118635748	0.0937561712417997	-0.394322238345243	0.0443431923350946	0.65221330067434	0.477640197653652	0.11375483224827	0.690608150575083	0.192659167071043	0.0135283410986472	-0.0459568724181935	-0.0217134776937144	0.375951144199446	-0.0682029817143345	-0.288164111076282	0.636814434048621	0.600517186601339	0.162147274497245	-0.03990553569048	0.234483799671164	-0.0813315547128097	0.168399796511421	0.0682443581111655	0.41758077467209	-0.222645391406588	-0.437630132202987	-0.223247210975838	-0.00618070777116336	0.14771454142081	0.0813247529952291	0.295342560852074	0.0860015918994254	-0.0705681006503442	0.201826149386391	0.129343367344027	-0.168137359850039
IFITM1	0.805406816802859	0.150408830850831	0.119408197224429	0.235076067813852	0.839993940764416	-0.0358629305405449	0.0456648650335477	0.167641985359272	-0.0410816306641104	0.618772353229108	-0.0410441000741445	0.770865619518466	0.688517976656893	0.553839561358029	0.157748578299688	0.00788641464559398	0.778976455904997	0.695000499874218	0.668876081114575	0.631042494414507	0.773335652492138	0.139131414110992	0.451704808414829	0.641532704244862	0.738410429325752	0.402348176236356	0.777299114960004	0.939800226958794	0.406447415474069	0.462162388640673	0.834882848194713	0.478733626206828	-0.0405290638522747	0.187501849080859	0.41905789454522	0.596069121900269	0.480651818474176	0.0337685287716712	0.0168497736241091	0.823108014527305	0.830976065649305	0.400465503836466	0.253564290252017	1	0.550592971810414	0.779835601956896	0.268393001346027	0.808657631457341	0.425288321473163	0.610022677834292	-0.178397371043616	0.616083096756491	-0.0799816119644475	0.244570080549181	0.421257595249915	0.607407768254429	0.880538080867598	0.0041410844022921	0.825123526615742	-0.111179748358577	0.689085575820981	0.66216514122157	0.646771162454894	0.836252320670356	0.417017442545774	0.549283081596166	0.741351773607158	0.427498428066728	0.390449913301022	0.92122591936299	0.713343600404157	0.554001019585173	0.69515013563245	0.157666382658581	0.700842863491095	0.623874207704277	0.750635773609113	0.586314065005259	0.766577503027318	0.679518432061262	0.865657960464911	0.480949282979667	-0.12005001022729	0.632934822757308	0.461602178861626	0.0912412636466228	0.130074206433226	0.795649671884466	0.831695704237608	0.229313570811307	0.819667635186415	0.603540491292023	0.317560046620112
