Name,Term,ES,NES
ACH-000289,MES2,7255.985234726335,0.8225561732331872
ACH-000200,MES1,7234.508502236622,0.8201215184869586
ACH-001624,MES1,7230.935460146615,0.8197164697260693
ACH-000328,MES1,7229.4862532661755,0.819552184101549
ACH-001329,MES,7191.760965160867,0.8152755534836268
ACH-000289,MES1,7191.712659879824,0.8152700774792199
ACH-000215,MES1,7187.852542662869,0.8148324851821719
ACH-000289,MES,7169.213978869455,0.8127195721576111
ACH-000571,MES1,7169.0482517440305,0.8127007849267004
ACH-000137,MES,7147.2733538329885,0.8102323294215087
ACH-000634,MES1,7139.362389949523,0.8093355232720933
ACH-000543,MES2,7137.882879745868,0.8091678023889867
ACH-000609,MES,7136.430526132264,0.8090031600431243
ACH-000464,MES,7118.87116404018,0.8070125879540639
ACH-001608,MES1,7108.256756941384,0.805809312891907
ACH-002680,MES2,7066.655437845824,0.8010932859528049
ACH-000098,MES1,7064.412171822081,0.8008389838482192
ACH-001609,MES,7058.184245874527,0.8001329709817537
ACH-000504,MES2,7002.998101645258,0.7938769351514336
ACH-000609,MES2,6989.872283765748,0.7923889604414172
ACH-000368,MES2,6972.780177854165,0.7904513576519514
ACH-000445,MES,6947.014935071331,0.7875305469253194
ACH-000469,MES,6945.205710656872,0.787325448835572
ACH-000244,MES,6919.613746892925,0.784424281440902
ACH-000631,MES1,6907.257994039212,0.783023603179303
ACH-001608,MES,6882.181782424896,0.7801809027055009
ACH-000479,MES,6867.870131689728,0.7785584990924078
ACH-000283,MES1,6858.645611647327,0.777512785014921
ACH-001623,MES,6853.912150077964,0.7769761882732397
ACH-000098,MES,6852.366519415516,0.7768009718137505
ACH-001608,MES2,6847.966522627285,0.7763021774525044
ACH-000231,MES,6843.13396366121,0.7757543467883744
ACH-000098,MES2,6841.972740316503,0.7756227076794469
ACH-000323,MES2,6815.468126594396,0.7726180800608651
ACH-001611,MES,6798.736321734115,0.7707213218768365
ACH-000376,MES1,6760.637183388002,0.7664023106843278
ACH-000558,MES1,6750.367749929996,0.7652381426749908
ACH-000215,MES,6739.927035492014,0.7640545578362531
ACH-000328,MES,6724.3243408302205,0.7622857983366185
ACH-000634,MES,6714.006720912308,0.7611161677927283
ACH-000102,MES,6712.482964430605,0.7609434310436882
ACH-000571,MES,6711.631789856538,0.7608469398191682
ACH-000570,MES1,6702.04632998425,0.7597603087227467
ACH-000152,MES1,6697.3603907549605,0.7592290992293754
ACH-000137,MES2,6689.886458683517,0.7583818360714698
ACH-000323,MES,6667.088302911643,0.755797381560904
ACH-001329,MES2,6656.195970851784,0.7545626002476975
ACH-000622,MES1,6655.71704998122,0.7545083086104037
ACH-000323,MES1,6648.074733348452,0.7536419569681759
ACH-000676,MES1,6618.849114607263,0.7503288695879711
ACH-001609,MES2,6615.542484541573,0.7499540219435582
ACH-001622,MES,6613.547989446835,0.7497279211178828
ACH-000200,MES,6601.4112790507625,0.7483520740432147
ACH-000231,MES2,6599.944453541684,0.7481857911280051
ACH-000027,MES,6593.828013300419,0.7474924165529596
ACH-000455,MES,6577.068105706543,0.7455924725745482
ACH-000244,MES2,6570.900600298559,0.7448933091277282
ACH-000283,MES,6553.026235259533,0.7428670275367585
ACH-000595,MES,6540.664747512115,0.7414656991536298
ACH-001610,MES1,6534.383782467097,0.7407536736457889
ACH-000215,MES2,6508.988643523506,0.7378748187925303
ACH-000464,MES2,6484.658454956452,0.7351166893098546
ACH-001605,MES,6483.506667824575,0.7349861199130149
ACH-000634,MES2,6468.548939574979,0.7332904753780225
ACH-000571,MES2,6466.215183916127,0.7330259151478252
ACH-000676,MES2,6463.3915366369565,0.7327058196094001
ACH-001624,MES,6461.285483818401,0.7324670723282222
ACH-000370,MES,6459.452684769032,0.7322593017603964
ACH-000152,MES,6450.161933314521,0.7312060795285885
ACH-000887,MES1,6448.02393784728,0.730963711150893
ACH-000676,MES,6442.125229988282,0.7302950192494408
ACH-001610,MES,6440.603965043178,0.730122564947063
ACH-000283,MES2,6433.146165799442,0.7292771306458313
ACH-000623,MES2,6422.244976973208,0.7280413453079995
ACH-001623,MES2,6413.842266956966,0.7270887936183034
ACH-000738,MES1,6408.7625385128595,0.7265129432196489
ACH-000469,MES2,6382.782973522373,0.7235678364051304
ACH-001610,MES2,6377.900316730111,0.7230143265293064
ACH-000445,MES2,6377.596860194159,0.7229799259566921
ACH-000152,MES2,6365.365422327086,0.721593340345006
ACH-000673,MES2,6354.268366207358,0.720335351013342
ACH-000631,MES,6326.356187251633,0.7171711583688283
ACH-000673,MES1,6314.168463626782,0.7157895283101972
ACH-000819,MES2,6255.089146194376,0.7090921528756589
ACH-000570,MES,6248.2045299998645,0.7083116960020652
ACH-000376,MES,6242.906357286685,0.7077110822285939
ACH-000673,MES,6231.883587188811,0.7064615141414452
ACH-001611,MES2,6219.992648473175,0.7051135283435588
ACH-000479,MES2,6206.27230546158,0.7035581568153683
ACH-000887,MES,6201.273244954047,0.7029914511306381
ACH-000558,MES,6167.716583665309,0.6991873862099923
ACH-000328,MES2,6158.01366204594,0.6980874393635995
ACH-001622,MES2,6157.053050694643,0.6979785421192521
ACH-000887,MES2,6110.857556044557,0.6927417082406311
ACH-000200,MES2,6109.877903830069,0.6926306524776188
ACH-000819,MES1,6066.539554791674,0.6877177115900522
ACH-000455,MES2,6065.781195729292,0.6876317421581818
ACH-000760,MES1,6049.572554602093,0.6857942910901874
ACH-000570,MES2,6045.99854678866,0.6853891328525364
ACH-000819,MES,6023.594746922221,0.6828493834886838
ACH-000027,MES2,5992.002956128968,0.6792680610769299
ACH-000376,MES2,5967.674857038746,0.6765101684624412
ACH-000102,MES2,5962.042315092856,0.675871649777699
ACH-000760,MES2,5915.603533365189,0.6706072362829323
ACH-001624,MES2,5913.458378059979,0.6703640562485518
ACH-000595,MES2,5896.600626672058,0.6684530204591457
ACH-000760,MES,5884.51901415624,0.6670834194144886
ACH-000269,MES1,5871.945018164968,0.6656580005788313
ACH-001605,MES2,5854.777633563539,0.663711864013587
ACH-000631,MES2,5834.6986232162035,0.661435658456474
ACH-000738,MES,5826.35738155384,0.6604900749692075
ACH-000558,MES2,5774.194087148831,0.6545767167633955
ACH-000622,MES,5713.303740518444,0.6476740386444504
ACH-000269,MES,5600.93767413087,0.6349359474577867
ACH-000738,MES2,5536.526245961984,0.6276341109527293
ACH-000370,MES2,5517.825354922657,0.6255141323596444
ACH-000269,MES2,5423.707807737634,0.6148447377919573
ACH-000622,MES2,5004.620489073428,0.5673359777904649
ACH-000623,AC,4349.385722312854,0.49305696744511857
ACH-001624,AC,4271.643419398721,0.4842439104839026
ACH-000370,AC,4203.392147046647,0.476506779882322
ACH-000622,AC,3965.283252798403,0.449514175221515
ACH-000479,AC,3790.735611986038,0.4297270291856652
ACH-000623,NPC2,3740.577153139311,0.42404094402568154
ACH-000368,NPC2,3704.998120412971,0.42000761814918247
ACH-000479,NPC2,3597.0603170235936,0.4077715256502276
ACH-000289,OPC,3566.505715462832,0.4043077815380977
ACH-000027,AC,3555.2856147220955,0.4030358435682654
ACH-000863,NPC2,3440.8276816775506,0.3900606132782809
ACH-000570,NPC2,3404.547638180835,0.3859478191120842
ACH-000504,AC,3380.289574870274,0.3831978659242955
ACH-000622,NPC2,3361.6674074748807,0.38108681163538194
ACH-000289,AC,3348.367972924905,0.37957915531639747
ACH-001329,NPC2,3321.164007298794,0.3764952474612535
ACH-000231,NPC2,3320.2685421579463,0.37639373535012155
ACH-001609,NPC2,3283.6570551142504,0.3722433679355199
ACH-000464,NPC2,3276.08387731147,0.3713848540395907
ACH-000200,NPC2,3187.680858609412,0.3613632723503373
ACH-000370,NPC2,3145.6581571036277,0.35659947647405993
ACH-000200,AC,3135.8714546858173,0.3554900320321337
ACH-000558,NPC2,3091.6997612758605,0.3504826211952656
ACH-000504,NPC2,3082.0661753886397,0.3493905344164803
ACH-000673,NPC2,3081.485004668266,0.34932465148697023
ACH-000036,NPC2,2994.3607670732363,0.3394480355411373
ACH-000027,NPC2,2984.10132841652,0.3382850005668376
ACH-000760,NPC2,2918.4916007564298,0.33084732191050953
ACH-000289,NPC2,2883.6066745418993,0.32689268164012747
ACH-000543,NPC2,2822.91945294391,0.32001303026998806
ACH-000738,NPC2,2808.036399362456,0.31832585103740146
ACH-000152,NPC2,2769.3130205096295,0.3139360744194173
ACH-001329,AC,2764.355342653218,0.3133740599728917
ACH-000634,AC,2729.2552663722563,0.3093950297665341
ACH-000863,AC,2727.034199548116,0.30914324421732753
ACH-001611,NPC2,2723.4139383251204,0.30873284258042233
ACH-000244,NPC2,2708.5515466077777,0.30704800562711626
ACH-000469,NPC2,2697.0445608368063,0.30574354567095213
ACH-000634,NPC2,2690.8131560795155,0.30503713843813507
ACH-001623,NPC2,2681.622985165448,0.3039953182615648
ACH-000376,NPC2,2675.326888185149,0.30328157736065525
ACH-000323,NPC2,2658.0448778801383,0.3013224465462439
ACH-000622,NPC,2636.5228054462077,0.2988826519534192
ACH-000609,NPC2,2623.225182312626,0.2973752009810126
ACH-000595,AC,2557.880811647483,0.28996760384045994
ACH-000570,AC,2529.446451430811,0.2867442154553481
ACH-000215,NPC2,2520.4901338118107,0.28572890545834206
ACH-000571,NPC2,2513.3452068478164,0.2849189391213922
ACH-002680,NPC2,2474.2277964048753,0.2804844941218702
ACH-000445,NPC2,2459.906550530017,0.278861002780353
ACH-000289,NPC,2453.3882993091756,0.27812207793321747
ACH-000570,NPC,2453.161923664302,0.27809641543830643
ACH-000102,NPC2,2411.302178050528,0.27335109263916496
ACH-000676,AC,2393.16370043013,0.2712948706021761
ACH-002680,AC,2375.8347949019208,0.2693304236309522
ACH-000595,NPC2,2326.6465610224077,0.26375432553825023
ACH-000137,NPC2,2310.045899897741,0.26187243412776395
ACH-000623,NPC,2308.845172809406,0.2617363167781653
ACH-001605,NPC2,2303.5183705707786,0.26113245749190245
ACH-000504,OPC,2301.958276195239,0.26095560139064067
ACH-001329,NPC,2290.819103955584,0.2596928376729605
ACH-001622,NPC2,2266.3324636283924,0.25691697243739237
ACH-000368,NPC,2265.17617444763,0.25678589267731694
ACH-000075,NPC2,2242.057616341168,0.2541651165770969
ACH-000863,NPC,2231.477651403993,0.2529657459623368
ACH-000137,AC,2230.4314135132227,0.2528471418847534
ACH-000464,AC,2229.391645962678,0.2527292713007099
ACH-000479,NPC,2223.650703754949,0.25207846409805157
ACH-001605,AC,2217.0452697963738,0.25132965600325186
ACH-000200,NPC,2203.299288750639,0.2497713780850165
ACH-000370,NPC,2191.7298133764725,0.24845983415511094
ACH-001624,NPC2,2172.531051049069,0.24628341565921
ACH-000231,NPC,2160.3270701552938,0.2448999426369453
ACH-000622,NPC1,2160.1623071499216,0.24488126470103377
ACH-000464,NPC,2156.7538059795315,0.2444948686998734
ACH-000027,NPC,2138.752348814998,0.24245417963575927
ACH-000543,NPC,2086.3630175947583,0.2365151973455904
ACH-000570,NPC1,2067.7542503219956,0.2344056621272421
ACH-000289,NPC1,2045.4791806667,0.2318805059339145
ACH-000075,AC,2035.5986018584063,0.2307604194355321
ACH-000455,NPC2,2021.8135021737016,0.22919770693302846
ACH-000504,NPC,2020.9913672683906,0.22910450771614504
ACH-000738,AC,2008.8955524535395,0.2277332966642504
ACH-000623,OPC,2002.9170184673094,0.22705555547843287
ACH-000368,AC,1963.053170252655,0.2225364924736097
ACH-000543,AC,1904.489174393253,0.2158975351487233
ACH-000283,NPC2,1876.1909182695144,0.21268957585535067
ACH-000673,NPC,1874.254268541641,0.21247003252146562
ACH-000215,AC,1867.0653182475635,0.2116550755925072
ACH-000244,AC,1861.3872341254464,0.21101139413565528
ACH-001610,NPC2,1839.2132328286698,0.20849769529781137
ACH-000328,NPC2,1837.3931895470741,0.20829137075491355
ACH-001608,NPC2,1836.1407171782594,0.20814938743418654
ACH-000819,NPC2,1825.8764772345894,0.20698580817429424
ACH-000027,NPC1,1807.6964587299335,0.20492487696140674
ACH-001609,NPC,1806.021874021044,0.20473504195687742
ACH-000469,AC,1802.4076170933477,0.20432532098152328
ACH-001624,OPC,1792.1835523036825,0.203166296075019
ACH-000558,NPC,1789.0166014717543,0.20280728280902427
ACH-000244,NPC,1757.2456363522833,0.19920564875889893
ACH-000098,NPC2,1750.0747263283192,0.19839273691893514
ACH-000543,NPC1,1702.1304817251385,0.19295766048291815
ACH-001623,NPC,1692.9657492077167,0.19191872406499966
ACH-000323,NPC,1686.7218395764994,0.19121089924919274
ACH-000376,NPC,1686.4423861582927,0.1911792197285155
ACH-000464,NPC1,1668.2842556250016,0.18912076978941555
ACH-002680,OPC,1636.9872878697824,0.185572869235907
ACH-000200,NPC1,1612.5196134288635,0.1827991540194376
ACH-001329,NPC1,1611.3227398007657,0.1826634735074845
ACH-000231,NPC1,1606.7077421125086,0.18214030612013024
ACH-000469,NPC,1605.123674641527,0.18196073237033292
ACH-001622,AC,1600.4559764342557,0.18143159072368165
ACH-000595,NPC,1590.5568199478366,0.18030939821442243
ACH-000445,AC,1582.803478598029,0.17943046053963965
ACH-000370,NPC1,1579.9908034299406,0.17911160882647212
ACH-000738,NPC,1579.1123836106708,0.17901202901454352
ACH-000634,NPC,1573.1707427100155,0.1783384701188365
ACH-001608,AC,1560.8420719938258,0.17694086195436184
ACH-000676,OPC,1552.0139763980878,0.1759400875184639
ACH-001329,OPC,1543.9055826201766,0.1750209002349636
ACH-000231,AC,1542.1933315926453,0.1748267952847385
ACH-000376,AC,1538.799370972869,0.1744420476358394
ACH-000609,NPC,1536.8512255717505,0.1742212011244137
ACH-000036,NPC,1513.6451615548121,0.17159050514087962
ACH-001609,AC,1510.2754789313167,0.17120850970481843
ACH-000479,OPC,1508.4139770732781,0.17099748531663658
ACH-000152,NPC,1504.337584125864,0.17053537547559494
ACH-001605,NPC,1501.855521897849,0.17025400285120873
ACH-000283,AC,1494.6547378680189,0.16943770442111977
ACH-000863,NPC1,1494.453328069736,0.1694148721154345
ACH-000244,OPC,1490.2501998055723,0.16893839524995902
ACH-001610,AC,1477.8531011492469,0.1675330299273922
ACH-001611,AC,1473.4688188053951,0.1670360169938662
ACH-000571,AC,1469.3829443736104,0.16657283230864448
ACH-001624,NPC,1463.6847016957545,0.16592686562877595
ACH-000328,AC,1459.2261462502356,0.16542143291539857
ACH-000027,OPC,1449.9814936924358,0.16437343656689155
ACH-000200,OPC,1438.3789202332391,0.16305814055738777
ACH-000760,NPC,1437.417391183235,0.16294913928047794
ACH-000102,AC,1430.1814217208466,0.162128852143987
ACH-002680,NPC,1426.024660875537,0.16165763160213698
ACH-000445,NPC,1409.4235374204436,0.15977568778074655
ACH-000215,NPC,1400.1333624004928,0.15872253089496557
ACH-000036,AC,1397.0929994804246,0.1583778679432271
ACH-000634,OPC,1393.545519195779,0.15797571693090243
ACH-000479,NPC1,1339.239416748278,0.15181944478213327
ACH-000504,NPC1,1335.57736018809,0.15140430512392458
ACH-000571,NPC,1327.6327241643885,0.15050368181861365
ACH-000623,NPC1,1325.3323543539718,0.15024290628957568
ACH-000631,AC,1317.4279273056509,0.1493468411717264
ACH-000863,OPC,1314.309623683941,0.14899334267206335
ACH-000676,NPC2,1311.1397936734065,0.1486340030153636
ACH-000455,AC,1307.4146599962296,0.1482117127814177
ACH-000102,NPC,1299.1762963168185,0.14727779179307168
ACH-000738,OPC,1296.7091528538458,0.1469981103962563
ACH-000269,NPC2,1290.3101654629863,0.1462727055876023
ACH-000368,NPC1,1288.8970367846796,0.14611250987601912
ACH-001624,NPC1,1282.646263172357,0.14540390694258262
ACH-000595,OPC,1281.0580080288764,0.14522385846802305
ACH-000622,OPC,1279.9787920765666,0.14510151591699694
ACH-001611,NPC,1269.9905216254756,0.14396922123148034
ACH-000558,AC,1237.4007563993619,0.14027476600537744
ACH-000370,OPC,1232.7722757370939,0.13975007015522353
ACH-000464,OPC,1228.5721839008202,0.1392739375066152
ACH-000137,NPC,1219.3241740304002,0.13822556056496582
ACH-000570,OPC,1215.5512893208033,0.13779785715758797
ACH-000376,NPC1,1187.4711287527443,0.13461462170803193
ACH-000819,AC,1183.5558507181358,0.134170776246236
ACH-001622,NPC,1178.1064013412015,0.13355301338141284
ACH-000075,NPC,1173.4819187793964,0.13302877076567307
ACH-000631,NPC2,1140.403924050026,0.12927896865298388
ACH-000323,AC,1128.2812396680074,0.12790471160145847
ACH-000673,AC,1108.8635569368398,0.12570347575495142
ACH-001623,AC,1108.6113149531047,0.1256748809888159
ACH-000469,NPC1,1080.617434124164,0.12250142642079984
ACH-000283,NPC,1056.6964131207224,0.11978968117051285
ACH-000323,NPC1,1047.2739567697336,0.11872152855059942
ACH-000098,AC,1037.0820274656307,0.11756614660107122
ACH-000244,NPC1,1033.103864803632,0.11711517238462818
ACH-000455,NPC,1025.620848578379,0.11626687942490332
ACH-001609,NPC1,1021.47119757377,0.11579646487192592
ACH-000269,AC,994.2233376611784,0.11270758105347083
ACH-000676,NPC,982.9131144088769,0.11142542657604691
ACH-000609,AC,972.7386521128465,0.11027202472913097
ACH-001605,OPC,959.305843999131,0.10874924885785257
ACH-001623,OPC,957.2822945817752,0.10851985436334309
ACH-000738,NPC1,955.3537476102119,0.10830122957766443
ACH-000819,NPC,954.7728159090948,0.10823537374395989
ACH-000673,NPC1,939.1625133719881,0.10646575179703498
ACH-000760,AC,918.8358188567363,0.10416146815889771
ACH-001605,NPC1,918.4565509777967,0.10411847342764635
ACH-000469,OPC,912.2444737708647,0.1034142572130504
ACH-000609,NPC1,905.1329009019955,0.10260807197762709
ACH-000445,NPC1,882.090444746249,0.0999959229800445
ACH-000673,OPC,879.2268755829919,0.0996713017995266
ACH-001623,NPC1,868.2817703389755,0.09843053798952525
ACH-000098,NPC,862.0768186103087,0.09772712953651434
ACH-000543,OPC,860.9632033179441,0.09760088739244858
ACH-000558,NPC1,852.2197839199889,0.09660971205673607
ACH-000215,NPC1,846.7335368049226,0.09598777771062095
ACH-000152,AC,839.3435072190987,0.09515002594300388
ACH-001611,OPC,809.0746580580508,0.09171867541944907
ACH-000595,NPC1,803.9460709658633,0.09113728628535143
ACH-000631,NPC,764.7381097418511,0.0866925762285627
ACH-000571,NPC1,759.6895638164842,0.08612026075624236
ACH-001609,OPC,749.4989059410382,0.08496502293896589
ACH-000760,OPC,741.3552383021542,0.08404183692460296
ACH-000368,OPC,734.8998946286574,0.08331004343037642
ACH-000269,NPC,721.9003047177157,0.0818363782305673
ACH-000676,NPC1,721.2319219967048,0.08176060873607899
ACH-000328,NPC,721.1717434045677,0.08175378674418435
ACH-000036,OPC,715.9043230824573,0.08115665913672591
ACH-000634,NPC1,701.4117868071189,0.07951374989787668
ACH-002680,NPC1,698.4223645498605,0.07917486170384616
ACH-000231,OPC,688.7492485745952,0.07807829369792255
ACH-000376,OPC,675.4609094790503,0.07657189518669837
ACH-001608,NPC,624.8218888830488,0.07083133237541055
ACH-000283,OPC,605.4026728680383,0.06862992271210958
ACH-000887,AC,589.4151017001004,0.06681753267357222
ACH-000558,OPC,585.8545310742811,0.06641389770826335
ACH-000631,NPC1,579.4345258109151,0.06568611026234934
ACH-000215,OPC,573.5673062661463,0.0650209879529534
ACH-000137,NPC1,565.1188225165242,0.06406324724126437
ACH-001610,NPC,563.7010423439297,0.06390252422495034
ACH-000760,NPC1,557.5866438299126,0.06320938110508259
ACH-000819,NPC1,545.6661017679471,0.06185803939969592
ACH-001622,NPC1,539.8831797071398,0.06120247325856349
ACH-000328,OPC,506.17385756348267,0.057381102331281394
ACH-000152,NPC1,485.1538727459738,0.05499822561453158
ACH-000269,NPC1,466.71292267844547,0.05290771456363603
ACH-000323,OPC,460.3105166651203,0.052181922211606176
ACH-000445,OPC,451.57911114172384,0.051192108797998404
ACH-000887,NPC2,415.5745493743816,0.04711054391215145
ACH-000283,NPC1,408.9979213481729,0.046365001328061504
ACH-001610,NPC1,-399.8363453445836,-0.04532642274024529
ACH-000102,OPC,384.5135706848105,0.04358939565436633
ACH-000137,OPC,384.11285508570836,0.04354396955727688
ACH-000102,NPC1,370.7436417475983,0.042028402944778304
ACH-000036,NPC1,343.2300753061809,0.03890939798653531
ACH-001608,OPC,316.6133585645948,0.03589206209640564
ACH-000887,OPC,-313.22412536321826,-0.03550785035917981
ACH-000631,OPC,309.62175384825787,0.03509947674318501
ACH-000609,OPC,279.5766618277212,0.03169349187450388
ACH-001610,OPC,264.5892944922689,0.029994487380491198
ACH-000075,NPC1,255.6471696179433,0.028980786307617395
ACH-000098,NPC1,236.41153481799302,0.026800187858349055
ACH-000098,OPC,218.8574301705121,0.0248102117660243
ACH-000455,OPC,-208.0739945686164,-0.023587775220735994
ACH-000819,OPC,202.875606923928,0.022998473325862603
ACH-001608,NPC1,-181.51786093337978,-0.020577307179218098
ACH-000328,NPC1,-181.2213646684104,-0.020543695639888615
ACH-000152,OPC,176.73361655270674,0.02003495357425969
ACH-000075,OPC,168.53450951165905,0.019105482814129646
ACH-000887,NPC1,-167.998784284644,-0.019044751696523587
ACH-000455,NPC1,165.19880422566348,0.018727339131869837
ACH-000887,NPC,-157.30972773774556,-0.017833014190966008
ACH-000571,OPC,28.80254177185452,0.003265126343678293
ACH-000269,OPC,-28.233313792610716,-0.003200597272414037
ACH-001611,NPC1,19.837721517767932,0.0022488524672330426
ACH-001622,OPC,9.29968938505408,0.0010542354574011041
